# event_ticker=KXATPCHALLENGERMATCH-26MAR02BAXPEN
# final_score=6-3 6-4
# match_winner=Florent Bax
# fav_player=Florent Bax
# dog_player=Gabriele Pennaforti
# kalshi_date=2026-03-02
timestamp,Florent Bax,Gabriele Pennaforti
2026-03-02T13:21:00Z,59.93,44.00
2026-03-02T13:22:00Z,61.60,42.03
2026-03-02T13:23:00Z,61.13,40.00
2026-03-02T13:24:00Z,60.00,39.00
2026-03-02T13:25:00Z,62.50,41.10
2026-03-02T13:26:00Z,60.00,41.10
2026-03-02T13:27:00Z,63.96,41.10
2026-03-02T13:28:00Z,65.00,41.10
2026-03-02T13:29:00Z,66.13,36.00
2026-03-02T13:30:00Z,74.00,25.01
2026-03-02T13:31:00Z,74.00,23.78
2026-03-02T13:32:00Z,82.59,20.00
2026-03-02T13:33:00Z,80.37,19.76
2026-03-02T13:34:00Z,80.37,17.82
2026-03-02T13:35:00Z,82.83,17.82
2026-03-02T13:36:00Z,82.00,18.33
2026-03-02T13:37:00Z,81.00,19.77
2026-03-02T13:38:00Z,83.00,19.96
2026-03-02T13:39:00Z,79.19,19.38
2026-03-02T13:40:00Z,81.05,19.38
2026-03-02T13:41:00Z,83.00,17.15
2026-03-02T13:42:00Z,82.01,18.19
2026-03-02T13:43:00Z,83.10,18.00
2026-03-02T13:44:00Z,84.00,18.00
2026-03-02T13:45:00Z,84.00,18.00
2026-03-02T13:46:00Z,84.00,18.00
2026-03-02T13:47:00Z,85.00,18.38
2026-03-02T13:48:00Z,83.55,16.76
2026-03-02T13:49:00Z,81.99,19.82
2026-03-02T13:50:00Z,78.55,21.31
2026-03-02T13:51:00Z,77.93,25.32
2026-03-02T13:52:00Z,70.71,33.93
2026-03-02T13:53:00Z,73.75,26.77
2026-03-02T13:54:00Z,76.85,26.35
2026-03-02T13:55:00Z,78.97,22.29
2026-03-02T13:56:00Z,78.54,16.20
2026-03-02T13:57:00Z,77.40,19.99
2026-03-02T13:58:00Z,75.97,24.07
2026-03-02T13:59:00Z,76.00,25.97
2026-03-02T14:00:00Z,75.76,24.45
2026-03-02T14:01:00Z,79.13,23.82
2026-03-02T14:02:00Z,79.92,21.97
2026-03-02T14:03:00Z,77.60,26.71
2026-03-02T14:04:00Z,77.57,24.30
2026-03-02T14:05:00Z,75.13,24.08
2026-03-02T14:06:00Z,75.18,26.30
2026-03-02T14:07:00Z,74.00,27.00
2026-03-02T14:08:00Z,74.79,26.53
2026-03-02T14:09:00Z,76.16,24.96
2026-03-02T14:10:00Z,74.37,27.90
2026-03-02T14:11:00Z,77.11,26.86
2026-03-02T14:12:00Z,78.46,22.08
2026-03-02T14:13:00Z,82.66,18.59
2026-03-02T14:14:00Z,80.72,22.31
2026-03-02T14:15:00Z,78.70,20.88
2026-03-02T14:16:00Z,76.80,26.27
2026-03-02T14:17:00Z,77.00,24.08
2026-03-02T14:18:00Z,80.92,20.79
2026-03-02T14:19:00Z,84.68,18.26
2026-03-02T14:20:00Z,85.46,17.10
2026-03-02T14:21:00Z,79.87,20.72
2026-03-02T14:22:00Z,85.22,16.52
2026-03-02T14:23:00Z,91.83,9.19
2026-03-02T14:24:00Z,96.17,4.20
2026-03-02T14:25:00Z,95.48,4.81
2026-03-02T14:26:00Z,93.85,6.38
2026-03-02T14:27:00Z,96.66,3.01
2026-03-02T14:28:00Z,97.98,2.36
2026-03-02T14:29:00Z,97.22,3.53
2026-03-02T14:30:00Z,97.85,3.00
2026-03-02T14:31:00Z,97.86,2.62
2026-03-02T14:32:00Z,97.16,3.91
2026-03-02T14:33:00Z,97.53,3.00
2026-03-02T14:34:00Z,98.62,2.20
2026-03-02T14:35:00Z,99.00,1.00
2026-03-02T14:36:00Z,99.00,1.00
2026-03-02T14:37:00Z,99.00,1.09
2026-03-02T14:38:00Z,99.00,1.09
2026-03-02T14:39:00Z,99.00,1.00
2026-03-02T14:40:00Z,99.00,1.00
2026-03-02T14:41:00Z,99.00,1.00
