# event_ticker=KXATPCHALLENGERMATCH-26MAR12BONRIE
# final_score=6-3 6-3
# match_winner=Benjamin Bonzi
# fav_player=Benjamin Bonzi
# dog_player=Leandro Riedi
# kalshi_date=2026-03-12
timestamp,Benjamin Bonzi,Leandro Riedi
2026-03-12T21:08:00Z,87.03,16.00
2026-03-12T21:09:00Z,87.03,12.00
2026-03-12T21:10:00Z,87.44,12.00
2026-03-12T21:11:00Z,87.44,15.00
2026-03-12T21:12:00Z,89.44,15.00
2026-03-12T21:13:00Z,89.44,11.00
2026-03-12T21:14:00Z,89.44,13.00
2026-03-12T21:15:00Z,89.44,15.00
2026-03-12T21:16:00Z,89.44,15.52
2026-03-12T21:17:00Z,86.00,15.00
2026-03-12T21:18:00Z,86.00,13.00
2026-03-12T21:19:00Z,90.00,13.00
2026-03-12T21:20:00Z,92.97,8.21
2026-03-12T21:21:00Z,95.36,4.11
2026-03-12T21:22:00Z,97.00,3.00
2026-03-12T21:23:00Z,95.05,5.09
2026-03-12T21:24:00Z,96.98,4.49
2026-03-12T21:25:00Z,96.69,5.23
2026-03-12T21:26:00Z,96.11,4.00
2026-03-12T21:27:00Z,98.00,2.00
2026-03-12T21:28:00Z,99.00,2.00
2026-03-12T21:29:00Z,98.00,2.00
2026-03-12T21:30:00Z,98.00,3.00
2026-03-12T21:31:00Z,98.98,3.00
2026-03-12T21:32:00Z,96.00,5.00
2026-03-12T21:33:00Z,94.00,5.76
2026-03-12T21:34:00Z,98.94,4.09
2026-03-12T21:35:00Z,98.54,2.00
2026-03-12T21:36:00Z,99.00,2.00
2026-03-12T21:37:00Z,98.67,2.00
2026-03-12T21:38:00Z,98.02,2.50
2026-03-12T21:39:00Z,96.33,2.50
2026-03-12T21:40:00Z,96.08,5.85
2026-03-12T21:41:00Z,95.91,4.09
2026-03-12T21:42:00Z,98.64,4.45
2026-03-12T21:43:00Z,97.77,5.89
2026-03-12T21:44:00Z,99.00,1.02
2026-03-12T21:45:00Z,99.00,1.02
