# event_ticker=KXATPCHALLENGERMATCH-26MAR10SAKROC
# final_score=2-6 6-3 6-3
# match_winner=Henrique Rocha
# fav_player=Henrique Rocha
# dog_player=Pedro Sakamoto
# kalshi_date=2026-03-10
timestamp,Henrique Rocha,Pedro Sakamoto
2026-03-10T21:54:00Z,74.32,27.71
2026-03-10T21:55:00Z,80.62,16.96
2026-03-10T21:56:00Z,82.00,17.30
2026-03-10T21:57:00Z,75.87,28.61
2026-03-10T21:58:00Z,69.87,30.90
2026-03-10T21:59:00Z,70.77,28.13
2026-03-10T22:00:00Z,76.86,23.87
2026-03-10T22:01:00Z,78.81,22.78
2026-03-10T22:02:00Z,82.96,19.24
2026-03-10T22:03:00Z,91.25,9.40
2026-03-10T22:04:00Z,92.77,8.91
2026-03-10T22:05:00Z,93.11,7.26
2026-03-10T22:06:00Z,92.98,8.19
2026-03-10T22:07:00Z,94.09,5.55
2026-03-10T22:08:00Z,94.31,6.09
2026-03-10T22:09:00Z,93.17,8.25
2026-03-10T22:10:00Z,92.40,7.33
2026-03-10T22:11:00Z,93.00,8.00
2026-03-10T22:12:00Z,94.09,6.57
2026-03-10T22:13:00Z,94.08,6.27
2026-03-10T22:14:00Z,94.92,4.77
2026-03-10T22:15:00Z,94.37,5.72
2026-03-10T22:16:00Z,96.07,4.64
2026-03-10T22:17:00Z,98.00,3.45
2026-03-10T22:18:00Z,97.99,2.29
2026-03-10T22:19:00Z,98.92,1.13
2026-03-10T22:20:00Z,98.94,1.02
2026-03-10T22:21:00Z,98.26,1.11
2026-03-10T22:22:00Z,97.09,2.44
2026-03-10T22:23:00Z,95.91,3.31
2026-03-10T22:24:00Z,97.37,3.66
2026-03-10T22:25:00Z,99.00,1.12
2026-03-10T22:26:00Z,99.00,1.10
2026-03-10T22:27:00Z,99.00,1.10
2026-03-10T22:28:00Z,99.00,1.00
2026-03-10T22:29:00Z,99.00,1.00
