# event_ticker=KXATPCHALLENGERMATCH-26MAY20KUZSAI
# final_score=6-0 6-7(4) 6-1
# score_resolution=0-6 7-6 1-6
# match_winner=Nikolas Sanchez Izquierdo
# fav_player=Dimitar Kuzmanov
# dog_player=Nikolas Sanchez Izquierdo
# kalshi_date=2026-05-20
timestamp,Dimitar Kuzmanov,Nikolas Sanchez Izquierdo
2026-05-21T06:12:00Z,24.07,79.00
2026-05-21T06:15:00Z,24.00,79.61
2026-05-21T06:16:00Z,24.00,76.39
2026-05-21T06:17:00Z,24.00,79.48
2026-05-21T06:18:00Z,23.10,79.00
2026-05-21T06:19:00Z,23.77,79.37
2026-05-21T06:20:00Z,22.17,79.71
2026-05-21T06:21:00Z,22.17,79.54
2026-05-21T06:22:00Z,22.00,79.54
2026-05-21T06:23:00Z,19.00,78.67
2026-05-21T06:24:00Z,23.20,78.67
2026-05-21T06:25:00Z,23.00,78.67
2026-05-21T06:26:00Z,23.00,79.90
2026-05-21T06:27:00Z,23.00,78.00
2026-05-21T06:28:00Z,23.00,80.00
2026-05-21T06:29:00Z,23.00,78.00
2026-05-21T06:30:00Z,23.00,80.00
2026-05-21T06:31:00Z,19.56,80.00
2026-05-21T06:32:00Z,19.56,81.00
2026-05-21T06:33:00Z,21.96,78.57
2026-05-21T06:34:00Z,22.00,80.26
2026-05-21T06:35:00Z,22.00,81.37
2026-05-21T06:37:00Z,22.00,81.37
2026-05-21T06:38:00Z,22.00,75.31
2026-05-21T06:39:00Z,25.57,75.31
2026-05-21T06:40:00Z,25.57,78.00
2026-05-21T06:41:00Z,25.00,72.31
2026-05-21T06:42:00Z,18.38,78.07
2026-05-21T06:43:00Z,25.00,78.07
2026-05-21T06:44:00Z,24.00,77.52
2026-05-21T06:45:00Z,25.00,78.00
2026-05-21T06:46:00Z,21.54,78.00
2026-05-21T06:47:00Z,25.00,73.16
2026-05-21T06:48:00Z,24.07,78.00
2026-05-21T06:50:00Z,24.00,77.00
2026-05-21T06:51:00Z,25.00,77.00
2026-05-21T06:52:00Z,25.00,77.00
2026-05-21T06:53:00Z,25.00,71.74
2026-05-21T06:54:00Z,23.90,72.32
2026-05-21T06:56:00Z,23.64,77.00
2026-05-21T06:57:00Z,26.67,78.24
2026-05-21T06:58:00Z,26.67,78.00
2026-05-21T06:59:00Z,20.50,78.00
2026-05-21T07:00:00Z,20.50,71.24
2026-05-21T07:01:00Z,23.00,71.24
2026-05-21T07:02:00Z,23.00,71.43
2026-05-21T07:03:00Z,24.16,71.43
2026-05-21T07:04:00Z,24.16,78.00
2026-05-21T07:06:00Z,25.49,78.90
2026-05-21T07:07:00Z,15.00,78.90
2026-05-21T07:36:00Z,25.41,78.90
2026-05-21T07:38:00Z,26.00,74.28
2026-05-21T07:40:00Z,26.00,77.00
2026-05-21T07:41:00Z,26.00,77.00
2026-05-21T07:42:00Z,26.91,77.00
2026-05-21T07:43:00Z,27.00,77.00
2026-05-21T07:44:00Z,16.98,77.00
2026-05-21T07:45:00Z,19.29,77.00
2026-05-21T07:46:00Z,19.29,73.63
2026-05-21T07:47:00Z,25.18,77.00
2026-05-21T07:49:00Z,25.91,78.60
2026-05-21T07:50:00Z,26.00,78.00
2026-05-21T07:51:00Z,26.84,78.00
2026-05-21T07:52:00Z,25.76,78.00
2026-05-21T07:53:00Z,26.94,72.33
2026-05-21T07:54:00Z,26.00,72.33
2026-05-21T07:55:00Z,17.66,72.33
2026-05-21T07:56:00Z,17.66,78.00
2026-05-21T07:57:00Z,17.00,78.00
2026-05-21T09:01:00Z,11.53,95.55
2026-05-21T09:02:00Z,11.53,99.00
