# event_ticker=KXATPMATCH-25OCT27POPBUB
# final_score=6-4 6-3
# match_winner=Alexander Bublik
# fav_player=Alexander Bublik
# dog_player=Alexei Popyrin
# kalshi_date=2025-10-27
timestamp,Alexander Bublik,Alexei Popyrin
2025-10-27T15:55:00Z,62.50,38.01
2025-10-27T15:56:00Z,65.29,36.20
2025-10-27T15:57:00Z,65.78,36.00
2025-10-27T15:58:00Z,64.96,37.40
2025-10-27T15:59:00Z,63.57,38.71
2025-10-27T16:00:00Z,65.98,36.62
2025-10-27T16:01:00Z,79.25,22.59
2025-10-27T16:02:00Z,85.92,16.71
2025-10-27T16:03:00Z,85.47,12.00
2025-10-27T16:04:00Z,85.67,14.80
2025-10-27T16:05:00Z,86.02,15.18
2025-10-27T16:06:00Z,85.38,15.71
2025-10-27T16:07:00Z,86.85,12.93
2025-10-27T16:08:00Z,87.28,14.98
2025-10-27T16:09:00Z,85.82,16.07
2025-10-27T16:10:00Z,84.51,16.00
2025-10-27T16:11:00Z,87.86,11.17
2025-10-27T16:12:00Z,94.45,4.20
2025-10-27T16:13:00Z,93.83,6.77
2025-10-27T16:14:00Z,88.04,10.38
2025-10-27T16:15:00Z,85.73,13.70
2025-10-27T16:16:00Z,85.25,16.00
2025-10-27T16:17:00Z,84.44,17.00
2025-10-27T16:18:00Z,83.22,17.69
2025-10-27T16:19:00Z,82.03,20.21
2025-10-27T16:20:00Z,82.19,18.17
2025-10-27T16:21:00Z,84.75,16.00
2025-10-27T16:22:00Z,85.00,17.00
2025-10-27T16:23:00Z,85.00,16.40
2025-10-27T16:24:00Z,86.00,14.47
2025-10-27T16:25:00Z,85.64,13.93
2025-10-27T16:26:00Z,88.06,12.50
2025-10-27T16:27:00Z,94.91,4.74
2025-10-27T16:28:00Z,96.40,2.88
2025-10-27T16:29:00Z,98.60,2.22
2025-10-27T16:30:00Z,99.00,2.00
2025-10-27T16:31:00Z,98.58,1.62
2025-10-27T16:32:00Z,98.85,1.79
2025-10-27T16:33:00Z,98.90,2.00
2025-10-27T16:34:00Z,98.72,1.90
2025-10-27T16:35:00Z,98.64,1.25
2025-10-27T16:36:00Z,99.00,1.00
