# event_ticker=KXATPCHALLENGERMATCH-26MAR11GIUHEN
# final_score=6-3 4-6 6-3
# score_resolution=3-6 6-4 3-6
# match_winner=Lorenzo Giustino
# fav_player=Philip Henning
# dog_player=Lorenzo Giustino
# kalshi_date=2026-03-11
timestamp,Philip Henning,Lorenzo Giustino
2026-03-11T09:11:00Z,31.00,70.22
2026-03-11T09:12:00Z,29.00,73.00
2026-03-11T09:13:00Z,31.00,74.50
2026-03-11T09:14:00Z,35.00,63.36
2026-03-11T09:15:00Z,34.00,71.00
2026-03-11T09:16:00Z,24.86,74.67
2026-03-11T09:17:00Z,25.67,73.41
2026-03-11T09:18:00Z,25.04,74.45
2026-03-11T09:19:00Z,25.00,75.24
2026-03-11T09:20:00Z,25.00,72.00
2026-03-11T09:21:00Z,31.47,72.19
2026-03-11T09:22:00Z,31.00,69.67
2026-03-11T09:23:00Z,29.99,72.12
2026-03-11T09:24:00Z,28.00,73.59
2026-03-11T09:25:00Z,32.13,71.18
2026-03-11T09:26:00Z,37.37,69.06
2026-03-11T09:27:00Z,38.91,61.24
2026-03-11T09:28:00Z,46.39,54.78
2026-03-11T09:29:00Z,45.30,56.10
2026-03-11T09:30:00Z,40.81,60.53
2026-03-11T09:31:00Z,35.09,65.02
2026-03-11T09:32:00Z,34.06,68.73
2026-03-11T09:33:00Z,32.00,68.80
2026-03-11T09:34:00Z,33.00,67.00
2026-03-11T09:35:00Z,30.74,69.00
2026-03-11T09:36:00Z,27.00,74.45
2026-03-11T09:37:00Z,25.00,75.18
2026-03-11T09:38:00Z,27.52,71.97
2026-03-11T09:39:00Z,32.00,71.00
2026-03-11T09:40:00Z,33.27,67.00
2026-03-11T09:41:00Z,30.32,67.00
2026-03-11T09:42:00Z,28.98,70.82
2026-03-11T09:43:00Z,24.99,72.29
2026-03-11T09:44:00Z,24.00,76.00
2026-03-11T09:45:00Z,27.79,71.99
2026-03-11T09:46:00Z,33.00,69.64
2026-03-11T09:47:00Z,34.99,66.00
2026-03-11T09:48:00Z,35.00,66.00
2026-03-11T09:49:00Z,35.81,63.45
2026-03-11T09:50:00Z,35.81,61.86
2026-03-11T09:51:00Z,48.80,50.87
2026-03-11T09:52:00Z,55.29,48.97
2026-03-11T09:53:00Z,54.44,44.60
2026-03-11T09:54:00Z,55.84,44.78
2026-03-11T09:55:00Z,55.86,44.53
2026-03-11T09:56:00Z,60.30,43.43
2026-03-11T09:57:00Z,61.94,40.69
2026-03-11T09:58:00Z,62.98,36.60
2026-03-11T09:59:00Z,61.70,37.64
2026-03-11T10:00:00Z,53.70,47.96
2026-03-11T10:01:00Z,54.42,46.47
2026-03-11T10:02:00Z,49.01,49.23
2026-03-11T10:03:00Z,52.79,45.90
2026-03-11T10:04:00Z,52.33,49.04
2026-03-11T10:05:00Z,55.24,41.50
2026-03-11T10:06:00Z,62.00,41.00
2026-03-11T10:07:00Z,55.07,45.41
2026-03-11T10:08:00Z,54.00,48.86
2026-03-11T10:09:00Z,50.17,47.99
2026-03-11T10:10:00Z,54.05,45.94
2026-03-11T10:11:00Z,52.14,48.92
2026-03-11T10:12:00Z,59.22,44.69
2026-03-11T10:13:00Z,59.05,45.04
2026-03-11T10:14:00Z,57.15,43.63
2026-03-11T10:15:00Z,63.00,40.34
2026-03-11T10:16:00Z,63.00,38.04
2026-03-11T10:17:00Z,69.43,34.17
2026-03-11T10:18:00Z,71.49,26.48
2026-03-11T10:19:00Z,69.19,34.68
2026-03-11T10:20:00Z,62.25,43.73
2026-03-11T10:21:00Z,52.71,47.97
2026-03-11T10:22:00Z,54.65,42.78
2026-03-11T10:23:00Z,53.35,48.72
2026-03-11T10:24:00Z,58.95,43.44
2026-03-11T10:25:00Z,62.54,38.95
2026-03-11T10:26:00Z,63.00,38.98
2026-03-11T10:27:00Z,60.49,39.49
2026-03-11T10:28:00Z,51.05,43.49
2026-03-11T10:29:00Z,53.36,48.36
2026-03-11T10:30:00Z,50.95,49.11
2026-03-11T10:31:00Z,53.42,46.26
2026-03-11T10:32:00Z,50.96,54.91
2026-03-11T10:33:00Z,32.28,64.85
2026-03-11T10:34:00Z,22.25,79.08
2026-03-11T10:35:00Z,21.00,79.81
2026-03-11T10:36:00Z,18.10,83.94
2026-03-11T10:37:00Z,16.50,80.15
2026-03-11T10:38:00Z,17.10,80.24
2026-03-11T10:39:00Z,16.05,85.71
2026-03-11T10:40:00Z,18.73,81.22
2026-03-11T10:41:00Z,24.48,80.28
2026-03-11T10:42:00Z,9.62,84.70
2026-03-11T10:43:00Z,10.38,89.75
2026-03-11T10:44:00Z,9.95,88.92
2026-03-11T10:45:00Z,11.00,89.06
2026-03-11T10:46:00Z,10.64,90.85
2026-03-11T10:47:00Z,6.57,94.04
2026-03-11T10:48:00Z,6.87,94.03
2026-03-11T10:49:00Z,5.99,94.17
2026-03-11T10:50:00Z,9.56,94.54
2026-03-11T10:51:00Z,6.32,95.96
2026-03-11T10:52:00Z,1.43,98.93
2026-03-11T10:53:00Z,1.43,99.00
2026-03-11T10:54:00Z,1.43,99.00
2026-03-11T10:55:00Z,1.43,99.00
2026-03-11T10:56:00Z,1.43,99.00
2026-03-11T10:57:00Z,1.43,99.00
