# event_ticker=KXATPCHALLENGERMATCH-26APR08DELOLI
# final_score=6-2 7-5
# match_winner=Hugo Dellien
# fav_player=Hugo Dellien
# dog_player=Genaro Alberto Olivieri
# kalshi_date=2026-04-08
timestamp,Hugo Dellien,Genaro Alberto Olivieri
2026-04-08T15:04:00Z,81.53,18.25
2026-04-08T15:05:00Z,83.45,16.62
2026-04-08T15:06:00Z,84.00,12.23
2026-04-08T15:07:00Z,87.39,13.00
2026-04-08T15:08:00Z,87.39,13.00
2026-04-08T15:09:00Z,86.37,15.49
2026-04-08T15:10:00Z,86.76,14.54
2026-04-08T15:11:00Z,89.00,14.54
2026-04-08T15:12:00Z,90.00,10.00
2026-04-08T15:13:00Z,90.05,10.00
2026-04-08T15:14:00Z,91.00,9.00
2026-04-08T15:15:00Z,91.51,10.00
2026-04-08T15:16:00Z,92.15,8.40
2026-04-08T15:17:00Z,88.96,11.01
2026-04-08T15:18:00Z,91.35,9.58
2026-04-08T15:19:00Z,90.57,12.11
2026-04-08T15:20:00Z,87.00,14.00
2026-04-08T15:21:00Z,88.07,12.51
2026-04-08T15:22:00Z,84.03,15.97
2026-04-08T15:23:00Z,80.15,19.91
2026-04-08T15:24:00Z,76.99,24.27
2026-04-08T15:25:00Z,74.00,25.98
2026-04-08T15:26:00Z,74.46,26.55
2026-04-08T15:27:00Z,74.94,26.00
2026-04-08T15:28:00Z,73.57,25.52
2026-04-08T15:29:00Z,72.42,29.48
2026-04-08T15:30:00Z,69.43,32.22
2026-04-08T15:31:00Z,72.92,28.70
2026-04-08T15:32:00Z,71.89,30.65
2026-04-08T15:33:00Z,69.14,30.51
2026-04-08T15:34:00Z,71.73,29.00
2026-04-08T15:35:00Z,72.00,29.00
2026-04-08T15:36:00Z,71.01,30.99
2026-04-08T15:37:00Z,68.51,32.00
2026-04-08T15:38:00Z,68.50,31.63
2026-04-08T15:39:00Z,67.01,33.11
2026-04-08T15:40:00Z,68.49,35.24
2026-04-08T15:41:00Z,64.09,35.04
2026-04-08T15:42:00Z,65.16,34.36
2026-04-08T15:43:00Z,66.14,34.58
2026-04-08T15:44:00Z,68.13,31.56
2026-04-08T15:45:00Z,68.00,33.00
2026-04-08T15:46:00Z,67.81,34.58
2026-04-08T15:47:00Z,70.41,29.67
2026-04-08T15:48:00Z,77.42,25.45
2026-04-08T15:49:00Z,83.80,18.37
2026-04-08T15:50:00Z,85.57,16.34
2026-04-08T15:51:00Z,80.19,22.53
2026-04-08T15:52:00Z,81.07,20.93
2026-04-08T15:53:00Z,76.22,24.64
2026-04-08T15:54:00Z,84.62,18.61
2026-04-08T15:55:00Z,81.31,20.20
2026-04-08T15:56:00Z,82.52,19.87
2026-04-08T15:57:00Z,88.29,11.67
2026-04-08T15:58:00Z,90.98,9.96
2026-04-08T15:59:00Z,90.34,10.23
2026-04-08T16:00:00Z,90.67,10.54
2026-04-08T16:01:00Z,89.31,11.65
2026-04-08T16:02:00Z,91.14,12.61
2026-04-08T16:03:00Z,95.16,5.51
2026-04-08T16:04:00Z,98.31,1.11
2026-04-08T16:05:00Z,99.00,1.11
2026-04-08T16:06:00Z,99.00,1.11
2026-04-08T16:07:00Z,99.00,1.11
