# event_ticker=KXATPMATCH-25OCT18SHARUU
# final_score=6-3 6-4
# match_winner=Casper Ruud
# fav_player=Casper Ruud
# dog_player=Denis Shapovalov
# kalshi_date=2025-10-18
timestamp,Casper Ruud,Denis Shapovalov
2025-10-18T15:47:00Z,64.00,37.00
2025-10-18T15:48:00Z,64.00,37.00
2025-10-18T15:50:00Z,64.00,37.00
2025-10-18T15:51:00Z,64.00,37.00
2025-10-18T15:52:00Z,64.00,37.00
2025-10-18T15:53:00Z,64.00,37.00
2025-10-18T15:55:00Z,64.00,37.00
2025-10-18T15:56:00Z,64.94,37.00
2025-10-18T15:57:00Z,64.94,36.00
2025-10-18T16:01:00Z,64.94,36.00
2025-10-18T16:04:00Z,66.00,36.00
2025-10-18T16:05:00Z,66.00,36.00
2025-10-18T16:06:00Z,66.00,36.00
2025-10-18T16:07:00Z,66.00,36.00
2025-10-18T16:08:00Z,66.00,36.00
2025-10-18T16:09:00Z,66.99,36.00
2025-10-18T16:10:00Z,66.99,33.18
2025-10-18T16:11:00Z,73.00,30.77
2025-10-18T16:12:00Z,74.00,31.03
2025-10-18T16:13:00Z,74.00,35.67
2025-10-18T16:14:00Z,64.14,36.16
2025-10-18T16:15:00Z,62.00,40.38
2025-10-18T16:16:00Z,61.00,39.55
2025-10-18T16:17:00Z,66.86,35.31
2025-10-18T16:18:00Z,63.00,35.00
2025-10-18T16:19:00Z,68.00,33.00
2025-10-18T16:20:00Z,68.00,33.00
2025-10-18T16:21:00Z,75.67,29.31
2025-10-18T16:22:00Z,80.32,19.16
2025-10-18T16:23:00Z,78.54,21.50
2025-10-18T16:24:00Z,74.00,27.16
2025-10-18T16:25:00Z,74.78,28.77
2025-10-18T16:26:00Z,74.78,22.47
2025-10-18T16:27:00Z,74.00,28.34
2025-10-18T16:28:00Z,74.00,32.03
2025-10-18T16:29:00Z,74.00,32.00
2025-10-18T16:30:00Z,74.00,24.46
2025-10-18T16:31:00Z,77.20,22.40
2025-10-18T16:32:00Z,75.00,20.00
2025-10-18T16:33:00Z,84.60,20.00
2025-10-18T16:34:00Z,84.58,16.66
2025-10-18T16:35:00Z,85.84,14.94
2025-10-18T16:36:00Z,86.49,13.00
2025-10-18T16:37:00Z,85.00,14.56
2025-10-18T16:38:00Z,85.00,15.00
2025-10-18T16:39:00Z,84.50,15.00
2025-10-18T16:40:00Z,88.00,14.00
2025-10-18T16:41:00Z,88.00,14.00
2025-10-18T16:42:00Z,87.00,14.00
2025-10-18T16:43:00Z,87.00,13.56
2025-10-18T16:44:00Z,87.00,15.36
2025-10-18T16:45:00Z,86.59,17.77
2025-10-18T16:46:00Z,84.85,16.04
2025-10-18T16:47:00Z,85.65,16.04
2025-10-18T16:48:00Z,83.00,17.36
2025-10-18T16:49:00Z,85.00,15.00
2025-10-18T16:50:00Z,87.32,13.67
2025-10-18T16:51:00Z,88.11,11.13
2025-10-18T16:52:00Z,88.07,12.96
2025-10-18T16:53:00Z,89.23,11.78
2025-10-18T16:54:00Z,86.41,21.00
2025-10-18T16:55:00Z,86.41,17.00
2025-10-18T16:56:00Z,84.13,17.00
2025-10-18T16:57:00Z,81.85,19.38
2025-10-18T16:58:00Z,86.00,16.55
2025-10-18T16:59:00Z,85.39,16.00
2025-10-18T17:00:00Z,87.01,14.04
2025-10-18T17:01:00Z,86.14,15.48
2025-10-18T17:02:00Z,83.00,18.21
2025-10-18T17:03:00Z,82.58,18.86
2025-10-18T17:04:00Z,81.10,18.87
2025-10-18T17:05:00Z,85.07,17.46
2025-10-18T17:06:00Z,83.67,17.46
2025-10-18T17:07:00Z,85.04,16.00
2025-10-18T17:08:00Z,82.72,19.81
2025-10-18T17:09:00Z,75.92,28.50
2025-10-18T17:10:00Z,81.48,24.20
2025-10-18T17:11:00Z,82.97,19.65
2025-10-18T17:12:00Z,83.63,18.37
2025-10-18T17:13:00Z,83.52,16.20
2025-10-18T17:14:00Z,83.88,15.95
2025-10-18T17:15:00Z,92.28,11.45
2025-10-18T17:16:00Z,95.52,4.83
2025-10-18T17:17:00Z,94.34,5.05
2025-10-18T17:18:00Z,92.99,6.92
2025-10-18T17:19:00Z,96.08,3.56
2025-10-18T17:20:00Z,97.85,3.03
2025-10-18T17:21:00Z,96.62,2.62
2025-10-18T17:22:00Z,98.00,3.64
2025-10-18T17:23:00Z,98.00,4.00
2025-10-18T17:24:00Z,98.94,2.41
2025-10-18T17:25:00Z,98.94,1.00
2025-10-18T17:26:00Z,98.36,1.85
2025-10-18T17:27:00Z,97.62,3.06
2025-10-18T17:28:00Z,98.42,1.33
2025-10-18T17:29:00Z,99.00,1.33
2025-10-18T17:30:00Z,99.00,1.33
2025-10-18T17:31:00Z,99.00,1.33
2025-10-18T17:33:00Z,99.00,1.33
