# event_ticker=KXATPCHALLENGERMATCH-26APR01DUCTOB
# final_score=6-4 6-3
# score_resolution=4-6 3-6
# match_winner=James Duckworth
# fav_player=Miguel Tobon
# dog_player=James Duckworth
# kalshi_date=2026-04-01
timestamp,Miguel Tobon,James Duckworth
2026-04-02T01:36:00Z,23.99,76.38
2026-04-02T01:37:00Z,22.83,74.77
2026-04-02T01:38:00Z,23.40,77.63
2026-04-02T01:39:00Z,20.72,76.35
2026-04-02T01:40:00Z,21.55,78.16
2026-04-02T01:41:00Z,28.20,71.00
2026-04-02T01:42:00Z,28.12,72.06
2026-04-02T01:43:00Z,29.94,71.31
2026-04-02T01:44:00Z,25.20,74.28
2026-04-02T01:45:00Z,26.00,75.04
2026-04-02T01:46:00Z,26.27,74.88
2026-04-02T01:47:00Z,19.42,79.02
2026-04-02T01:48:00Z,12.89,86.13
2026-04-02T01:49:00Z,10.22,89.78
2026-04-02T01:50:00Z,11.00,89.32
2026-04-02T01:51:00Z,11.00,89.00
2026-04-02T01:52:00Z,10.01,88.92
2026-04-02T01:53:00Z,9.20,89.54
2026-04-02T01:54:00Z,10.00,90.19
2026-04-02T01:55:00Z,11.82,89.21
2026-04-02T01:56:00Z,13.62,87.02
2026-04-02T01:57:00Z,12.83,87.30
2026-04-02T01:58:00Z,10.84,90.19
2026-04-02T01:59:00Z,12.43,88.98
2026-04-02T02:00:00Z,12.00,89.00
2026-04-02T02:01:00Z,10.22,89.00
2026-04-02T02:02:00Z,11.72,88.98
2026-04-02T02:03:00Z,8.48,91.78
2026-04-02T02:04:00Z,4.11,96.06
2026-04-02T02:05:00Z,3.03,96.52
2026-04-02T02:06:00Z,3.20,97.06
2026-04-02T02:07:00Z,2.19,96.88
2026-04-02T02:08:00Z,2.00,98.87
2026-04-02T02:09:00Z,1.37,98.92
2026-04-02T02:10:00Z,2.00,97.00
2026-04-02T02:11:00Z,1.24,97.00
2026-04-02T02:12:00Z,1.99,97.00
2026-04-02T02:13:00Z,2.00,97.00
2026-04-02T02:14:00Z,1.00,98.73
2026-04-02T02:15:00Z,1.62,97.74
2026-04-02T02:16:00Z,2.10,97.74
2026-04-02T02:17:00Z,3.55,96.35
2026-04-02T02:18:00Z,4.36,94.72
2026-04-02T02:19:00Z,4.16,95.50
2026-04-02T02:20:00Z,2.14,98.57
2026-04-02T02:21:00Z,1.11,98.11
2026-04-02T02:22:00Z,1.85,98.97
2026-04-02T02:23:00Z,1.06,99.00
2026-04-02T02:24:00Z,1.13,99.00
2026-04-02T02:25:00Z,1.31,98.78
2026-04-02T02:26:00Z,2.79,96.00
2026-04-02T02:27:00Z,6.63,94.44
2026-04-02T02:28:00Z,2.06,98.18
2026-04-02T02:29:00Z,1.07,98.85
2026-04-02T02:30:00Z,1.07,99.00
2026-04-02T02:32:00Z,1.07,99.00
