# event_ticker=KXATPCHALLENGERMATCH-26APR28BRUBAR
# final_score=6-3 4-6 6-3
# score_resolution=3-6 6-4 3-6
# match_winner=Mika Brunold
# fav_player=Alex Barrena
# dog_player=Mika Brunold
# kalshi_date=2026-04-28
timestamp,Mika Brunold,Alex Barrena
2026-04-28T13:18:00Z,47.99,48.67
2026-04-28T13:19:00Z,49.99,51.22
2026-04-28T13:20:00Z,43.31,56.18
2026-04-28T13:21:00Z,39.15,60.45
2026-04-28T13:22:00Z,47.27,51.25
2026-04-28T13:23:00Z,47.96,52.07
2026-04-28T13:24:00Z,54.02,40.44
2026-04-28T13:25:00Z,76.23,22.44
2026-04-28T13:26:00Z,76.21,23.53
2026-04-28T13:27:00Z,80.07,19.92
2026-04-28T13:28:00Z,85.99,13.84
2026-04-28T13:29:00Z,89.04,11.17
2026-04-28T13:30:00Z,91.00,8.36
2026-04-28T13:31:00Z,98.00,2.31
2026-04-28T13:32:00Z,99.00,2.31
2026-04-28T13:33:00Z,99.00,2.31
2026-04-28T13:34:00Z,99.00,2.31
2026-04-28T13:35:00Z,99.00,2.31
2026-04-28T13:36:00Z,99.00,2.31
2026-04-28T13:37:00Z,99.00,2.31
