# event_ticker=KXATPCHALLENGERMATCH-26MAR23CORLA
# final_score=6-3 7-5
# score_resolution=3-6 5-7
# match_winner=Juan Manuel La Serna
# fav_player=Felix Corwin
# dog_player=Juan Manuel La Serna
# kalshi_date=2026-03-23
timestamp,Felix Corwin,Juan Manuel La Serna
2026-03-23T19:42:00Z,9.11,89.00
2026-03-23T19:43:00Z,12.70,88.99
2026-03-23T19:44:00Z,12.73,88.00
2026-03-23T19:45:00Z,15.59,85.12
2026-03-23T19:46:00Z,14.00,85.54
2026-03-23T19:47:00Z,13.00,84.00
2026-03-23T19:48:00Z,18.28,84.00
2026-03-23T19:49:00Z,18.28,86.00
2026-03-23T19:50:00Z,13.91,86.00
2026-03-23T19:51:00Z,13.00,86.00
2026-03-23T19:52:00Z,15.27,84.00
2026-03-23T19:53:00Z,13.00,85.00
2026-03-23T19:54:00Z,11.00,85.00
2026-03-23T19:55:00Z,7.82,91.67
2026-03-23T19:56:00Z,12.00,88.00
2026-03-23T19:57:00Z,11.01,87.12
2026-03-23T19:58:00Z,9.00,91.00
2026-03-23T19:59:00Z,11.35,88.68
2026-03-23T20:00:00Z,11.37,88.02
2026-03-23T20:01:00Z,14.17,88.02
2026-03-23T20:02:00Z,15.00,86.00
2026-03-23T20:03:00Z,15.23,83.18
2026-03-23T20:04:00Z,18.48,85.00
2026-03-23T20:05:00Z,22.50,85.00
2026-03-23T20:06:00Z,26.69,73.52
2026-03-23T20:07:00Z,28.03,73.52
2026-03-23T20:08:00Z,26.27,72.93
2026-03-23T20:09:00Z,26.00,75.00
2026-03-23T20:10:00Z,16.20,83.00
2026-03-23T20:11:00Z,17.00,83.00
2026-03-23T20:12:00Z,19.29,83.00
2026-03-23T20:13:00Z,18.76,83.01
2026-03-23T20:14:00Z,19.05,81.00
2026-03-23T20:16:00Z,20.73,81.57
2026-03-23T20:17:00Z,16.65,82.20
2026-03-23T20:18:00Z,13.96,89.00
2026-03-23T20:19:00Z,9.04,92.12
2026-03-23T20:20:00Z,11.14,91.95
2026-03-23T20:21:00Z,14.47,85.45
2026-03-23T20:22:00Z,10.77,90.46
2026-03-23T20:23:00Z,14.06,87.00
2026-03-23T20:24:00Z,13.53,86.95
2026-03-23T20:25:00Z,19.00,82.42
2026-03-23T20:26:00Z,19.00,82.00
2026-03-23T20:27:00Z,22.99,77.92
2026-03-23T20:28:00Z,19.91,79.36
2026-03-23T20:29:00Z,19.43,83.96
2026-03-23T20:30:00Z,15.43,84.33
2026-03-23T20:31:00Z,14.93,85.00
2026-03-23T20:32:00Z,18.77,82.65
2026-03-23T20:33:00Z,16.80,83.82
2026-03-23T20:34:00Z,11.10,91.25
2026-03-23T20:35:00Z,3.73,94.54
2026-03-23T20:36:00Z,3.11,97.86
2026-03-23T20:37:00Z,7.13,94.69
2026-03-23T20:38:00Z,7.82,94.79
2026-03-23T20:39:00Z,2.17,97.36
2026-03-23T20:40:00Z,1.00,99.00
2026-03-23T20:42:00Z,1.00,99.00
