# event_ticker=KXATPCHALLENGERMATCH-26APR13ECHROD
# final_score=6-4 7-6(4)
# score_resolution=4-6 6-7
# match_winner=Moez Echargui
# fav_player=Chris Rodesch
# dog_player=Moez Echargui
# kalshi_date=2026-04-13
timestamp,Chris Rodesch,Moez Echargui
2026-04-13T14:17:00Z,56.45,45.27
2026-04-13T14:18:00Z,52.89,49.80
2026-04-13T14:19:00Z,50.91,52.24
2026-04-13T14:20:00Z,45.60,56.32
2026-04-13T14:21:00Z,43.45,53.13
2026-04-13T14:22:00Z,54.34,46.89
2026-04-13T14:23:00Z,54.73,47.00
2026-04-13T14:24:00Z,55.39,47.00
2026-04-13T14:25:00Z,58.52,41.86
2026-04-13T14:26:00Z,54.68,47.51
2026-04-13T14:27:00Z,48.58,53.44
2026-04-13T14:28:00Z,47.51,52.79
2026-04-13T14:29:00Z,47.61,54.69
2026-04-13T14:30:00Z,46.28,53.11
2026-04-13T14:31:00Z,44.16,58.63
2026-04-13T14:32:00Z,45.82,55.50
2026-04-13T14:33:00Z,47.86,53.00
2026-04-13T14:34:00Z,47.87,53.00
2026-04-13T14:35:00Z,51.48,48.20
2026-04-13T14:36:00Z,45.73,54.00
2026-04-13T14:37:00Z,42.30,58.80
2026-04-13T14:38:00Z,40.57,59.03
2026-04-13T14:39:00Z,40.97,59.49
2026-04-13T14:40:00Z,41.81,58.95
2026-04-13T14:41:00Z,42.00,57.97
2026-04-13T14:42:00Z,42.00,59.89
2026-04-13T14:43:00Z,41.27,60.62
2026-04-13T14:44:00Z,36.34,61.29
2026-04-13T14:45:00Z,38.04,61.00
2026-04-13T14:46:00Z,43.08,57.51
2026-04-13T14:47:00Z,44.01,57.26
2026-04-13T14:48:00Z,42.96,62.48
2026-04-13T14:49:00Z,36.98,63.09
2026-04-13T14:50:00Z,39.96,62.25
2026-04-13T14:51:00Z,38.47,63.76
2026-04-13T14:52:00Z,40.82,58.20
2026-04-13T14:53:00Z,43.54,56.96
2026-04-13T14:54:00Z,44.89,58.01
2026-04-13T14:55:00Z,38.36,61.21
2026-04-13T14:56:00Z,36.96,63.01
2026-04-13T14:57:00Z,38.67,63.32
2026-04-13T14:58:00Z,40.72,60.84
2026-04-13T14:59:00Z,41.94,59.00
2026-04-13T15:00:00Z,40.00,59.74
2026-04-13T15:01:00Z,35.31,64.84
2026-04-13T15:02:00Z,33.97,66.06
2026-04-13T15:03:00Z,34.11,70.04
2026-04-13T15:04:00Z,27.93,70.03
2026-04-13T15:05:00Z,29.86,72.31
2026-04-13T15:06:00Z,31.50,70.30
2026-04-13T15:07:00Z,37.59,63.21
2026-04-13T15:08:00Z,39.06,62.77
2026-04-13T15:09:00Z,42.38,59.09
2026-04-13T15:10:00Z,38.32,59.23
2026-04-13T15:11:00Z,48.83,51.50
2026-04-13T15:12:00Z,45.10,54.43
2026-04-13T15:13:00Z,57.00,42.92
2026-04-13T15:14:00Z,62.19,36.39
2026-04-13T15:15:00Z,61.67,39.94
2026-04-13T15:16:00Z,49.07,53.37
2026-04-13T15:17:00Z,41.73,58.80
2026-04-13T15:18:00Z,46.26,56.21
2026-04-13T15:19:00Z,53.78,48.72
2026-04-13T15:20:00Z,50.07,53.20
2026-04-13T15:21:00Z,44.05,55.58
2026-04-13T15:22:00Z,38.93,58.55
2026-04-13T15:23:00Z,40.30,62.31
2026-04-13T15:24:00Z,42.20,57.24
2026-04-13T15:25:00Z,36.02,65.18
2026-04-13T15:26:00Z,36.13,64.47
2026-04-13T15:27:00Z,38.06,63.83
2026-04-13T15:28:00Z,32.31,66.66
2026-04-13T15:29:00Z,36.65,64.95
2026-04-13T15:30:00Z,35.39,66.43
2026-04-13T15:31:00Z,40.40,59.48
2026-04-13T15:32:00Z,41.54,58.99
2026-04-13T15:33:00Z,37.92,63.15
2026-04-13T15:34:00Z,33.18,67.92
2026-04-13T15:35:00Z,32.13,68.17
2026-04-13T15:36:00Z,42.16,56.50
2026-04-13T15:37:00Z,40.75,59.45
2026-04-13T15:38:00Z,32.25,68.94
2026-04-13T15:39:00Z,36.29,62.29
2026-04-13T15:40:00Z,47.22,54.10
2026-04-13T15:41:00Z,49.52,53.53
2026-04-13T15:42:00Z,41.38,62.64
2026-04-13T15:43:00Z,18.39,80.45
2026-04-13T15:44:00Z,3.29,96.65
2026-04-13T15:45:00Z,3.29,99.00
2026-04-13T15:46:00Z,1.00,99.00
2026-04-13T15:47:00Z,1.00,99.00
