# event_ticker=KXATPCHALLENGERMATCH-26FEB16RUBTOM
# final_score=7-6(6) 6-3
# score_resolution=6-7 3-6
# match_winner=Bernard Tomic
# fav_player=Alan Fernando Rubio Fierros
# dog_player=Bernard Tomic
# kalshi_date=2026-02-16
timestamp,Alan Fernando Rubio Fierros,Bernard Tomic
2026-02-16T21:57:00Z,15.00,86.00
2026-02-16T22:01:00Z,15.00,86.00
2026-02-16T22:05:00Z,15.00,86.00
2026-02-16T22:06:00Z,15.00,86.00
2026-02-16T22:07:00Z,15.10,86.00
2026-02-16T22:08:00Z,14.26,86.00
2026-02-16T22:09:00Z,15.00,86.00
2026-02-16T22:11:00Z,12.68,87.83
2026-02-16T22:12:00Z,13.20,87.00
2026-02-16T22:13:00Z,16.50,83.08
2026-02-16T22:14:00Z,18.54,84.00
2026-02-16T22:15:00Z,17.49,84.15
2026-02-16T22:16:00Z,15.00,86.00
2026-02-16T22:17:00Z,16.56,86.58
2026-02-16T22:18:00Z,15.70,84.74
2026-02-16T22:19:00Z,16.54,84.74
2026-02-16T22:20:00Z,17.08,86.00
2026-02-16T22:21:00Z,18.52,83.00
2026-02-16T22:22:00Z,17.69,82.94
2026-02-16T22:23:00Z,17.00,84.00
2026-02-16T22:24:00Z,17.24,83.00
2026-02-16T22:25:00Z,20.04,82.00
2026-02-16T22:26:00Z,20.59,78.22
2026-02-16T22:27:00Z,22.79,78.22
2026-02-16T22:28:00Z,25.67,76.82
2026-02-16T22:29:00Z,20.00,79.00
2026-02-16T22:30:00Z,18.24,82.00
2026-02-16T22:31:00Z,19.93,83.00
2026-02-16T22:32:00Z,21.47,78.47
2026-02-16T22:33:00Z,22.00,78.89
2026-02-16T22:34:00Z,19.72,78.99
2026-02-16T22:35:00Z,19.13,80.71
2026-02-16T22:36:00Z,19.52,80.79
2026-02-16T22:37:00Z,17.98,84.00
2026-02-16T22:38:00Z,13.57,86.11
2026-02-16T22:39:00Z,16.51,86.21
2026-02-16T22:40:00Z,18.41,79.00
2026-02-16T22:41:00Z,22.35,79.00
2026-02-16T22:42:00Z,21.00,80.08
2026-02-16T22:43:00Z,19.00,81.68
2026-02-16T22:44:00Z,21.26,79.00
2026-02-16T22:45:00Z,23.00,79.00
2026-02-16T22:46:00Z,19.11,82.00
2026-02-16T22:47:00Z,18.69,80.52
2026-02-16T22:48:00Z,21.91,79.00
2026-02-16T22:49:00Z,20.48,80.09
2026-02-16T22:50:00Z,18.49,81.46
2026-02-16T22:51:00Z,19.93,82.00
2026-02-16T22:52:00Z,20.34,78.02
2026-02-16T22:53:00Z,28.64,74.48
2026-02-16T22:54:00Z,25.54,75.71
2026-02-16T22:55:00Z,21.63,77.00
2026-02-16T22:56:00Z,20.63,77.32
2026-02-16T22:57:00Z,16.33,86.77
2026-02-16T22:58:00Z,18.64,82.06
2026-02-16T22:59:00Z,25.00,82.06
2026-02-16T23:00:00Z,19.85,79.42
2026-02-16T23:01:00Z,25.54,74.73
2026-02-16T23:02:00Z,21.53,75.00
2026-02-16T23:03:00Z,32.44,67.01
2026-02-16T23:04:00Z,29.91,72.08
2026-02-16T23:05:00Z,13.43,89.52
2026-02-16T23:06:00Z,8.77,91.25
2026-02-16T23:07:00Z,8.64,91.95
2026-02-16T23:08:00Z,8.25,92.00
2026-02-16T23:09:00Z,11.11,88.91
2026-02-16T23:10:00Z,11.36,89.13
2026-02-16T23:11:00Z,9.62,90.45
2026-02-16T23:12:00Z,10.05,91.00
2026-02-16T23:13:00Z,12.02,88.99
2026-02-16T23:14:00Z,10.79,88.33
2026-02-16T23:15:00Z,9.96,90.07
2026-02-16T23:16:00Z,10.21,89.99
2026-02-16T23:17:00Z,10.83,89.49
2026-02-16T23:18:00Z,12.56,88.49
2026-02-16T23:19:00Z,11.69,89.00
2026-02-16T23:20:00Z,11.92,90.00
2026-02-16T23:21:00Z,12.50,89.03
2026-02-16T23:22:00Z,9.48,91.16
2026-02-16T23:23:00Z,10.59,91.16
2026-02-16T23:24:00Z,7.58,91.92
2026-02-16T23:25:00Z,7.39,93.92
2026-02-16T23:26:00Z,4.31,95.07
2026-02-16T23:27:00Z,3.93,97.48
2026-02-16T23:28:00Z,3.18,95.13
2026-02-16T23:29:00Z,2.98,98.00
2026-02-16T23:30:00Z,2.15,98.53
2026-02-16T23:31:00Z,2.21,98.81
2026-02-16T23:32:00Z,1.88,98.00
2026-02-16T23:33:00Z,2.64,98.66
2026-02-16T23:34:00Z,2.99,97.00
2026-02-16T23:35:00Z,2.98,98.00
2026-02-16T23:36:00Z,2.23,97.87
2026-02-16T23:37:00Z,1.31,98.00
2026-02-16T23:38:00Z,1.35,99.00
2026-02-16T23:39:00Z,1.00,99.00
2026-02-16T23:40:00Z,1.00,99.00
2026-02-16T23:41:00Z,1.00,99.00
2026-02-16T23:44:00Z,1.00,99.00
