# event_ticker=KXATPCHALLENGERMATCH-26APR27RODBLA
# final_score=1-6 6-1 7-6(6)
# score_resolution=1-6 6-1 7-6
# match_winner=Darwin Blanch
# fav_player=Darwin Blanch
# dog_player=Jurij Rodionov
# kalshi_date=2026-04-27
timestamp,Jurij Rodionov,Darwin Blanch
2026-04-27T14:12:00Z,66.17,37.80
2026-04-27T14:13:00Z,65.20,37.80
2026-04-27T14:14:00Z,65.20,38.00
2026-04-27T14:15:00Z,63.53,32.27
2026-04-27T14:16:00Z,58.81,44.06
2026-04-27T14:17:00Z,58.35,41.18
2026-04-27T14:18:00Z,62.47,39.66
2026-04-27T14:19:00Z,63.66,37.00
2026-04-27T14:20:00Z,66.49,34.00
2026-04-27T14:21:00Z,68.77,34.38
2026-04-27T14:22:00Z,64.51,36.25
2026-04-27T14:23:00Z,74.57,24.96
2026-04-27T14:24:00Z,77.92,22.40
2026-04-27T14:25:00Z,78.32,22.10
2026-04-27T14:26:00Z,76.00,23.00
2026-04-27T14:27:00Z,77.73,23.91
2026-04-27T14:28:00Z,78.72,22.00
2026-04-27T14:29:00Z,79.00,21.05
2026-04-27T14:30:00Z,80.97,20.84
2026-04-27T14:31:00Z,79.74,21.32
2026-04-27T14:32:00Z,80.03,19.00
2026-04-27T14:33:00Z,83.38,15.20
2026-04-27T14:34:00Z,84.98,15.15
2026-04-27T14:35:00Z,85.05,14.31
2026-04-27T14:36:00Z,86.00,14.31
2026-04-27T14:37:00Z,87.00,14.31
2026-04-27T14:38:00Z,84.28,14.00
2026-04-27T14:39:00Z,87.00,12.50
2026-04-27T14:40:00Z,87.05,11.87
2026-04-27T14:41:00Z,84.00,15.67
2026-04-27T14:42:00Z,82.31,18.76
2026-04-27T14:43:00Z,83.17,16.51
2026-04-27T14:44:00Z,82.24,16.68
2026-04-27T14:45:00Z,83.99,17.21
2026-04-27T14:46:00Z,83.17,18.44
2026-04-27T14:47:00Z,81.00,17.79
2026-04-27T14:48:00Z,82.93,17.52
2026-04-27T14:49:00Z,72.88,22.70
2026-04-27T14:50:00Z,69.40,31.26
2026-04-27T14:51:00Z,70.35,30.50
2026-04-27T14:52:00Z,67.09,32.00
2026-04-27T14:53:00Z,65.79,34.50
2026-04-27T14:54:00Z,59.65,37.58
2026-04-27T14:55:00Z,59.28,40.54
2026-04-27T14:56:00Z,58.98,41.78
2026-04-27T14:57:00Z,57.00,41.90
2026-04-27T14:58:00Z,58.38,41.70
2026-04-27T14:59:00Z,58.38,44.19
2026-04-27T15:00:00Z,55.32,44.95
2026-04-27T15:01:00Z,53.00,47.17
2026-04-27T15:02:00Z,55.00,47.02
2026-04-27T15:03:00Z,57.73,45.59
2026-04-27T15:04:00Z,57.01,42.20
2026-04-27T15:05:00Z,57.00,43.37
2026-04-27T15:06:00Z,56.00,44.03
2026-04-27T15:07:00Z,54.96,45.01
2026-04-27T15:08:00Z,55.01,46.76
2026-04-27T15:09:00Z,55.96,46.76
2026-04-27T15:10:00Z,57.40,46.55
2026-04-27T15:11:00Z,59.96,38.74
2026-04-27T15:12:00Z,62.03,39.15
2026-04-27T15:13:00Z,62.20,38.04
2026-04-27T15:14:00Z,57.91,42.11
2026-04-27T15:15:00Z,54.97,46.00
2026-04-27T15:16:00Z,51.00,48.81
2026-04-27T15:17:00Z,39.67,61.07
2026-04-27T15:18:00Z,46.15,54.85
2026-04-27T15:19:00Z,29.54,69.37
2026-04-27T15:20:00Z,31.71,70.47
2026-04-27T15:21:00Z,29.80,70.19
2026-04-27T15:22:00Z,23.10,79.66
2026-04-27T15:23:00Z,20.64,79.51
2026-04-27T15:24:00Z,23.35,78.25
2026-04-27T15:25:00Z,25.48,74.93
2026-04-27T15:26:00Z,24.37,77.85
2026-04-27T15:27:00Z,19.46,83.61
2026-04-27T15:28:00Z,14.36,85.47
2026-04-27T15:29:00Z,13.07,88.07
2026-04-27T15:30:00Z,14.11,87.36
2026-04-27T15:31:00Z,16.31,84.82
2026-04-27T15:32:00Z,19.11,81.73
2026-04-27T15:33:00Z,17.70,84.72
2026-04-27T15:34:00Z,9.85,89.85
2026-04-27T15:35:00Z,9.03,91.06
2026-04-27T15:36:00Z,9.73,90.14
2026-04-27T15:37:00Z,10.88,90.60
2026-04-27T15:38:00Z,8.74,92.09
2026-04-27T15:39:00Z,7.82,94.16
2026-04-27T15:40:00Z,9.12,91.71
2026-04-27T15:41:00Z,10.80,89.40
2026-04-27T15:42:00Z,10.49,88.82
2026-04-27T15:43:00Z,3.75,96.65
2026-04-27T15:44:00Z,2.23,98.59
2026-04-27T15:45:00Z,2.74,94.87
2026-04-27T15:46:00Z,23.89,80.43
2026-04-27T15:47:00Z,21.10,72.20
2026-04-27T15:48:00Z,52.29,48.87
2026-04-27T15:49:00Z,53.33,44.71
2026-04-27T15:50:00Z,61.15,38.00
2026-04-27T15:51:00Z,62.51,40.47
2026-04-27T15:52:00Z,63.70,37.02
2026-04-27T15:53:00Z,77.46,26.12
2026-04-27T15:54:00Z,76.85,16.23
2026-04-27T15:55:00Z,85.48,14.59
2026-04-27T15:56:00Z,59.91,40.85
2026-04-27T15:57:00Z,54.52,43.79
2026-04-27T15:58:00Z,62.65,39.84
2026-04-27T15:59:00Z,63.02,43.83
2026-04-27T16:00:00Z,81.77,20.22
2026-04-27T16:01:00Z,80.00,18.68
2026-04-27T16:02:00Z,94.42,4.37
2026-04-27T16:03:00Z,95.83,5.57
2026-04-27T16:04:00Z,89.55,11.47
2026-04-27T16:05:00Z,73.43,26.74
2026-04-27T16:06:00Z,23.06,74.46
2026-04-27T16:07:00Z,14.41,95.41
2026-04-27T16:08:00Z,14.41,99.00
2026-04-27T16:09:00Z,1.00,99.00
2026-04-27T16:10:00Z,1.00,99.00
2026-04-27T16:11:00Z,1.00,99.00
2026-04-27T16:12:00Z,1.00,99.00
2026-04-27T16:13:00Z,1.00,99.00
