# event_ticker=KXATPMATCH-25AUG20BAEVAN
# final_score=0-6 6-1 6-4
# match_winner=Botic van de Zandschulp
# fav_player=Botic Van de Zandschulp
# dog_player=Sebastian Baez
# kalshi_date=2025-08-20
timestamp,Botic Van de Zandschulp,Sebastian Baez
2025-08-21T01:02:00Z,20.71,83.06
2025-08-21T01:03:00Z,23.99,80.86
2025-08-21T01:04:00Z,22.74,79.95
2025-08-21T01:05:00Z,23.00,80.30
2025-08-21T01:06:00Z,22.00,84.02
2025-08-21T01:07:00Z,22.00,84.18
2025-08-21T01:08:00Z,8.47,87.37
2025-08-21T01:09:00Z,16.43,80.52
2025-08-21T01:10:00Z,16.43,83.68
2025-08-21T01:11:00Z,25.93,83.95
2025-08-21T01:12:00Z,24.00,78.42
2025-08-21T01:13:00Z,25.19,75.36
2025-08-21T01:14:00Z,32.87,72.00
2025-08-21T01:15:00Z,39.00,67.00
2025-08-21T01:16:00Z,46.04,60.00
2025-08-21T01:17:00Z,48.86,63.87
2025-08-21T01:18:00Z,49.59,32.23
2025-08-21T01:19:00Z,51.93,51.79
2025-08-21T01:20:00Z,48.38,51.05
2025-08-21T01:21:00Z,52.00,52.90
2025-08-21T01:22:00Z,51.15,52.19
2025-08-21T01:23:00Z,57.00,44.25
2025-08-21T01:24:00Z,64.00,28.71
2025-08-21T01:25:00Z,67.32,37.42
2025-08-21T01:26:00Z,65.51,38.86
2025-08-21T01:27:00Z,66.77,35.00
2025-08-21T01:28:00Z,69.47,33.67
2025-08-21T01:29:00Z,69.54,27.11
2025-08-21T01:30:00Z,69.54,34.00
2025-08-21T01:31:00Z,69.54,32.16
2025-08-21T01:32:00Z,66.05,33.80
2025-08-21T01:33:00Z,73.00,33.57
2025-08-21T01:34:00Z,72.00,25.28
2025-08-21T01:35:00Z,70.00,24.18
2025-08-21T01:36:00Z,70.00,32.35
2025-08-21T01:37:00Z,70.00,35.00
2025-08-21T01:38:00Z,70.00,35.00
2025-08-21T01:40:00Z,69.24,35.00
2025-08-21T01:41:00Z,69.85,35.34
2025-08-21T01:42:00Z,38.00,48.22
2025-08-21T01:43:00Z,59.24,54.16
2025-08-21T01:44:00Z,67.52,37.00
2025-08-21T01:45:00Z,66.00,37.00
2025-08-21T01:46:00Z,66.00,56.60
2025-08-21T01:47:00Z,74.51,37.93
2025-08-21T01:48:00Z,77.33,33.62
2025-08-21T01:49:00Z,60.42,33.91
2025-08-21T01:50:00Z,60.42,33.28
2025-08-21T01:51:00Z,60.42,36.83
2025-08-21T01:52:00Z,63.17,37.50
2025-08-21T01:53:00Z,63.17,39.93
2025-08-21T01:54:00Z,55.50,36.62
2025-08-21T01:55:00Z,74.00,41.00
2025-08-21T01:56:00Z,73.97,40.19
2025-08-21T01:57:00Z,72.98,40.00
2025-08-21T01:58:00Z,72.98,41.00
2025-08-21T01:59:00Z,69.00,32.67
2025-08-21T02:00:00Z,73.43,46.20
2025-08-21T02:01:00Z,73.43,46.70
2025-08-21T02:02:00Z,70.00,26.39
2025-08-21T02:03:00Z,70.00,35.49
2025-08-21T02:04:00Z,73.20,35.49
2025-08-21T02:05:00Z,73.20,40.00
2025-08-21T02:07:00Z,81.17,40.00
2025-08-21T02:08:00Z,81.17,40.92
2025-08-21T02:09:00Z,87.34,22.47
2025-08-21T02:10:00Z,91.04,8.91
2025-08-21T02:11:00Z,91.04,13.59
2025-08-21T02:12:00Z,70.00,36.72
2025-08-21T02:13:00Z,70.00,43.93
2025-08-21T02:14:00Z,77.47,43.93
2025-08-21T02:15:00Z,77.47,39.78
2025-08-21T02:16:00Z,50.29,44.64
2025-08-21T02:17:00Z,43.43,44.76
2025-08-21T02:18:00Z,43.43,49.95
2025-08-21T02:20:00Z,75.40,19.00
2025-08-21T02:21:00Z,78.01,19.00
2025-08-21T02:22:00Z,78.30,30.75
2025-08-21T02:23:00Z,78.55,24.01
2025-08-21T02:24:00Z,67.39,24.01
2025-08-21T02:25:00Z,65.00,48.40
2025-08-21T02:26:00Z,77.30,30.00
2025-08-21T02:27:00Z,94.55,15.10
2025-08-21T02:28:00Z,99.00,15.10
2025-08-21T02:29:00Z,99.00,15.10
2025-08-21T02:30:00Z,99.00,15.10
