# event_ticker=KXATPCHALLENGERMATCH-26MAY12PDACAS
# final_score=6-3 4-2 RET
# match_winner=Matheus Pucinelli De Almeida
# fav_player=Hernan Casanova
# dog_player=Matheus Pucinelli de Almeida
# kalshi_date=2026-05-12
timestamp,Matheus Pucinelli de Almeida,Hernan Casanova
2026-05-12T20:50:00Z,64.00,38.00
2026-05-12T20:51:00Z,64.00,38.00
2026-05-12T20:53:00Z,64.00,38.00
2026-05-12T20:55:00Z,64.00,36.46
2026-05-12T20:57:00Z,65.00,36.46
2026-05-12T20:58:00Z,65.00,36.46
2026-05-12T20:59:00Z,65.00,36.46
2026-05-12T21:00:00Z,65.00,36.00
2026-05-12T21:01:00Z,65.00,36.00
2026-05-12T21:02:00Z,65.00,36.77
2026-05-12T21:03:00Z,64.52,36.57
2026-05-12T21:04:00Z,65.86,37.00
2026-05-12T21:05:00Z,64.57,37.29
2026-05-12T21:06:00Z,65.73,36.67
2026-05-12T21:07:00Z,65.59,36.82
2026-05-12T21:08:00Z,65.00,35.87
2026-05-12T21:09:00Z,66.03,35.20
2026-05-12T21:10:00Z,65.37,36.17
2026-05-12T21:11:00Z,64.66,36.00
2026-05-12T21:12:00Z,67.30,35.57
2026-05-12T21:13:00Z,65.27,35.61
2026-05-12T21:14:00Z,64.39,37.78
2026-05-12T21:15:00Z,53.97,44.57
2026-05-12T21:16:00Z,55.22,47.82
2026-05-12T21:17:00Z,51.38,49.21
2026-05-12T21:18:00Z,50.96,50.96
2026-05-12T21:19:00Z,51.74,50.57
2026-05-12T21:20:00Z,58.35,44.14
2026-05-12T21:21:00Z,60.01,39.91
2026-05-12T21:22:00Z,62.17,39.18
2026-05-12T21:23:00Z,57.83,44.19
2026-05-12T21:24:00Z,59.91,43.73
2026-05-12T21:25:00Z,62.14,40.19
2026-05-12T21:26:00Z,55.12,45.11
2026-05-12T21:27:00Z,54.15,46.00
2026-05-12T21:28:00Z,57.85,44.81
2026-05-12T21:29:00Z,64.86,37.93
2026-05-12T21:30:00Z,68.30,34.31
2026-05-12T21:31:00Z,66.36,34.10
2026-05-12T21:32:00Z,70.77,31.16
2026-05-12T21:33:00Z,72.53,28.96
2026-05-12T21:34:00Z,73.95,26.56
2026-05-12T21:35:00Z,75.85,26.00
2026-05-12T21:36:00Z,78.69,23.31
2026-05-12T21:37:00Z,82.16,18.77
2026-05-12T21:38:00Z,81.54,19.85
2026-05-12T21:39:00Z,86.16,15.43
2026-05-12T21:40:00Z,86.69,14.17
2026-05-12T21:41:00Z,87.54,11.61
2026-05-12T21:42:00Z,88.07,12.69
2026-05-12T21:43:00Z,88.53,12.87
2026-05-12T21:44:00Z,88.65,12.89
2026-05-12T21:45:00Z,88.47,13.03
2026-05-12T21:46:00Z,90.33,11.04
2026-05-12T21:47:00Z,90.82,13.54
2026-05-12T21:48:00Z,87.24,15.37
2026-05-12T21:49:00Z,90.43,11.92
2026-05-12T21:50:00Z,93.41,6.70
2026-05-12T21:51:00Z,94.05,7.18
2026-05-12T21:52:00Z,93.78,8.09
2026-05-12T21:53:00Z,92.89,7.91
2026-05-12T21:54:00Z,93.80,7.72
2026-05-12T21:55:00Z,94.98,6.59
2026-05-12T21:56:00Z,94.73,6.81
2026-05-12T21:57:00Z,96.17,5.31
2026-05-12T21:58:00Z,94.95,5.92
2026-05-12T21:59:00Z,93.77,8.25
2026-05-12T22:00:00Z,93.74,7.82
2026-05-12T22:01:00Z,93.58,8.00
2026-05-12T22:02:00Z,94.15,7.00
2026-05-12T22:03:00Z,93.07,7.58
2026-05-12T22:04:00Z,94.94,6.43
2026-05-12T22:05:00Z,94.09,7.62
2026-05-12T22:06:00Z,93.34,6.97
2026-05-12T22:07:00Z,89.34,10.89
2026-05-12T22:08:00Z,85.71,15.33
2026-05-12T22:09:00Z,83.44,17.80
2026-05-12T22:10:00Z,83.10,18.93
2026-05-12T22:11:00Z,79.39,21.02
2026-05-12T22:12:00Z,82.24,19.19
2026-05-12T22:13:00Z,87.16,14.80
2026-05-12T22:14:00Z,91.40,8.30
2026-05-12T22:15:00Z,91.99,8.53
2026-05-12T22:16:00Z,91.10,9.34
2026-05-12T22:17:00Z,92.41,9.17
2026-05-12T22:18:00Z,94.54,9.00
2026-05-12T22:19:00Z,96.28,4.64
2026-05-12T22:20:00Z,96.07,5.14
2026-05-12T22:21:00Z,98.66,1.58
2026-05-12T22:22:00Z,99.00,1.00
