# event_ticker=KXATPCHALLENGERMATCH-26MAR16SELJAC
# final_score=6-0 4-6 6-0
# match_winner=Kyrian Jacquet
# fav_player=Kyrian Jacquet
# dog_player=Jelle Sels
# kalshi_date=2026-03-16
timestamp,Kyrian Jacquet,Jelle Sels
2026-03-16T15:54:00Z,97.00,2.99
2026-03-16T15:55:00Z,98.00,3.06
2026-03-16T15:56:00Z,97.64,3.63
2026-03-16T15:57:00Z,96.10,4.00
2026-03-16T15:58:00Z,95.06,5.04
2026-03-16T15:59:00Z,92.21,8.80
2026-03-16T16:00:00Z,92.13,10.29
2026-03-16T16:01:00Z,87.57,12.46
2026-03-16T16:02:00Z,87.00,13.50
2026-03-16T16:03:00Z,89.25,11.55
2026-03-16T16:04:00Z,85.36,15.96
2026-03-16T16:05:00Z,90.93,12.31
2026-03-16T16:06:00Z,93.00,5.41
2026-03-16T16:07:00Z,93.00,9.15
2026-03-16T16:08:00Z,88.43,13.38
2026-03-16T16:09:00Z,85.57,15.40
2026-03-16T16:10:00Z,85.00,15.56
2026-03-16T16:11:00Z,85.80,17.10
2026-03-16T16:12:00Z,81.50,19.54
2026-03-16T16:13:00Z,79.45,20.79
2026-03-16T16:14:00Z,80.47,20.28
2026-03-16T16:15:00Z,79.00,21.06
2026-03-16T16:16:00Z,78.14,21.27
2026-03-16T16:17:00Z,78.87,21.04
2026-03-16T16:18:00Z,75.42,22.13
2026-03-16T16:19:00Z,75.18,24.81
2026-03-16T16:20:00Z,81.81,19.80
2026-03-16T16:21:00Z,78.97,20.10
2026-03-16T16:22:00Z,82.60,18.00
2026-03-16T16:23:00Z,85.67,22.03
2026-03-16T16:24:00Z,81.45,19.63
2026-03-16T16:25:00Z,89.72,17.22
2026-03-16T16:26:00Z,87.10,15.46
2026-03-16T16:27:00Z,81.21,19.06
2026-03-16T16:28:00Z,85.36,12.75
2026-03-16T16:29:00Z,92.91,7.20
2026-03-16T16:30:00Z,90.54,10.05
2026-03-16T16:31:00Z,91.64,10.39
2026-03-16T16:32:00Z,90.31,8.74
2026-03-16T16:33:00Z,93.95,5.37
2026-03-16T16:34:00Z,95.72,4.63
2026-03-16T16:35:00Z,96.00,4.41
2026-03-16T16:36:00Z,97.31,3.32
2026-03-16T16:37:00Z,98.53,1.58
2026-03-16T16:38:00Z,99.00,1.13
2026-03-16T16:39:00Z,98.31,1.49
2026-03-16T16:40:00Z,99.00,1.87
2026-03-16T16:41:00Z,99.00,2.00
2026-03-16T16:42:00Z,99.00,2.33
2026-03-16T16:43:00Z,99.00,1.00
2026-03-16T16:44:00Z,99.00,1.00
2026-03-16T16:45:00Z,99.00,1.00
2026-03-16T16:46:00Z,99.00,1.00
2026-03-16T16:49:00Z,99.00,1.00
2026-03-16T16:51:00Z,99.00,1.00
2026-03-16T16:52:00Z,99.00,1.00
