# event_ticker=KXATPCHALLENGERMATCH-26MAR31SQUPOL
# final_score=6-4 6-3
# match_winner=Mili Poljicak
# fav_player=Mili Poljicak
# dog_player=Henri Squire
# kalshi_date=2026-03-31
timestamp,Mili Poljicak,Henri Squire
2026-04-02T16:11:00Z,61.00,37.35
2026-04-02T16:12:00Z,60.20,40.06
2026-04-02T16:13:00Z,50.85,52.26
2026-04-02T16:14:00Z,49.95,51.10
2026-04-02T16:15:00Z,44.66,56.22
2026-04-02T16:16:00Z,39.65,60.33
2026-04-02T16:17:00Z,37.82,60.33
2026-04-02T16:18:00Z,41.00,58.00
2026-04-02T16:19:00Z,38.91,60.17
2026-04-02T16:20:00Z,38.00,60.17
2026-04-02T16:21:00Z,39.25,60.40
2026-04-02T16:22:00Z,39.94,61.23
2026-04-02T16:23:00Z,34.06,64.47
2026-04-02T16:24:00Z,32.67,69.97
2026-04-02T16:25:00Z,38.00,64.33
2026-04-02T16:26:00Z,29.11,67.21
2026-04-02T16:27:00Z,31.92,69.11
2026-04-02T16:28:00Z,30.51,68.39
2026-04-02T16:29:00Z,36.40,61.72
2026-04-02T16:30:00Z,44.13,56.17
2026-04-02T16:31:00Z,47.64,52.55
2026-04-02T16:32:00Z,48.84,50.06
2026-04-02T16:33:00Z,44.53,54.50
2026-04-02T16:34:00Z,43.97,57.47
2026-04-02T16:35:00Z,36.00,63.62
2026-04-02T16:36:00Z,36.81,64.00
2026-04-02T16:37:00Z,37.00,64.00
2026-04-02T16:38:00Z,37.00,64.00
2026-04-02T16:39:00Z,36.94,64.00
2026-04-02T16:40:00Z,36.88,63.28
2026-04-02T16:41:00Z,38.36,59.52
2026-04-02T16:42:00Z,43.36,58.00
2026-04-02T16:43:00Z,47.22,54.46
2026-04-02T16:44:00Z,51.18,50.40
2026-04-02T16:45:00Z,62.57,38.40
2026-04-02T16:46:00Z,61.83,37.40
2026-04-02T16:47:00Z,61.17,37.99
2026-04-02T16:48:00Z,68.31,35.94
2026-04-02T16:49:00Z,69.17,32.10
2026-04-02T16:50:00Z,69.73,30.36
2026-04-02T16:51:00Z,73.94,28.90
2026-04-02T16:52:00Z,72.70,29.00
2026-04-02T16:53:00Z,73.27,31.88
2026-04-02T16:54:00Z,66.00,33.74
2026-04-02T16:55:00Z,71.70,35.26
2026-04-02T16:56:00Z,71.30,29.49
2026-04-02T16:57:00Z,72.00,30.07
2026-04-02T16:58:00Z,65.93,31.00
2026-04-02T16:59:00Z,73.43,28.50
2026-04-02T17:00:00Z,72.06,27.00
2026-04-02T17:01:00Z,75.07,24.24
2026-04-02T17:02:00Z,72.45,26.84
2026-04-02T17:03:00Z,74.18,27.66
2026-04-02T17:04:00Z,72.20,27.68
2026-04-02T17:05:00Z,73.64,27.28
2026-04-02T17:06:00Z,69.85,31.88
2026-04-02T17:07:00Z,69.65,32.63
2026-04-02T17:08:00Z,71.47,33.47
2026-04-02T17:09:00Z,67.18,37.15
2026-04-02T17:10:00Z,64.12,38.42
2026-04-02T17:11:00Z,66.89,34.19
2026-04-02T17:12:00Z,74.28,26.54
2026-04-02T17:13:00Z,72.92,26.66
2026-04-02T17:14:00Z,72.41,29.27
2026-04-02T17:15:00Z,66.11,35.09
2026-04-02T17:16:00Z,63.59,38.02
2026-04-02T17:17:00Z,69.45,33.62
2026-04-02T17:18:00Z,72.25,29.31
2026-04-02T17:19:00Z,72.76,28.86
2026-04-02T17:20:00Z,77.76,22.07
2026-04-02T17:21:00Z,77.10,25.49
2026-04-02T17:22:00Z,68.71,32.26
2026-04-02T17:23:00Z,80.36,22.18
2026-04-02T17:24:00Z,86.74,14.85
2026-04-02T17:25:00Z,87.95,12.80
2026-04-02T17:26:00Z,89.40,9.75
2026-04-02T17:27:00Z,91.63,8.72
2026-04-02T17:28:00Z,91.84,9.00
2026-04-02T17:29:00Z,91.98,9.32
2026-04-02T17:30:00Z,89.18,10.12
2026-04-02T17:31:00Z,89.17,11.91
2026-04-02T17:32:00Z,93.57,6.50
2026-04-02T17:33:00Z,95.17,4.46
2026-04-02T17:34:00Z,98.05,3.23
2026-04-02T17:35:00Z,99.00,1.00
2026-04-02T17:36:00Z,99.00,1.00
