# event_ticker=KXATPCHALLENGERMATCH-26APR21VASFER
# final_score=4-6 6-3 6-2
# match_winner=Jacopo Vasami
# fav_player=Jacopo Vasami
# dog_player=Frederico Ferreira Silva
# kalshi_date=2026-04-21
timestamp,Jacopo Vasami,Frederico Ferreira Silva
2026-04-21T10:53:00Z,29.00,73.00
2026-04-21T10:54:00Z,26.00,75.00
2026-04-21T10:55:00Z,26.00,75.00
2026-04-21T10:56:00Z,26.00,75.00
2026-04-21T10:57:00Z,25.00,75.00
2026-04-21T10:58:00Z,26.99,74.00
2026-04-21T10:59:00Z,26.75,73.11
2026-04-21T11:01:00Z,26.75,70.00
2026-04-21T11:02:00Z,26.75,72.88
2026-04-21T11:03:00Z,25.00,75.00
2026-04-21T11:04:00Z,26.00,75.00
2026-04-21T11:05:00Z,27.91,73.89
2026-04-21T11:07:00Z,27.91,74.17
2026-04-21T11:08:00Z,28.58,75.00
2026-04-21T11:09:00Z,28.58,70.00
2026-04-21T11:10:00Z,28.58,69.66
2026-04-21T11:11:00Z,28.58,70.95
2026-04-21T11:13:00Z,28.58,69.89
2026-04-21T11:14:00Z,31.15,65.00
2026-04-21T11:15:00Z,41.11,60.00
2026-04-21T11:16:00Z,46.60,55.00
2026-04-21T11:17:00Z,52.00,55.00
2026-04-21T11:23:00Z,52.00,51.83
2026-04-21T11:25:00Z,40.00,60.93
2026-04-21T11:26:00Z,43.88,60.93
2026-04-21T11:27:00Z,50.00,53.43
2026-04-21T11:28:00Z,41.00,59.43
2026-04-21T11:29:00Z,33.57,68.92
2026-04-21T11:30:00Z,32.00,68.92
2026-04-21T11:31:00Z,32.00,70.76
2026-04-21T11:32:00Z,38.92,60.43
2026-04-21T11:33:00Z,41.00,66.50
2026-04-21T11:34:00Z,44.53,66.50
2026-04-21T11:35:00Z,47.89,50.76
2026-04-21T11:36:00Z,50.00,51.00
2026-04-21T11:37:00Z,53.98,48.25
2026-04-21T11:38:00Z,53.98,48.84
2026-04-21T11:39:00Z,48.89,50.00
2026-04-21T11:40:00Z,53.00,46.00
2026-04-21T11:41:00Z,55.11,46.00
2026-04-21T11:42:00Z,54.02,46.00
2026-04-21T11:43:00Z,54.00,46.00
2026-04-21T11:44:00Z,54.00,45.00
2026-04-21T11:45:00Z,57.00,48.54
2026-04-21T11:46:00Z,57.00,50.85
2026-04-21T11:47:00Z,48.00,54.00
2026-04-21T11:48:00Z,48.42,50.34
2026-04-21T11:49:00Z,53.74,44.12
2026-04-21T11:50:00Z,65.68,36.70
2026-04-21T11:51:00Z,62.09,39.90
2026-04-21T11:52:00Z,60.19,37.70
2026-04-21T11:53:00Z,58.07,38.30
2026-04-21T11:54:00Z,64.85,42.86
2026-04-21T11:55:00Z,62.28,38.10
2026-04-21T11:56:00Z,65.43,38.62
2026-04-21T11:57:00Z,53.80,46.57
2026-04-21T11:58:00Z,56.58,45.15
2026-04-21T11:59:00Z,73.03,31.32
2026-04-21T12:00:00Z,77.88,23.28
2026-04-21T12:01:00Z,77.22,23.76
2026-04-21T12:02:00Z,73.81,25.66
2026-04-21T12:03:00Z,78.21,23.17
2026-04-21T12:04:00Z,72.52,31.29
2026-04-21T12:05:00Z,75.09,26.47
2026-04-21T12:06:00Z,81.19,19.01
2026-04-21T12:07:00Z,82.95,18.86
2026-04-21T12:08:00Z,84.95,14.38
2026-04-21T12:09:00Z,83.83,18.42
2026-04-21T12:10:00Z,83.22,16.52
2026-04-21T12:11:00Z,85.55,14.96
2026-04-21T12:12:00Z,82.03,19.85
2026-04-21T12:13:00Z,87.21,16.08
2026-04-21T12:14:00Z,94.36,6.93
2026-04-21T12:15:00Z,94.96,6.95
2026-04-21T12:16:00Z,94.66,6.81
2026-04-21T12:17:00Z,94.22,6.04
2026-04-21T12:18:00Z,96.80,4.68
2026-04-21T12:19:00Z,96.07,4.70
2026-04-21T12:20:00Z,94.06,4.35
2026-04-21T12:21:00Z,97.00,4.00
2026-04-21T12:22:00Z,96.00,3.86
2026-04-21T12:23:00Z,96.00,4.12
2026-04-21T12:24:00Z,98.00,5.00
2026-04-21T12:25:00Z,96.00,5.00
2026-04-21T12:26:00Z,96.00,5.00
2026-04-21T12:27:00Z,96.22,3.05
2026-04-21T12:28:00Z,98.99,2.83
2026-04-21T12:29:00Z,99.00,1.20
2026-04-21T12:30:00Z,99.00,1.20
2026-04-21T12:31:00Z,99.00,1.20
2026-04-21T12:32:00Z,99.00,1.00
2026-04-21T12:33:00Z,99.00,1.00
2026-04-21T12:34:00Z,99.00,2.00
2026-04-21T12:35:00Z,98.00,1.99
2026-04-21T12:36:00Z,99.00,2.88
2026-04-21T12:37:00Z,98.00,2.49
2026-04-21T12:38:00Z,97.15,3.71
2026-04-21T12:39:00Z,96.24,5.62
2026-04-21T12:40:00Z,95.99,3.12
2026-04-21T12:41:00Z,97.67,4.71
2026-04-21T12:42:00Z,99.00,1.00
2026-04-21T12:43:00Z,99.00,1.00
