# event_ticker=KXATPMATCH-26MAR20UGOKOR
# final_score=6-0 6-3
# score_resolution=0-6 3-6
# match_winner=Sebastian Korda
# fav_player=Camilo Ugo Carabelli
# dog_player=Sebastian Korda
# kalshi_date=2026-03-20
timestamp,Camilo Ugo Carabelli,Sebastian Korda
2026-03-20T23:49:00Z,14.00,87.00
2026-03-20T23:55:00Z,15.00,87.00
2026-03-20T23:56:00Z,15.00,87.00
2026-03-20T23:59:00Z,15.00,87.00
2026-03-21T00:00:00Z,14.00,87.00
2026-03-21T00:01:00Z,14.00,88.00
2026-03-21T00:02:00Z,14.00,88.00
2026-03-21T00:08:00Z,14.00,88.00
2026-03-21T00:10:00Z,14.00,88.00
2026-03-21T00:14:00Z,12.43,87.71
2026-03-21T00:15:00Z,10.50,87.91
2026-03-21T00:16:00Z,15.68,88.57
2026-03-21T00:17:00Z,14.24,86.80
2026-03-21T00:18:00Z,13.00,86.80
2026-03-21T00:19:00Z,9.41,92.00
2026-03-21T00:20:00Z,6.95,93.98
2026-03-21T00:21:00Z,9.00,92.01
2026-03-21T00:22:00Z,11.16,90.37
2026-03-21T00:23:00Z,11.51,90.86
2026-03-21T00:24:00Z,6.05,93.12
2026-03-21T00:25:00Z,6.30,94.50
2026-03-21T00:26:00Z,7.00,94.00
2026-03-21T00:27:00Z,7.00,94.90
2026-03-21T00:28:00Z,5.00,95.00
2026-03-21T00:29:00Z,5.00,95.00
2026-03-21T00:30:00Z,4.99,95.00
2026-03-21T00:31:00Z,4.99,95.00
2026-03-21T00:32:00Z,4.00,95.00
2026-03-21T00:33:00Z,4.92,95.00
2026-03-21T00:34:00Z,5.00,96.00
2026-03-21T00:35:00Z,4.00,96.00
2026-03-21T00:36:00Z,4.06,96.20
2026-03-21T00:37:00Z,2.15,97.02
2026-03-21T00:38:00Z,3.00,98.00
2026-03-21T00:39:00Z,3.00,97.00
2026-03-21T00:40:00Z,3.00,97.00
2026-03-21T00:41:00Z,3.00,97.00
2026-03-21T00:42:00Z,2.00,97.00
2026-03-21T00:43:00Z,2.00,98.00
2026-03-21T00:44:00Z,3.53,98.00
2026-03-21T00:45:00Z,4.00,98.00
2026-03-21T00:46:00Z,2.27,97.00
2026-03-21T00:47:00Z,3.00,97.00
2026-03-21T00:48:00Z,2.14,97.00
2026-03-21T00:49:00Z,1.73,98.15
2026-03-21T00:50:00Z,2.03,98.00
2026-03-21T00:51:00Z,3.08,98.00
2026-03-21T00:52:00Z,2.90,98.00
2026-03-21T00:53:00Z,3.00,98.00
2026-03-21T00:54:00Z,3.00,98.00
2026-03-21T00:55:00Z,3.00,98.00
2026-03-21T00:56:00Z,3.07,98.00
2026-03-21T00:57:00Z,3.01,98.00
2026-03-21T00:58:00Z,2.67,97.82
2026-03-21T00:59:00Z,2.63,97.82
2026-03-21T01:00:00Z,3.00,98.00
2026-03-21T01:01:00Z,3.03,97.00
2026-03-21T01:02:00Z,4.02,96.57
2026-03-21T01:03:00Z,3.98,97.00
2026-03-21T01:04:00Z,2.98,97.00
2026-03-21T01:05:00Z,3.00,97.00
2026-03-21T01:06:00Z,3.43,98.00
2026-03-21T01:07:00Z,2.79,98.00
2026-03-21T01:08:00Z,4.00,97.55
2026-03-21T01:09:00Z,4.31,97.47
2026-03-21T01:10:00Z,2.27,97.93
2026-03-21T01:11:00Z,1.71,98.86
2026-03-21T01:12:00Z,2.33,98.46
2026-03-21T01:13:00Z,1.96,99.00
2026-03-21T01:14:00Z,1.00,99.00
2026-03-21T01:15:00Z,1.00,99.00
2026-03-21T01:16:00Z,1.00,99.00
2026-03-21T01:17:00Z,1.63,99.00
2026-03-21T01:18:00Z,1.00,99.00
2026-03-21T01:21:00Z,1.00,99.00
2026-03-21T01:22:00Z,1.00,99.00
