# event_ticker=KXATPCHALLENGERMATCH-26APR02ENGMON
# final_score=7-5 1-6 6-3
# score_resolution=5-7 6-1 3-6
# match_winner=Justin Engel
# fav_player=Inaki Montes-de la Torre
# dog_player=Justin Engel
# kalshi_date=2026-04-02
timestamp,Inaki Montes-de la Torre,Justin Engel
2026-04-02T15:11:00Z,53.41,48.55
2026-04-02T15:12:00Z,52.57,48.61
2026-04-02T15:13:00Z,56.07,48.39
2026-04-02T15:14:00Z,54.37,49.55
2026-04-02T15:15:00Z,51.36,49.96
2026-04-02T15:16:00Z,51.57,50.46
2026-04-02T15:17:00Z,53.49,49.17
2026-04-02T15:18:00Z,57.54,42.97
2026-04-02T15:19:00Z,57.24,42.42
2026-04-02T15:20:00Z,59.72,43.12
2026-04-02T15:21:00Z,64.27,37.45
2026-04-02T15:22:00Z,65.34,34.09
2026-04-02T15:23:00Z,67.37,33.47
2026-04-02T15:24:00Z,65.57,34.99
2026-04-02T15:25:00Z,67.37,33.00
2026-04-02T15:26:00Z,66.63,32.97
2026-04-02T15:27:00Z,67.18,33.88
2026-04-02T15:28:00Z,66.87,33.94
2026-04-02T15:29:00Z,66.92,33.41
2026-04-02T15:30:00Z,68.81,28.00
2026-04-02T15:31:00Z,81.70,19.90
2026-04-02T15:32:00Z,80.50,17.55
2026-04-02T15:33:00Z,74.31,25.00
2026-04-02T15:34:00Z,72.60,26.48
2026-04-02T15:35:00Z,70.94,30.45
2026-04-02T15:36:00Z,70.58,29.04
2026-04-02T15:37:00Z,77.65,25.43
2026-04-02T15:38:00Z,76.79,26.11
2026-04-02T15:39:00Z,83.39,18.73
2026-04-02T15:40:00Z,75.94,25.92
2026-04-02T15:41:00Z,76.84,24.39
2026-04-02T15:42:00Z,73.40,26.24
2026-04-02T15:43:00Z,75.03,25.05
2026-04-02T15:44:00Z,66.05,36.91
2026-04-02T15:45:00Z,67.76,37.32
2026-04-02T15:46:00Z,65.30,36.96
2026-04-02T15:47:00Z,63.67,34.75
2026-04-02T15:48:00Z,65.87,33.81
2026-04-02T15:49:00Z,54.45,46.51
2026-04-02T15:50:00Z,54.86,46.80
2026-04-02T15:51:00Z,54.86,46.32
2026-04-02T15:52:00Z,53.38,47.54
2026-04-02T15:53:00Z,38.50,60.60
2026-04-02T15:54:00Z,26.18,76.15
2026-04-02T15:55:00Z,28.50,69.65
2026-04-02T15:56:00Z,31.24,71.51
2026-04-02T15:57:00Z,28.97,70.30
2026-04-02T15:58:00Z,22.66,77.71
2026-04-02T15:59:00Z,34.80,68.42
2026-04-02T16:00:00Z,24.71,73.62
2026-04-02T16:01:00Z,26.04,73.00
2026-04-02T16:02:00Z,23.62,73.68
2026-04-02T16:03:00Z,25.30,73.63
2026-04-02T16:04:00Z,25.85,75.55
2026-04-02T16:05:00Z,17.21,82.85
2026-04-02T16:06:00Z,16.49,83.69
2026-04-02T16:07:00Z,16.42,84.06
2026-04-02T16:08:00Z,19.06,81.27
2026-04-02T16:09:00Z,21.20,79.63
2026-04-02T16:10:00Z,19.02,82.01
2026-04-02T16:11:00Z,17.40,83.08
2026-04-02T16:12:00Z,16.57,84.78
2026-04-02T16:13:00Z,20.63,79.63
2026-04-02T16:14:00Z,24.93,78.89
2026-04-02T16:15:00Z,33.56,70.37
2026-04-02T16:16:00Z,45.20,54.20
2026-04-02T16:17:00Z,45.50,53.43
2026-04-02T16:18:00Z,31.52,67.38
2026-04-02T16:19:00Z,26.88,75.19
2026-04-02T16:20:00Z,20.88,79.09
2026-04-02T16:21:00Z,13.60,86.38
2026-04-02T16:22:00Z,18.22,81.66
2026-04-02T16:23:00Z,24.66,76.72
2026-04-02T16:24:00Z,28.64,71.65
2026-04-02T16:25:00Z,21.33,86.76
2026-04-02T16:26:00Z,9.10,93.93
2026-04-02T16:27:00Z,11.37,88.91
2026-04-02T16:28:00Z,2.88,98.14
2026-04-02T16:29:00Z,2.88,99.00
2026-04-02T16:30:00Z,2.88,98.55
2026-04-02T16:31:00Z,2.88,99.00
2026-04-02T16:32:00Z,2.88,99.00
