# event_ticker=KXATPCHALLENGERMATCH-26MAR12RODROC
# final_score=7-5 4-0 RET
# match_winner=Henrique Rocha
# fav_player=Henrique Rocha
# dog_player=Santiago Rodriguez Taverna
# kalshi_date=2026-03-12
timestamp,Henrique Rocha,Santiago Rodriguez Taverna
2026-03-12T15:01:00Z,83.64,18.40
2026-03-12T15:02:00Z,83.09,18.33
2026-03-12T15:03:00Z,85.29,15.42
2026-03-12T15:04:00Z,89.35,16.94
2026-03-12T15:05:00Z,82.00,19.70
2026-03-12T15:06:00Z,87.36,14.96
2026-03-12T15:07:00Z,85.28,16.18
2026-03-12T15:08:00Z,81.73,20.25
2026-03-12T15:09:00Z,81.56,20.48
2026-03-12T15:10:00Z,81.00,20.10
2026-03-12T15:11:00Z,82.27,18.42
2026-03-12T15:12:00Z,85.00,20.95
2026-03-12T15:13:00Z,86.00,21.04
2026-03-12T15:14:00Z,86.48,20.35
2026-03-12T15:15:00Z,87.00,16.14
2026-03-12T15:16:00Z,86.68,16.46
2026-03-12T15:17:00Z,87.00,17.89
2026-03-12T15:18:00Z,86.46,16.94
2026-03-12T15:19:00Z,84.42,12.41
2026-03-12T15:20:00Z,92.83,9.57
2026-03-12T15:21:00Z,85.68,17.91
2026-03-12T15:22:00Z,82.06,19.68
2026-03-12T15:23:00Z,85.00,16.41
2026-03-12T15:24:00Z,85.31,16.06
2026-03-12T15:25:00Z,85.31,16.87
2026-03-12T15:26:00Z,88.05,15.63
2026-03-12T15:27:00Z,81.30,18.20
2026-03-12T15:28:00Z,80.00,20.67
2026-03-12T15:29:00Z,84.02,18.87
2026-03-12T15:30:00Z,84.01,18.19
2026-03-12T15:31:00Z,84.00,17.87
2026-03-12T15:32:00Z,80.00,19.73
2026-03-12T15:33:00Z,84.28,20.59
2026-03-12T15:34:00Z,88.18,14.15
2026-03-12T15:35:00Z,89.70,10.27
2026-03-12T15:36:00Z,92.37,6.47
2026-03-12T15:37:00Z,91.44,7.14
2026-03-12T15:38:00Z,91.03,11.99
2026-03-12T15:39:00Z,92.38,7.28
2026-03-12T15:40:00Z,93.00,8.66
2026-03-12T15:41:00Z,94.74,8.41
2026-03-12T15:42:00Z,94.38,6.53
2026-03-12T15:43:00Z,95.07,6.86
2026-03-12T15:44:00Z,95.00,6.85
2026-03-12T15:45:00Z,94.62,6.72
2026-03-12T15:46:00Z,95.97,4.64
2026-03-12T15:47:00Z,96.17,4.86
2026-03-12T15:48:00Z,98.23,2.70
2026-03-12T15:49:00Z,97.00,2.97
2026-03-12T15:50:00Z,99.00,1.35
2026-03-12T15:51:00Z,99.00,2.01
2026-03-12T15:52:00Z,98.07,2.60
2026-03-12T15:53:00Z,99.00,3.00
2026-03-12T15:54:00Z,98.95,2.18
2026-03-12T15:55:00Z,99.00,1.08
2026-03-12T15:56:00Z,99.00,1.00
2026-03-12T15:57:00Z,99.00,1.00
2026-03-12T15:58:00Z,99.00,1.00
2026-03-12T15:59:00Z,99.00,1.00
2026-03-12T16:00:00Z,99.00,1.00
2026-03-12T16:03:00Z,99.00,1.00
