# event_ticker=KXATPCHALLENGERMATCH-26FEB24DHASAK
# final_score=6-4 7-6(4)
# score_resolution=6-4 7-6
# match_winner=Manas Dhamne
# fav_player=Manas Dhamne
# dog_player=Stefanos Sakellaridis
# kalshi_date=2026-02-24
timestamp,Manas Dhamne,Stefanos Sakellaridis
2026-02-24T06:26:00Z,32.00,70.00
2026-02-24T06:27:00Z,31.00,70.00
2026-02-24T06:28:00Z,31.00,70.00
2026-02-24T06:30:00Z,32.00,70.00
2026-02-24T06:31:00Z,31.08,70.00
2026-02-24T06:36:00Z,31.08,70.00
2026-02-24T06:37:00Z,32.00,70.00
2026-02-24T06:39:00Z,32.00,70.00
2026-02-24T06:41:00Z,32.00,70.00
2026-02-24T06:44:00Z,32.00,70.00
2026-02-24T06:47:00Z,32.00,70.00
2026-02-24T06:48:00Z,32.00,70.00
2026-02-24T06:53:00Z,32.00,69.38
2026-02-24T06:54:00Z,32.00,69.00
2026-02-24T06:56:00Z,32.00,70.00
2026-02-24T06:57:00Z,32.00,70.00
2026-02-24T06:58:00Z,32.00,70.00
2026-02-24T06:59:00Z,32.00,70.00
2026-02-24T07:00:00Z,32.00,70.00
2026-02-24T07:01:00Z,31.00,70.00
2026-02-24T07:02:00Z,31.00,70.00
2026-02-24T07:03:00Z,31.00,70.00
2026-02-24T07:04:00Z,29.99,70.00
2026-02-24T07:05:00Z,28.00,70.00
2026-02-24T07:06:00Z,28.00,71.00
2026-02-24T07:07:00Z,31.00,70.01
2026-02-24T07:08:00Z,31.00,71.00
2026-02-24T07:09:00Z,31.00,71.00
2026-02-24T07:10:00Z,31.00,71.01
2026-02-24T07:11:00Z,30.57,72.52
2026-02-24T07:12:00Z,30.45,72.83
2026-02-24T07:13:00Z,30.93,73.00
2026-02-24T07:14:00Z,30.98,72.94
2026-02-24T07:15:00Z,32.73,70.46
2026-02-24T07:16:00Z,34.09,69.78
2026-02-24T07:17:00Z,35.85,67.91
2026-02-24T07:18:00Z,48.73,55.60
2026-02-24T07:19:00Z,46.88,54.66
2026-02-24T07:20:00Z,43.79,59.62
2026-02-24T07:21:00Z,34.32,66.10
2026-02-24T07:22:00Z,32.68,66.28
2026-02-24T07:23:00Z,31.63,69.85
2026-02-24T07:24:00Z,27.39,72.60
2026-02-24T07:25:00Z,25.32,75.24
2026-02-24T07:26:00Z,25.59,76.03
2026-02-24T07:27:00Z,26.46,74.52
2026-02-24T07:28:00Z,28.27,72.85
2026-02-24T07:29:00Z,29.87,71.84
2026-02-24T07:30:00Z,30.35,70.89
2026-02-24T07:31:00Z,32.58,68.61
2026-02-24T07:32:00Z,34.33,68.90
2026-02-24T07:33:00Z,40.78,60.76
2026-02-24T07:34:00Z,46.38,55.21
2026-02-24T07:35:00Z,45.98,53.91
2026-02-24T07:36:00Z,46.21,54.24
2026-02-24T07:37:00Z,50.79,48.32
2026-02-24T07:38:00Z,51.49,47.99
2026-02-24T07:39:00Z,52.48,49.52
2026-02-24T07:40:00Z,53.46,49.98
2026-02-24T07:41:00Z,48.96,51.63
2026-02-24T07:42:00Z,52.32,47.15
2026-02-24T07:43:00Z,52.83,59.29
2026-02-24T07:44:00Z,47.06,52.91
2026-02-24T07:45:00Z,48.56,52.74
2026-02-24T07:46:00Z,46.21,54.88
2026-02-24T07:47:00Z,47.36,55.23
2026-02-24T07:48:00Z,47.54,53.58
2026-02-24T07:49:00Z,46.76,51.33
2026-02-24T07:50:00Z,50.94,50.76
2026-02-24T07:51:00Z,51.19,46.88
2026-02-24T07:52:00Z,51.08,49.97
2026-02-24T07:53:00Z,47.15,50.31
2026-02-24T07:54:00Z,50.87,50.63
2026-02-24T07:55:00Z,58.41,43.73
2026-02-24T07:56:00Z,59.98,40.92
2026-02-24T07:57:00Z,59.27,40.98
2026-02-24T07:58:00Z,61.22,40.40
2026-02-24T07:59:00Z,64.28,36.93
2026-02-24T08:00:00Z,76.31,21.14
2026-02-24T08:01:00Z,80.45,19.04
2026-02-24T08:02:00Z,84.06,15.98
2026-02-24T08:03:00Z,84.11,17.14
2026-02-24T08:04:00Z,83.24,16.86
2026-02-24T08:05:00Z,84.06,16.21
2026-02-24T08:06:00Z,85.06,16.18
2026-02-24T08:07:00Z,87.72,12.46
2026-02-24T08:08:00Z,87.55,12.18
2026-02-24T08:09:00Z,86.93,11.80
2026-02-24T08:10:00Z,86.33,13.55
2026-02-24T08:11:00Z,83.32,17.46
2026-02-24T08:12:00Z,81.98,18.93
2026-02-24T08:13:00Z,82.36,18.59
2026-02-24T08:14:00Z,83.97,19.12
2026-02-24T08:15:00Z,82.36,15.87
2026-02-24T08:16:00Z,87.16,12.11
2026-02-24T08:17:00Z,88.81,11.38
2026-02-24T08:18:00Z,89.29,12.57
2026-02-24T08:19:00Z,88.20,13.44
2026-02-24T08:20:00Z,86.17,14.24
2026-02-24T08:21:00Z,84.43,15.75
2026-02-24T08:22:00Z,85.01,15.56
2026-02-24T08:23:00Z,90.01,11.40
2026-02-24T08:24:00Z,90.79,10.34
2026-02-24T08:25:00Z,89.22,10.81
2026-02-24T08:26:00Z,88.68,11.24
2026-02-24T08:27:00Z,88.81,11.59
2026-02-24T08:28:00Z,88.60,12.13
2026-02-24T08:29:00Z,93.55,5.86
2026-02-24T08:30:00Z,94.49,6.04
2026-02-24T08:31:00Z,95.14,5.49
2026-02-24T08:32:00Z,94.18,7.36
2026-02-24T08:33:00Z,93.73,5.91
2026-02-24T08:34:00Z,93.13,8.26
2026-02-24T08:35:00Z,93.87,8.10
2026-02-24T08:36:00Z,88.22,11.94
2026-02-24T08:37:00Z,71.43,27.10
2026-02-24T08:38:00Z,57.33,39.64
2026-02-24T08:39:00Z,66.28,37.16
2026-02-24T08:40:00Z,77.99,24.73
2026-02-24T08:41:00Z,73.45,26.53
2026-02-24T08:42:00Z,82.64,18.04
2026-02-24T08:43:00Z,82.51,20.21
2026-02-24T08:44:00Z,72.17,27.63
2026-02-24T08:45:00Z,65.86,37.99
2026-02-24T08:46:00Z,59.67,39.44
2026-02-24T08:47:00Z,58.78,43.35
2026-02-24T08:48:00Z,59.14,41.19
2026-02-24T08:49:00Z,61.45,39.03
2026-02-24T08:50:00Z,62.24,35.90
2026-02-24T08:51:00Z,66.43,37.16
2026-02-24T08:52:00Z,68.69,30.61
2026-02-24T08:53:00Z,74.48,26.00
2026-02-24T08:54:00Z,69.23,31.95
2026-02-24T08:55:00Z,69.55,32.27
2026-02-24T08:56:00Z,79.67,23.57
2026-02-24T08:57:00Z,83.94,20.35
2026-02-24T08:58:00Z,77.55,29.71
2026-02-24T08:59:00Z,77.20,20.98
2026-02-24T09:00:00Z,83.19,18.91
2026-02-24T09:01:00Z,86.61,11.85
2026-02-24T09:02:00Z,92.29,6.70
2026-02-24T09:03:00Z,88.47,13.30
2026-02-24T09:04:00Z,92.69,3.45
2026-02-24T09:05:00Z,98.88,7.30
2026-02-24T09:06:00Z,99.00,1.00
2026-02-24T09:07:00Z,99.00,1.00
2026-02-24T09:08:00Z,99.00,1.00
2026-02-24T09:09:00Z,99.00,1.00
2026-02-24T09:10:00Z,99.00,1.00
2026-02-24T09:11:00Z,99.00,1.00
2026-02-24T09:12:00Z,99.00,1.00
