# event_ticker=KXATPCHALLENGERMATCH-26APR07JONSEK
# final_score=6-2 6-7(6) 7-6(5)
# score_resolution=6-2 6-7 7-6
# match_winner=Philip Sekulic
# fav_player=Philip Sekulic
# dog_player=Maximus Jones
# kalshi_date=2026-04-07
timestamp,Philip Sekulic,Maximus Jones
2026-04-07T05:55:00Z,95.46,4.86
2026-04-07T05:56:00Z,96.57,4.84
2026-04-07T05:57:00Z,98.10,2.19
2026-04-07T05:58:00Z,98.73,2.09
2026-04-07T05:59:00Z,98.19,2.25
2026-04-07T06:00:00Z,96.40,2.98
2026-04-07T06:01:00Z,97.73,3.64
2026-04-07T06:02:00Z,97.59,5.39
2026-04-07T06:03:00Z,95.14,5.85
2026-04-07T06:04:00Z,95.84,6.29
2026-04-07T06:05:00Z,93.66,9.79
2026-04-07T06:06:00Z,88.56,13.86
2026-04-07T06:07:00Z,89.77,13.58
2026-04-07T06:08:00Z,93.37,9.02
2026-04-07T06:09:00Z,95.12,3.31
2026-04-07T06:10:00Z,97.16,4.43
2026-04-07T06:11:00Z,97.08,2.57
2026-04-07T06:12:00Z,96.88,2.46
2026-04-07T06:13:00Z,94.64,6.55
2026-04-07T06:14:00Z,94.83,7.91
2026-04-07T06:15:00Z,93.24,7.87
2026-04-07T06:16:00Z,90.48,9.56
2026-04-07T06:17:00Z,92.29,7.20
2026-04-07T06:18:00Z,92.20,8.79
2026-04-07T06:19:00Z,91.98,8.95
2026-04-07T06:20:00Z,86.64,14.71
2026-04-07T06:21:00Z,78.10,18.30
2026-04-07T06:22:00Z,84.62,16.03
2026-04-07T06:23:00Z,86.42,16.47
2026-04-07T06:24:00Z,86.67,14.63
2026-04-07T06:25:00Z,85.22,14.55
2026-04-07T06:26:00Z,84.65,17.03
2026-04-07T06:27:00Z,88.69,14.87
2026-04-07T06:28:00Z,82.01,17.52
2026-04-07T06:29:00Z,86.97,14.18
2026-04-07T06:30:00Z,89.22,14.43
2026-04-07T06:31:00Z,81.66,16.73
2026-04-07T06:32:00Z,89.71,15.88
2026-04-07T06:33:00Z,91.03,11.58
2026-04-07T06:34:00Z,75.76,18.74
2026-04-07T06:35:00Z,68.94,30.86
2026-04-07T06:36:00Z,69.25,31.50
2026-04-07T06:37:00Z,69.72,31.24
2026-04-07T06:38:00Z,69.18,32.69
2026-04-07T06:39:00Z,69.93,31.99
2026-04-07T06:40:00Z,69.01,31.81
2026-04-07T06:41:00Z,69.25,31.40
2026-04-07T06:42:00Z,68.81,32.96
2026-04-07T06:43:00Z,67.24,34.38
2026-04-07T06:44:00Z,62.60,37.90
2026-04-07T06:45:00Z,63.91,35.81
2026-04-07T06:46:00Z,64.88,33.76
2026-04-07T06:47:00Z,60.95,37.98
2026-04-07T06:48:00Z,63.12,39.50
2026-04-07T06:49:00Z,56.66,42.05
2026-04-07T06:50:00Z,64.02,35.01
2026-04-07T06:51:00Z,71.13,34.07
2026-04-07T06:52:00Z,69.35,35.11
2026-04-07T06:53:00Z,66.66,38.81
2026-04-07T06:54:00Z,62.23,37.85
2026-04-07T06:55:00Z,64.60,35.36
2026-04-07T06:56:00Z,67.03,33.29
2026-04-07T06:57:00Z,66.39,33.82
2026-04-07T06:58:00Z,67.94,33.45
2026-04-07T06:59:00Z,71.99,29.42
2026-04-07T07:00:00Z,74.66,26.36
2026-04-07T07:01:00Z,71.61,31.07
2026-04-07T07:02:00Z,65.06,35.92
2026-04-07T07:03:00Z,65.06,36.45
2026-04-07T07:04:00Z,68.25,32.63
2026-04-07T07:05:00Z,62.55,39.67
2026-04-07T07:06:00Z,68.75,33.82
2026-04-07T07:07:00Z,71.00,31.22
2026-04-07T07:08:00Z,71.84,28.84
2026-04-07T07:09:00Z,70.24,31.91
2026-04-07T07:10:00Z,63.52,35.05
2026-04-07T07:11:00Z,62.68,35.65
2026-04-07T07:12:00Z,68.65,35.80
2026-04-07T07:13:00Z,72.06,26.54
2026-04-07T07:14:00Z,71.54,27.91
2026-04-07T07:15:00Z,67.97,31.97
2026-04-07T07:16:00Z,64.26,36.65
2026-04-07T07:17:00Z,66.23,34.28
2026-04-07T07:18:00Z,66.47,34.33
2026-04-07T07:19:00Z,60.15,42.31
2026-04-07T07:20:00Z,53.85,44.27
2026-04-07T07:21:00Z,69.87,30.85
2026-04-07T07:22:00Z,69.49,30.83
2026-04-07T07:23:00Z,64.52,38.57
2026-04-07T07:24:00Z,64.64,36.29
2026-04-07T07:25:00Z,71.63,30.87
2026-04-07T07:26:00Z,64.57,36.62
2026-04-07T07:27:00Z,61.56,37.99
2026-04-07T07:28:00Z,70.77,31.04
2026-04-07T07:29:00Z,72.04,29.17
2026-04-07T07:30:00Z,70.32,31.48
2026-04-07T07:31:00Z,62.75,36.30
2026-04-07T07:32:00Z,60.20,39.93
2026-04-07T07:33:00Z,62.38,34.94
2026-04-07T07:34:00Z,48.06,48.87
2026-04-07T07:35:00Z,62.31,35.15
2026-04-07T07:36:00Z,59.67,41.32
2026-04-07T07:37:00Z,48.26,50.82
2026-04-07T07:38:00Z,62.90,36.17
2026-04-07T07:39:00Z,67.71,33.62
2026-04-07T07:40:00Z,79.32,21.37
2026-04-07T07:41:00Z,97.90,1.92
2026-04-07T07:42:00Z,99.00,1.00
2026-04-07T07:43:00Z,99.00,1.00
