# event_ticker=KXATPCHALLENGERMATCH-26MAY26BRUGIU
# final_score=7-6(10) 7-6(4)
# score_resolution=7-6 7-6
# match_winner=Mika Brunold
# fav_player=Mika Brunold
# dog_player=Massimo Giunta
# kalshi_date=2026-05-26
timestamp,Mika Brunold,Massimo Giunta
2026-05-26T15:40:00Z,59.00,40.09
2026-05-26T15:41:00Z,63.00,38.00
2026-05-26T15:42:00Z,65.00,36.00
2026-05-26T15:43:00Z,63.96,35.73
2026-05-26T15:44:00Z,65.45,35.96
2026-05-26T15:45:00Z,61.06,39.56
2026-05-26T15:46:00Z,60.00,39.56
2026-05-26T15:47:00Z,56.55,43.32
2026-05-26T15:48:00Z,56.70,45.66
2026-05-26T15:49:00Z,54.04,46.33
2026-05-26T15:50:00Z,58.53,42.56
2026-05-26T15:51:00Z,58.62,42.59
2026-05-26T15:52:00Z,61.23,42.59
2026-05-26T15:53:00Z,62.80,38.62
2026-05-26T15:54:00Z,61.48,37.23
2026-05-26T15:55:00Z,66.38,33.25
2026-05-26T15:56:00Z,62.03,36.42
2026-05-26T15:57:00Z,60.89,39.00
2026-05-26T15:58:00Z,65.18,35.78
2026-05-26T15:59:00Z,67.23,33.75
2026-05-26T16:00:00Z,63.84,37.00
2026-05-26T16:01:00Z,63.84,40.00
2026-05-26T16:02:00Z,63.58,42.33
2026-05-26T16:03:00Z,66.83,35.73
2026-05-26T16:04:00Z,55.91,44.09
2026-05-26T16:05:00Z,65.18,37.13
2026-05-26T16:06:00Z,65.42,34.60
2026-05-26T16:07:00Z,56.62,43.01
2026-05-26T16:08:00Z,59.88,39.46
2026-05-26T16:09:00Z,61.00,39.16
2026-05-26T16:10:00Z,68.91,31.33
2026-05-26T16:11:00Z,66.06,35.19
2026-05-26T16:12:00Z,73.38,25.46
2026-05-26T16:13:00Z,84.40,15.74
2026-05-26T16:14:00Z,84.92,16.00
2026-05-26T16:15:00Z,85.00,16.00
2026-05-26T16:16:00Z,85.00,16.00
2026-05-26T16:17:00Z,84.81,16.91
2026-05-26T16:18:00Z,86.00,14.00
2026-05-26T16:19:00Z,86.21,13.00
2026-05-26T16:20:00Z,86.07,14.00
2026-05-26T16:21:00Z,87.00,14.00
2026-05-26T16:22:00Z,87.99,12.12
2026-05-26T16:23:00Z,89.31,11.38
2026-05-26T16:24:00Z,91.17,6.88
2026-05-26T16:25:00Z,95.03,5.00
2026-05-26T16:26:00Z,96.00,4.96
2026-05-26T16:27:00Z,97.00,4.45
2026-05-26T16:28:00Z,96.00,4.45
2026-05-26T16:29:00Z,97.00,3.00
2026-05-26T16:30:00Z,97.00,3.16
2026-05-26T16:31:00Z,97.00,5.00
2026-05-26T16:32:00Z,96.00,5.00
2026-05-26T16:33:00Z,97.00,2.00
2026-05-26T16:34:00Z,97.00,3.00
2026-05-26T16:35:00Z,96.90,3.00
2026-05-26T16:36:00Z,96.00,5.00
2026-05-26T16:37:00Z,96.00,4.00
2026-05-26T16:38:00Z,98.00,2.84
2026-05-26T16:39:00Z,96.81,3.47
2026-05-26T16:40:00Z,93.03,6.85
2026-05-26T16:41:00Z,94.85,6.13
2026-05-26T16:42:00Z,89.08,11.43
2026-05-26T16:43:00Z,85.00,16.00
2026-05-26T16:44:00Z,85.72,15.25
2026-05-26T16:45:00Z,85.18,16.33
2026-05-26T16:46:00Z,84.99,15.96
2026-05-26T16:47:00Z,88.89,11.27
2026-05-26T16:48:00Z,85.60,16.84
2026-05-26T16:49:00Z,81.02,18.27
2026-05-26T16:50:00Z,80.26,18.41
2026-05-26T16:51:00Z,83.98,17.00
2026-05-26T16:52:00Z,84.00,16.86
2026-05-26T16:53:00Z,86.51,13.92
2026-05-26T16:54:00Z,84.91,17.03
2026-05-26T16:55:00Z,85.31,15.70
2026-05-26T16:56:00Z,85.48,15.98
2026-05-26T16:57:00Z,82.02,17.85
2026-05-26T16:58:00Z,82.91,18.31
2026-05-26T16:59:00Z,85.91,15.00
2026-05-26T17:00:00Z,85.00,15.55
2026-05-26T17:01:00Z,85.97,14.24
2026-05-26T17:02:00Z,85.89,15.98
2026-05-26T17:03:00Z,81.65,18.88
2026-05-26T17:04:00Z,80.58,19.97
2026-05-26T17:05:00Z,76.49,23.78
2026-05-26T17:06:00Z,72.22,29.52
2026-05-26T17:07:00Z,67.17,29.72
2026-05-26T17:08:00Z,71.91,25.17
2026-05-26T17:09:00Z,79.21,20.49
2026-05-26T17:10:00Z,83.37,16.94
2026-05-26T17:11:00Z,82.90,16.26
2026-05-26T17:12:00Z,80.52,18.78
2026-05-26T17:13:00Z,79.76,19.97
2026-05-26T17:14:00Z,81.95,18.08
2026-05-26T17:15:00Z,88.26,11.05
2026-05-26T17:16:00Z,94.89,7.51
2026-05-26T17:17:00Z,97.96,4.37
2026-05-26T17:18:00Z,98.46,2.78
2026-05-26T17:19:00Z,97.49,2.79
2026-05-26T17:20:00Z,97.44,1.22
2026-05-26T17:21:00Z,96.35,4.47
2026-05-26T17:22:00Z,98.98,2.95
2026-05-26T17:23:00Z,99.00,2.95
2026-05-26T17:24:00Z,99.00,2.95
2026-05-26T17:25:00Z,99.00,2.95
2026-05-26T17:27:00Z,99.00,2.95
2026-05-26T17:29:00Z,99.00,2.95
