# event_ticker=KXATPMATCH-25AUG07BONARN
# final_score=6-7(1) 6-3 6-4
# score_resolution=6-7 6-3 6-4
# match_winner=Benjamin Bonzi
# fav_player=Benjamin Bonzi
# dog_player=Matteo Arnaldi
# kalshi_date=2025-08-07
timestamp,Benjamin Bonzi,Matteo Arnaldi
2025-08-07T17:51:00Z,83.07,18.85
2025-08-07T17:52:00Z,76.48,29.19
2025-08-07T17:53:00Z,76.00,24.67
2025-08-07T17:54:00Z,76.16,31.37
2025-08-07T17:55:00Z,60.40,36.88
2025-08-07T17:56:00Z,64.51,37.03
2025-08-07T17:57:00Z,74.00,31.35
2025-08-07T17:58:00Z,69.32,28.81
2025-08-07T17:59:00Z,86.29,35.00
2025-08-07T18:00:00Z,91.41,8.53
2025-08-07T18:01:00Z,89.92,11.89
2025-08-07T18:02:00Z,87.18,15.69
2025-08-07T18:03:00Z,82.00,15.85
2025-08-07T18:04:00Z,86.17,13.96
2025-08-07T18:05:00Z,92.86,12.24
2025-08-07T18:06:00Z,95.82,3.44
2025-08-07T18:07:00Z,91.48,11.52
2025-08-07T18:08:00Z,93.11,11.53
2025-08-07T18:09:00Z,91.51,7.92
2025-08-07T18:10:00Z,97.45,12.37
2025-08-07T18:11:00Z,99.00,12.37
