# event_ticker=KXATPCHALLENGERMATCH-26APR30SEYFAT
# final_score=5-7 7-5 6-4
# match_winner=Nerman Fatic
# fav_player=Nerman Fatic
# dog_player=Thiago Seyboth Wild
# kalshi_date=2026-04-30
timestamp,Thiago Seyboth Wild,Nerman Fatic
2026-04-30T12:24:00Z,51.00,48.00
2026-04-30T12:25:00Z,50.94,48.00
2026-04-30T12:26:00Z,54.85,48.00
2026-04-30T12:27:00Z,60.00,48.00
2026-04-30T12:28:00Z,58.58,48.00
2026-04-30T12:29:00Z,58.35,45.00
2026-04-30T12:30:00Z,54.99,46.13
2026-04-30T12:31:00Z,54.00,47.00
2026-04-30T12:33:00Z,52.36,47.00
2026-04-30T12:34:00Z,62.00,41.70
2026-04-30T12:35:00Z,60.16,39.91
2026-04-30T12:36:00Z,58.00,39.91
2026-04-30T12:37:00Z,56.00,39.91
2026-04-30T12:38:00Z,57.01,44.00
2026-04-30T12:39:00Z,61.96,43.56
2026-04-30T12:40:00Z,62.71,39.00
2026-04-30T12:41:00Z,75.36,24.58
2026-04-30T12:42:00Z,74.93,26.00
2026-04-30T12:43:00Z,75.18,28.14
2026-04-30T12:44:00Z,72.92,30.12
2026-04-30T12:45:00Z,78.01,21.75
2026-04-30T12:46:00Z,79.51,21.00
2026-04-30T12:47:00Z,80.00,21.00
2026-04-30T12:48:00Z,79.07,21.00
2026-04-30T12:49:00Z,81.32,18.00
2026-04-30T12:50:00Z,81.27,18.95
2026-04-30T12:51:00Z,78.89,23.75
2026-04-30T12:52:00Z,75.69,29.00
2026-04-30T12:53:00Z,75.23,26.00
2026-04-30T12:54:00Z,79.00,21.00
2026-04-30T12:55:00Z,79.00,21.00
2026-04-30T12:56:00Z,77.16,22.76
2026-04-30T12:57:00Z,76.00,24.83
2026-04-30T12:58:00Z,76.00,25.00
2026-04-30T12:59:00Z,77.00,24.54
2026-04-30T13:00:00Z,76.34,23.00
2026-04-30T13:01:00Z,74.65,25.00
2026-04-30T13:02:00Z,77.64,25.11
2026-04-30T13:03:00Z,79.00,22.55
2026-04-30T13:04:00Z,81.31,20.91
2026-04-30T13:05:00Z,77.80,22.88
2026-04-30T13:06:00Z,80.35,20.32
2026-04-30T13:07:00Z,78.89,22.33
2026-04-30T13:08:00Z,75.00,25.09
2026-04-30T13:09:00Z,74.80,25.06
2026-04-30T13:10:00Z,74.24,25.06
2026-04-30T13:11:00Z,71.25,30.24
2026-04-30T13:12:00Z,75.80,23.00
2026-04-30T13:13:00Z,79.29,21.36
2026-04-30T13:14:00Z,84.46,19.92
2026-04-30T13:15:00Z,88.26,15.44
2026-04-30T13:16:00Z,88.07,11.38
2026-04-30T13:17:00Z,90.03,7.62
2026-04-30T13:18:00Z,92.95,6.98
2026-04-30T13:19:00Z,91.81,8.02
2026-04-30T13:20:00Z,86.28,13.00
2026-04-30T13:21:00Z,83.46,21.29
2026-04-30T13:22:00Z,74.88,27.64
2026-04-30T13:23:00Z,69.31,30.96
2026-04-30T13:24:00Z,65.90,34.66
2026-04-30T13:25:00Z,63.26,36.17
2026-04-30T13:26:00Z,66.91,35.24
2026-04-30T13:27:00Z,64.50,35.89
2026-04-30T13:28:00Z,67.21,32.02
2026-04-30T13:29:00Z,71.55,28.26
2026-04-30T13:30:00Z,70.80,29.21
2026-04-30T13:31:00Z,68.00,32.56
2026-04-30T13:32:00Z,66.81,33.42
2026-04-30T13:33:00Z,67.57,33.47
2026-04-30T13:34:00Z,66.71,35.05
2026-04-30T13:35:00Z,62.25,44.19
2026-04-30T13:36:00Z,44.90,53.36
2026-04-30T13:37:00Z,43.75,56.99
2026-04-30T13:38:00Z,42.48,57.82
2026-04-30T13:39:00Z,41.82,58.23
2026-04-30T13:40:00Z,37.59,61.53
2026-04-30T13:41:00Z,35.84,64.68
2026-04-30T13:42:00Z,34.91,65.94
2026-04-30T13:43:00Z,38.37,61.77
2026-04-30T13:44:00Z,39.33,62.06
2026-04-30T13:45:00Z,40.75,61.00
2026-04-30T13:46:00Z,36.45,63.04
2026-04-30T13:47:00Z,33.49,66.72
2026-04-30T13:48:00Z,35.12,65.44
2026-04-30T13:49:00Z,34.84,65.97
2026-04-30T13:50:00Z,31.82,69.17
2026-04-30T13:51:00Z,24.15,76.03
2026-04-30T13:52:00Z,23.09,79.95
2026-04-30T13:53:00Z,20.97,80.24
2026-04-30T13:54:00Z,31.29,70.32
2026-04-30T13:55:00Z,28.52,69.15
2026-04-30T13:56:00Z,24.26,75.81
2026-04-30T13:57:00Z,24.52,75.85
2026-04-30T13:58:00Z,12.61,87.18
2026-04-30T13:59:00Z,12.10,87.16
2026-04-30T14:00:00Z,8.00,92.52
2026-04-30T14:01:00Z,8.10,92.98
2026-04-30T14:02:00Z,7.92,92.21
2026-04-30T14:03:00Z,7.72,92.83
2026-04-30T14:04:00Z,9.35,91.16
2026-04-30T14:05:00Z,10.04,90.09
2026-04-30T14:06:00Z,10.71,89.96
2026-04-30T14:07:00Z,9.00,91.45
2026-04-30T14:08:00Z,11.85,88.95
2026-04-30T14:09:00Z,19.39,77.30
2026-04-30T14:10:00Z,19.12,86.22
2026-04-30T14:11:00Z,33.79,62.91
2026-04-30T14:12:00Z,37.32,62.55
2026-04-30T14:13:00Z,40.12,60.05
2026-04-30T14:14:00Z,44.14,56.84
2026-04-30T14:15:00Z,45.03,54.88
2026-04-30T14:16:00Z,44.03,55.77
2026-04-30T14:17:00Z,38.90,61.10
2026-04-30T14:18:00Z,44.84,56.74
2026-04-30T14:19:00Z,36.32,64.37
2026-04-30T14:20:00Z,34.40,64.72
2026-04-30T14:21:00Z,34.99,65.98
2026-04-30T14:22:00Z,30.15,73.03
2026-04-30T14:23:00Z,9.18,92.09
2026-04-30T14:24:00Z,3.20,97.34
2026-04-30T14:25:00Z,1.00,99.00
2026-04-30T14:26:00Z,1.00,99.00
2026-04-30T14:27:00Z,1.00,99.00
