# event_ticker=KXATPCHALLENGERMATCH-26MAR28NOGUCH
# final_score=5-7 7-6(5) 6-3
# score_resolution=7-5 6-7 3-6
# match_winner=Rio Noguchi
# fav_player=Yasutaka Uchiyama
# dog_player=Rio Noguchi
# kalshi_date=2026-03-28
timestamp,Yasutaka Uchiyama,Rio Noguchi
2026-03-29T02:27:00Z,54.00,47.91
2026-03-29T02:37:00Z,54.00,47.91
2026-03-29T02:38:00Z,54.00,47.00
2026-03-29T02:39:00Z,54.00,47.87
2026-03-29T02:43:00Z,53.00,48.00
2026-03-29T02:44:00Z,53.00,48.00
2026-03-29T02:45:00Z,53.05,48.00
2026-03-29T02:46:00Z,54.00,48.00
2026-03-29T02:47:00Z,54.00,48.00
2026-03-29T02:48:00Z,54.00,48.00
2026-03-29T02:49:00Z,54.00,48.00
2026-03-29T02:50:00Z,54.00,48.00
2026-03-29T02:51:00Z,54.00,48.93
2026-03-29T02:52:00Z,54.00,48.00
2026-03-29T02:53:00Z,54.00,48.66
2026-03-29T02:54:00Z,54.00,49.00
2026-03-29T02:55:00Z,54.00,49.00
2026-03-29T02:56:00Z,54.00,49.00
2026-03-29T02:58:00Z,54.00,47.67
2026-03-29T03:00:00Z,52.82,49.00
2026-03-29T03:01:00Z,53.00,49.00
2026-03-29T03:02:00Z,53.00,49.00
2026-03-29T03:03:00Z,53.00,49.00
2026-03-29T03:04:00Z,53.00,49.78
2026-03-29T03:05:00Z,53.00,49.78
2026-03-29T03:06:00Z,53.00,47.99
2026-03-29T03:07:00Z,53.00,49.00
2026-03-29T03:08:00Z,53.00,49.00
2026-03-29T03:09:00Z,53.00,49.00
2026-03-29T03:10:00Z,53.00,49.00
2026-03-29T03:11:00Z,53.00,47.00
2026-03-29T03:12:00Z,52.16,50.01
2026-03-29T03:13:00Z,53.54,47.09
2026-03-29T03:14:00Z,55.19,46.09
2026-03-29T03:15:00Z,51.64,48.24
2026-03-29T03:16:00Z,46.01,53.89
2026-03-29T03:17:00Z,39.83,62.00
2026-03-29T03:18:00Z,41.63,58.15
2026-03-29T03:19:00Z,39.50,61.59
2026-03-29T03:20:00Z,42.35,60.68
2026-03-29T03:21:00Z,54.41,47.67
2026-03-29T03:22:00Z,56.78,45.57
2026-03-29T03:23:00Z,57.62,44.73
2026-03-29T03:24:00Z,60.57,41.00
2026-03-29T03:25:00Z,60.44,41.00
2026-03-29T03:26:00Z,60.44,46.55
2026-03-29T03:27:00Z,56.93,41.48
2026-03-29T03:28:00Z,58.69,43.97
2026-03-29T03:29:00Z,55.83,47.27
2026-03-29T03:30:00Z,55.14,47.58
2026-03-29T03:31:00Z,54.79,43.39
2026-03-29T03:32:00Z,59.81,40.55
2026-03-29T03:33:00Z,60.16,41.00
2026-03-29T03:34:00Z,57.97,43.78
2026-03-29T03:35:00Z,56.00,42.36
2026-03-29T03:36:00Z,60.24,39.31
2026-03-29T03:37:00Z,55.10,45.40
2026-03-29T03:38:00Z,58.42,43.25
2026-03-29T03:39:00Z,56.87,45.90
2026-03-29T03:40:00Z,58.40,44.32
2026-03-29T03:41:00Z,58.93,40.97
2026-03-29T03:42:00Z,57.27,41.12
2026-03-29T03:43:00Z,55.53,46.27
2026-03-29T03:44:00Z,52.08,49.09
2026-03-29T03:45:00Z,56.07,47.98
2026-03-29T03:46:00Z,60.70,41.59
2026-03-29T03:47:00Z,54.66,45.65
2026-03-29T03:48:00Z,57.35,43.83
2026-03-29T03:49:00Z,56.04,44.47
2026-03-29T03:50:00Z,59.65,38.12
2026-03-29T03:51:00Z,61.00,38.84
2026-03-29T03:52:00Z,56.45,47.77
2026-03-29T03:53:00Z,56.79,44.55
2026-03-29T03:54:00Z,58.72,40.83
2026-03-29T03:55:00Z,59.00,42.02
2026-03-29T03:56:00Z,59.08,41.96
2026-03-29T03:57:00Z,59.56,42.43
2026-03-29T03:58:00Z,58.98,41.01
2026-03-29T03:59:00Z,62.62,43.45
2026-03-29T04:00:00Z,61.92,40.15
2026-03-29T04:01:00Z,69.27,32.64
2026-03-29T04:02:00Z,78.41,20.83
2026-03-29T04:03:00Z,79.60,21.45
2026-03-29T04:04:00Z,79.01,20.56
2026-03-29T04:05:00Z,80.08,21.59
2026-03-29T04:06:00Z,76.87,27.68
2026-03-29T04:07:00Z,72.83,24.99
2026-03-29T04:08:00Z,74.27,24.27
2026-03-29T04:09:00Z,71.83,28.84
2026-03-29T04:10:00Z,65.12,34.95
2026-03-29T04:11:00Z,65.25,34.10
2026-03-29T04:12:00Z,66.05,34.85
2026-03-29T04:13:00Z,70.62,32.82
2026-03-29T04:14:00Z,77.00,22.97
2026-03-29T04:15:00Z,81.82,20.05
2026-03-29T04:16:00Z,78.51,21.34
2026-03-29T04:17:00Z,79.02,22.54
2026-03-29T04:18:00Z,81.70,19.61
2026-03-29T04:19:00Z,81.12,19.52
2026-03-29T04:20:00Z,79.02,22.11
2026-03-29T04:21:00Z,77.89,23.47
2026-03-29T04:22:00Z,76.24,24.92
2026-03-29T04:23:00Z,76.76,24.23
2026-03-29T04:24:00Z,77.54,22.77
2026-03-29T04:25:00Z,81.00,20.00
2026-03-29T04:26:00Z,81.93,19.99
2026-03-29T04:27:00Z,80.41,21.42
2026-03-29T04:28:00Z,76.43,25.88
2026-03-29T04:29:00Z,72.31,27.41
2026-03-29T04:30:00Z,65.30,35.38
2026-03-29T04:31:00Z,70.85,31.13
2026-03-29T04:32:00Z,76.72,26.11
2026-03-29T04:33:00Z,79.57,21.68
2026-03-29T04:34:00Z,80.21,20.31
2026-03-29T04:35:00Z,81.80,17.09
2026-03-29T04:36:00Z,90.79,10.31
2026-03-29T04:37:00Z,85.09,15.82
2026-03-29T04:38:00Z,83.67,19.71
2026-03-29T04:39:00Z,77.03,23.34
2026-03-29T04:40:00Z,75.86,26.83
2026-03-29T04:41:00Z,69.90,32.50
2026-03-29T04:42:00Z,59.75,39.59
2026-03-29T04:43:00Z,61.61,36.98
2026-03-29T04:44:00Z,55.11,45.32
2026-03-29T04:45:00Z,53.46,46.32
2026-03-29T04:46:00Z,55.40,45.77
2026-03-29T04:47:00Z,57.17,42.47
2026-03-29T04:48:00Z,54.84,45.16
2026-03-29T04:49:00Z,61.01,36.71
2026-03-29T04:50:00Z,72.36,30.26
2026-03-29T04:51:00Z,79.43,21.76
2026-03-29T04:52:00Z,77.84,24.06
2026-03-29T04:53:00Z,77.60,23.22
2026-03-29T04:54:00Z,81.10,17.77
2026-03-29T04:55:00Z,82.82,17.93
2026-03-29T04:56:00Z,79.46,22.42
2026-03-29T04:57:00Z,83.22,19.63
2026-03-29T04:58:00Z,82.14,20.72
2026-03-29T04:59:00Z,84.39,17.53
2026-03-29T05:00:00Z,83.36,16.70
2026-03-29T05:01:00Z,89.86,10.92
2026-03-29T05:02:00Z,91.21,11.86
2026-03-29T05:03:00Z,85.19,20.50
2026-03-29T05:04:00Z,75.46,24.08
2026-03-29T05:05:00Z,67.90,31.03
2026-03-29T05:06:00Z,69.68,30.56
2026-03-29T05:07:00Z,66.68,35.46
2026-03-29T05:08:00Z,73.95,25.61
2026-03-29T05:09:00Z,73.66,27.86
2026-03-29T05:10:00Z,76.29,26.49
2026-03-29T05:11:00Z,66.44,27.94
2026-03-29T05:12:00Z,57.96,41.21
2026-03-29T05:13:00Z,55.12,47.30
2026-03-29T05:14:00Z,53.27,47.97
2026-03-29T05:15:00Z,53.98,47.56
2026-03-29T05:16:00Z,53.97,47.81
2026-03-29T05:17:00Z,53.99,47.41
2026-03-29T05:18:00Z,53.19,47.62
2026-03-29T05:19:00Z,47.03,54.66
2026-03-29T05:20:00Z,47.64,54.20
2026-03-29T05:21:00Z,47.17,52.71
2026-03-29T05:22:00Z,47.72,54.24
2026-03-29T05:23:00Z,50.05,49.42
2026-03-29T05:24:00Z,54.34,45.87
2026-03-29T05:25:00Z,52.61,49.84
2026-03-29T05:26:00Z,48.06,53.00
2026-03-29T05:27:00Z,47.29,53.78
2026-03-29T05:28:00Z,44.85,56.04
2026-03-29T05:29:00Z,34.10,65.21
2026-03-29T05:30:00Z,33.15,62.65
2026-03-29T05:31:00Z,33.54,67.48
2026-03-29T05:32:00Z,50.91,47.68
2026-03-29T05:33:00Z,54.21,47.97
2026-03-29T05:34:00Z,51.28,52.68
2026-03-29T05:35:00Z,44.45,56.59
2026-03-29T05:36:00Z,44.83,56.83
2026-03-29T05:37:00Z,47.42,55.84
2026-03-29T05:38:00Z,51.62,51.32
2026-03-29T05:39:00Z,53.10,48.34
2026-03-29T05:40:00Z,52.69,48.28
2026-03-29T05:41:00Z,51.82,50.53
2026-03-29T05:42:00Z,51.96,49.97
2026-03-29T05:43:00Z,54.08,46.84
2026-03-29T05:44:00Z,44.83,55.72
2026-03-29T05:45:00Z,44.98,55.98
2026-03-29T05:46:00Z,43.06,60.09
2026-03-29T05:47:00Z,26.86,72.92
2026-03-29T05:48:00Z,35.77,63.44
2026-03-29T05:49:00Z,29.84,70.80
2026-03-29T05:50:00Z,10.90,81.24
2026-03-29T05:51:00Z,12.15,86.15
2026-03-29T05:52:00Z,25.39,76.44
2026-03-29T05:53:00Z,22.15,78.56
2026-03-29T05:54:00Z,12.40,86.35
2026-03-29T05:55:00Z,4.93,95.63
2026-03-29T05:56:00Z,4.93,99.00
2026-03-29T05:57:00Z,1.00,99.00
2026-03-29T05:58:00Z,1.00,99.00
2026-03-29T05:59:00Z,1.00,99.00
2026-03-29T06:00:00Z,1.00,99.00
2026-03-29T06:01:00Z,1.00,99.00
2026-03-29T06:02:00Z,1.00,99.00
2026-03-29T06:03:00Z,1.00,99.00
