# event_ticker=KXATPCHALLENGERMATCH-26MAR31FENPAV
# final_score=6-3 7-6(3)
# score_resolution=6-3 7-6
# match_winner=Luka Pavlovic
# fav_player=Luka Pavlovic
# dog_player=Andrew Fenty
# kalshi_date=2026-03-31
timestamp,Luka Pavlovic,Andrew Fenty
2026-04-01T00:43:00Z,90.09,10.65
2026-04-01T00:44:00Z,91.00,10.00
2026-04-01T00:45:00Z,91.00,10.00
2026-04-01T00:46:00Z,89.74,10.85
2026-04-01T00:47:00Z,91.00,10.48
2026-04-01T00:49:00Z,91.85,10.00
2026-04-01T00:50:00Z,92.00,9.00
2026-04-01T00:51:00Z,92.00,8.93
2026-04-01T00:52:00Z,92.85,9.00
2026-04-01T00:53:00Z,92.85,9.00
2026-04-01T00:54:00Z,92.85,7.24
2026-04-01T00:55:00Z,94.37,5.50
2026-04-01T00:56:00Z,96.58,4.91
2026-04-01T00:57:00Z,97.00,3.34
2026-04-01T00:58:00Z,97.00,3.17
2026-04-01T00:59:00Z,96.75,3.89
2026-04-01T01:00:00Z,94.97,6.03
2026-04-01T01:01:00Z,97.14,1.75
2026-04-01T01:02:00Z,97.14,2.00
2026-04-01T01:03:00Z,99.00,2.00
2026-04-01T01:04:00Z,98.01,2.97
2026-04-01T01:05:00Z,98.00,2.91
2026-04-01T01:06:00Z,97.00,2.69
2026-04-01T01:07:00Z,98.00,2.98
2026-04-01T01:08:00Z,98.00,3.00
2026-04-01T01:09:00Z,97.75,3.00
2026-04-01T01:10:00Z,98.00,3.00
2026-04-01T01:11:00Z,98.00,3.28
2026-04-01T01:12:00Z,98.00,4.00
2026-04-01T01:13:00Z,97.42,4.00
2026-04-01T01:14:00Z,97.00,3.49
2026-04-01T01:15:00Z,95.76,5.09
2026-04-01T01:16:00Z,98.00,3.00
2026-04-01T01:17:00Z,98.94,2.24
2026-04-01T01:18:00Z,98.15,3.00
2026-04-01T01:19:00Z,97.24,1.92
2026-04-01T01:20:00Z,98.00,4.00
2026-04-01T01:21:00Z,98.00,4.00
2026-04-01T01:22:00Z,98.18,2.00
2026-04-01T01:23:00Z,99.00,3.00
2026-04-01T01:24:00Z,99.00,3.00
2026-04-01T01:25:00Z,97.05,2.76
2026-04-01T01:26:00Z,95.03,6.05
2026-04-01T01:27:00Z,94.70,5.01
2026-04-01T01:28:00Z,96.04,5.27
2026-04-01T01:29:00Z,94.84,4.13
2026-04-01T01:30:00Z,96.00,6.21
2026-04-01T01:31:00Z,87.61,13.35
2026-04-01T01:32:00Z,85.26,15.07
2026-04-01T01:33:00Z,80.59,18.28
2026-04-01T01:34:00Z,80.30,20.36
2026-04-01T01:35:00Z,81.15,17.42
2026-04-01T01:36:00Z,84.50,16.16
2026-04-01T01:37:00Z,84.72,16.95
2026-04-01T01:38:00Z,87.55,13.42
2026-04-01T01:39:00Z,78.54,17.54
2026-04-01T01:40:00Z,83.57,17.09
2026-04-01T01:41:00Z,86.88,11.53
2026-04-01T01:42:00Z,85.37,16.52
2026-04-01T01:43:00Z,82.17,17.79
2026-04-01T01:44:00Z,82.66,16.83
2026-04-01T01:45:00Z,85.03,15.92
2026-04-01T01:46:00Z,85.77,15.50
2026-04-01T01:47:00Z,90.17,11.97
2026-04-01T01:48:00Z,94.57,4.69
2026-04-01T01:49:00Z,97.26,4.50
2026-04-01T01:50:00Z,97.86,3.60
2026-04-01T01:51:00Z,96.09,3.79
2026-04-01T01:52:00Z,98.56,2.34
2026-04-01T01:53:00Z,97.00,1.00
2026-04-01T01:54:00Z,99.00,1.00
2026-04-01T01:55:00Z,99.00,1.00
2026-04-01T02:00:00Z,99.00,1.00
2026-04-01T02:01:00Z,99.00,1.00
2026-04-01T02:03:00Z,99.00,1.00
