# event_ticker=KXATPCHALLENGERMATCH-26MAY13DICKIC
# final_score=6-0 6-1
# score_resolution=0-6 1-6
# match_winner=Nicolas Kicker
# fav_player=Ryan Dickerson
# dog_player=Nicolas Kicker
# kalshi_date=2026-05-13
timestamp,Ryan Dickerson,Nicolas Kicker
2026-05-13T20:37:00Z,21.00,79.25
2026-05-13T20:38:00Z,21.00,80.00
2026-05-13T20:39:00Z,21.00,80.00
2026-05-13T20:41:00Z,21.00,80.00
2026-05-13T20:42:00Z,21.00,80.00
2026-05-13T20:43:00Z,21.68,80.00
2026-05-13T20:44:00Z,22.00,80.00
2026-05-13T20:45:00Z,22.00,80.00
2026-05-13T20:47:00Z,22.00,80.00
2026-05-13T20:49:00Z,22.00,80.00
2026-05-13T20:50:00Z,22.00,80.00
2026-05-13T20:52:00Z,22.00,80.00
2026-05-13T20:53:00Z,22.00,80.00
2026-05-13T20:54:00Z,22.00,79.00
2026-05-13T20:55:00Z,22.88,79.00
2026-05-13T20:56:00Z,23.00,79.00
2026-05-13T20:57:00Z,23.00,79.00
2026-05-13T20:58:00Z,24.00,78.00
2026-05-13T20:59:00Z,24.00,77.00
2026-05-13T21:00:00Z,24.00,78.00
2026-05-13T21:01:00Z,24.00,78.00
2026-05-13T21:02:00Z,24.00,78.00
2026-05-13T21:03:00Z,24.00,78.00
2026-05-13T21:04:00Z,24.00,78.00
2026-05-13T21:05:00Z,24.00,78.00
2026-05-13T21:06:00Z,23.47,78.20
2026-05-13T21:07:00Z,24.00,78.20
2026-05-13T21:08:00Z,23.79,77.00
2026-05-13T21:09:00Z,23.00,77.83
2026-05-13T21:10:00Z,24.71,78.51
2026-05-13T21:11:00Z,24.49,76.04
2026-05-13T21:12:00Z,23.58,77.36
2026-05-13T21:13:00Z,22.64,79.21
2026-05-13T21:14:00Z,20.89,80.73
2026-05-13T21:15:00Z,17.48,81.99
2026-05-13T21:16:00Z,15.71,84.84
2026-05-13T21:17:00Z,15.97,85.78
2026-05-13T21:18:00Z,12.30,87.36
2026-05-13T21:19:00Z,11.04,89.55
2026-05-13T21:20:00Z,10.67,90.82
2026-05-13T21:21:00Z,8.37,91.42
2026-05-13T21:22:00Z,7.84,93.00
2026-05-13T21:23:00Z,7.61,92.76
2026-05-13T21:24:00Z,6.95,93.02
2026-05-13T21:25:00Z,6.15,94.00
2026-05-13T21:26:00Z,6.19,94.31
2026-05-13T21:27:00Z,5.13,96.00
2026-05-13T21:28:00Z,4.08,96.01
2026-05-13T21:29:00Z,4.10,96.84
2026-05-13T21:30:00Z,5.00,95.29
2026-05-13T21:31:00Z,4.63,97.00
2026-05-13T21:32:00Z,4.04,97.00
2026-05-13T21:33:00Z,5.00,95.04
2026-05-13T21:34:00Z,4.98,96.37
2026-05-13T21:35:00Z,5.00,97.00
2026-05-13T21:36:00Z,4.93,97.00
2026-05-13T21:37:00Z,4.72,97.01
2026-05-13T21:38:00Z,3.58,97.43
2026-05-13T21:39:00Z,2.08,98.53
2026-05-13T21:40:00Z,2.27,98.29
2026-05-13T21:41:00Z,2.00,99.00
2026-05-13T21:42:00Z,3.09,97.00
2026-05-13T21:43:00Z,4.00,97.17
2026-05-13T21:44:00Z,2.68,98.80
2026-05-13T21:45:00Z,3.00,97.12
2026-05-13T21:46:00Z,2.44,97.16
2026-05-13T21:47:00Z,1.78,98.42
2026-05-13T21:48:00Z,1.13,99.00
2026-05-13T21:49:00Z,1.02,98.96
2026-05-13T21:50:00Z,1.00,99.00
2026-05-13T21:51:00Z,1.00,99.00
2026-05-13T21:53:00Z,1.00,99.00
2026-05-13T21:54:00Z,1.00,99.00
2026-05-13T21:55:00Z,1.00,99.00
2026-05-13T21:56:00Z,1.00,99.00
2026-05-13T21:57:00Z,1.00,99.00
2026-05-13T21:58:00Z,1.00,99.00
2026-05-13T21:59:00Z,1.00,99.00
2026-05-13T22:00:00Z,1.00,99.00
2026-05-13T22:01:00Z,1.00,99.00
2026-05-13T22:04:00Z,1.00,99.00
2026-05-13T22:05:00Z,1.00,99.00
2026-05-13T22:07:00Z,1.00,99.00
2026-05-13T22:08:00Z,1.00,99.00
2026-05-13T22:10:00Z,1.00,99.00
2026-05-13T22:11:00Z,1.00,99.00
2026-05-13T22:12:00Z,1.00,99.00
