# event_ticker=KXATPMATCH-25SEP26BRODAR
# final_score=7-6(7) 6-1
# score_resolution=7-6 6-1
# match_winner=Jenson Brooksby
# fav_player=Jenson Brooksby
# dog_player=Luciano Darderi
# kalshi_date=2025-09-26
timestamp,Jenson Brooksby,Luciano Darderi
2025-09-27T02:27:00Z,37.36,62.21
2025-09-27T02:28:00Z,44.00,59.43
2025-09-27T02:29:00Z,44.14,58.15
2025-09-27T02:30:00Z,46.00,55.00
2025-09-27T02:31:00Z,46.00,55.00
2025-09-27T02:32:00Z,43.78,55.00
2025-09-27T02:34:00Z,47.11,53.00
2025-09-27T02:35:00Z,47.11,55.20
2025-09-27T02:36:00Z,45.39,55.59
2025-09-27T02:37:00Z,48.00,55.00
2025-09-27T02:38:00Z,48.00,53.00
2025-09-27T02:39:00Z,49.00,51.00
2025-09-27T02:40:00Z,52.00,45.00
2025-09-27T02:41:00Z,56.00,44.18
2025-09-27T02:42:00Z,54.00,45.91
2025-09-27T02:43:00Z,54.00,35.42
2025-09-27T02:44:00Z,54.00,40.00
2025-09-27T02:45:00Z,65.00,34.15
2025-09-27T02:46:00Z,61.00,38.98
2025-09-27T02:47:00Z,61.00,33.00
2025-09-27T02:48:00Z,70.12,33.00
2025-09-27T02:49:00Z,68.95,30.38
2025-09-27T02:50:00Z,68.45,32.11
2025-09-27T02:51:00Z,73.40,26.78
2025-09-27T02:52:00Z,75.74,23.45
2025-09-27T02:53:00Z,71.20,32.99
2025-09-27T02:54:00Z,72.81,29.31
2025-09-27T02:55:00Z,70.00,32.79
2025-09-27T02:56:00Z,61.43,38.10
2025-09-27T02:57:00Z,61.43,37.50
2025-09-27T02:58:00Z,70.00,37.50
2025-09-27T02:59:00Z,71.00,30.00
2025-09-27T03:00:00Z,71.00,31.00
2025-09-27T03:01:00Z,71.00,32.00
2025-09-27T03:02:00Z,71.00,38.97
2025-09-27T03:03:00Z,63.00,37.00
2025-09-27T03:04:00Z,55.33,42.81
2025-09-27T03:05:00Z,53.78,49.06
2025-09-27T03:06:00Z,58.35,40.77
2025-09-27T03:07:00Z,67.87,35.00
2025-09-27T03:08:00Z,68.00,35.00
2025-09-27T03:09:00Z,69.58,31.00
2025-09-27T03:10:00Z,69.00,39.06
2025-09-27T03:11:00Z,61.57,38.56
2025-09-27T03:12:00Z,61.52,39.20
2025-09-27T03:13:00Z,64.03,36.06
2025-09-27T03:14:00Z,55.42,42.74
2025-09-27T03:15:00Z,48.44,54.88
2025-09-27T03:16:00Z,38.05,59.56
2025-09-27T03:17:00Z,40.44,58.95
2025-09-27T03:18:00Z,46.84,60.10
2025-09-27T03:19:00Z,57.64,47.62
2025-09-27T03:20:00Z,62.84,41.00
2025-09-27T03:21:00Z,66.08,35.48
2025-09-27T03:22:00Z,70.74,32.43
2025-09-27T03:23:00Z,82.43,17.53
2025-09-27T03:24:00Z,83.52,18.00
2025-09-27T03:25:00Z,82.00,17.03
2025-09-27T03:26:00Z,83.00,19.00
2025-09-27T03:27:00Z,78.00,20.52
2025-09-27T03:28:00Z,79.00,20.52
2025-09-27T03:29:00Z,80.38,21.47
2025-09-27T03:30:00Z,80.38,22.55
2025-09-27T03:31:00Z,82.06,18.00
2025-09-27T03:32:00Z,82.00,17.49
2025-09-27T03:33:00Z,87.75,15.00
2025-09-27T03:34:00Z,92.19,6.69
2025-09-27T03:35:00Z,93.00,7.06
2025-09-27T03:36:00Z,91.52,9.58
2025-09-27T03:37:00Z,92.58,7.00
2025-09-27T03:38:00Z,93.48,6.21
2025-09-27T03:39:00Z,94.00,6.45
2025-09-27T03:40:00Z,95.35,4.20
2025-09-27T03:41:00Z,97.00,3.30
2025-09-27T03:42:00Z,97.35,3.87
2025-09-27T03:43:00Z,99.00,1.06
2025-09-27T03:44:00Z,99.00,1.00
2025-09-27T03:45:00Z,99.00,1.00
2025-09-27T03:47:00Z,99.00,1.00
2025-09-27T03:48:00Z,99.00,1.00
2025-09-27T03:50:00Z,99.00,1.00
