# event_ticker=KXATPCHALLENGERMATCH-26APR30DOUBAX
# final_score=6-4 3-6 7-6(3)
# score_resolution=4-6 6-3 6-7
# match_winner=Florent Bax
# fav_player=Aziz Dougaz
# dog_player=Florent Bax
# kalshi_date=2026-04-30
timestamp,Aziz Dougaz,Florent Bax
2026-04-30T20:22:00Z,52.44,47.25
2026-04-30T20:23:00Z,56.06,44.46
2026-04-30T20:24:00Z,61.44,43.82
2026-04-30T20:25:00Z,55.91,44.96
2026-04-30T20:26:00Z,56.04,45.87
2026-04-30T20:27:00Z,52.93,46.82
2026-04-30T20:28:00Z,51.96,50.09
2026-04-30T20:29:00Z,51.34,52.14
2026-04-30T20:30:00Z,47.51,56.49
2026-04-30T20:31:00Z,55.02,46.67
2026-04-30T20:32:00Z,55.27,45.73
2026-04-30T20:33:00Z,58.23,42.45
2026-04-30T20:34:00Z,57.54,44.16
2026-04-30T20:35:00Z,45.44,50.72
2026-04-30T20:36:00Z,50.41,49.99
2026-04-30T20:37:00Z,48.37,52.39
2026-04-30T20:38:00Z,50.53,51.49
2026-04-30T20:39:00Z,50.68,51.83
2026-04-30T20:40:00Z,55.49,43.91
2026-04-30T20:41:00Z,55.91,45.57
2026-04-30T20:42:00Z,55.81,47.97
2026-04-30T20:43:00Z,50.22,48.77
2026-04-30T20:44:00Z,48.29,52.04
2026-04-30T20:45:00Z,46.11,60.07
2026-04-30T20:46:00Z,44.63,62.70
2026-04-30T20:47:00Z,50.29,53.97
2026-04-30T20:48:00Z,49.82,53.15
2026-04-30T20:49:00Z,62.24,38.19
2026-04-30T20:50:00Z,59.92,42.89
2026-04-30T20:51:00Z,62.53,38.23
2026-04-30T20:52:00Z,52.57,47.53
2026-04-30T20:53:00Z,51.19,51.08
2026-04-30T20:54:00Z,44.99,53.96
2026-04-30T20:55:00Z,42.66,57.27
2026-04-30T20:56:00Z,53.58,47.65
2026-04-30T20:57:00Z,57.81,41.91
2026-04-30T20:58:00Z,60.96,41.08
2026-04-30T20:59:00Z,63.03,38.29
2026-04-30T21:00:00Z,51.90,48.19
2026-04-30T21:01:00Z,50.55,50.09
2026-04-30T21:02:00Z,52.50,48.28
2026-04-30T21:03:00Z,57.17,43.39
2026-04-30T21:04:00Z,58.15,42.27
2026-04-30T21:05:00Z,58.44,41.95
2026-04-30T21:06:00Z,57.12,44.57
2026-04-30T21:07:00Z,60.02,41.69
2026-04-30T21:08:00Z,64.36,34.53
2026-04-30T21:09:00Z,60.00,40.63
2026-04-30T21:10:00Z,70.09,24.81
2026-04-30T21:11:00Z,60.57,42.00
2026-04-30T21:12:00Z,49.70,51.51
2026-04-30T21:13:00Z,31.01,66.29
2026-04-30T21:14:00Z,14.81,79.54
2026-04-30T21:15:00Z,12.32,87.78
2026-04-30T21:16:00Z,7.72,92.09
2026-04-30T21:17:00Z,11.37,87.37
2026-04-30T21:18:00Z,17.23,89.20
2026-04-30T21:19:00Z,4.19,95.93
2026-04-30T21:20:00Z,1.00,99.00
2026-04-30T21:21:00Z,1.00,99.00
2026-04-30T21:22:00Z,1.00,99.00
2026-04-30T21:23:00Z,1.00,99.00
2026-04-30T21:24:00Z,1.00,99.00
2026-04-30T21:25:00Z,1.00,99.00
2026-04-30T21:26:00Z,1.00,99.00
2026-04-30T21:27:00Z,1.00,99.00
