# event_ticker=KXATPCHALLENGERMATCH-26APR10BUECAS
# final_score=3-6 6-2 7-6(5)
# score_resolution=3-6 6-2 7-6
# match_winner=Gonzalo Bueno
# fav_player=Gonzalo Bueno
# dog_player=Hernan Casanova
# kalshi_date=2026-04-10
timestamp,Gonzalo Bueno,Hernan Casanova
2026-04-10T16:09:00Z,35.84,64.81
2026-04-10T16:10:00Z,36.42,63.85
2026-04-10T16:11:00Z,26.45,73.89
2026-04-10T16:12:00Z,29.26,74.64
2026-04-10T16:13:00Z,37.36,64.99
2026-04-10T16:14:00Z,62.43,39.23
2026-04-10T16:15:00Z,70.57,30.38
2026-04-10T16:16:00Z,64.40,28.27
2026-04-10T16:17:00Z,75.57,23.06
2026-04-10T16:18:00Z,79.53,20.15
2026-04-10T16:19:00Z,79.13,20.73
2026-04-10T16:20:00Z,83.71,15.99
2026-04-10T16:21:00Z,91.26,9.20
2026-04-10T16:22:00Z,88.80,13.06
2026-04-10T16:23:00Z,79.73,23.50
2026-04-10T16:24:00Z,82.27,22.15
2026-04-10T16:25:00Z,70.46,32.88
2026-04-10T16:26:00Z,71.49,28.13
2026-04-10T16:27:00Z,77.97,27.24
2026-04-10T16:28:00Z,82.15,19.12
2026-04-10T16:29:00Z,81.63,18.05
2026-04-10T16:30:00Z,79.63,21.45
2026-04-10T16:31:00Z,84.44,14.33
2026-04-10T16:32:00Z,82.99,17.16
2026-04-10T16:33:00Z,69.21,27.82
2026-04-10T16:34:00Z,59.39,38.16
2026-04-10T16:35:00Z,61.11,44.67
2026-04-10T16:36:00Z,49.61,51.45
2026-04-10T16:37:00Z,37.34,62.54
2026-04-10T16:38:00Z,51.59,47.76
2026-04-10T16:39:00Z,36.64,63.51
2026-04-10T16:40:00Z,50.51,50.21
2026-04-10T16:41:00Z,60.69,38.70
2026-04-10T16:42:00Z,37.79,62.06
2026-04-10T16:43:00Z,78.06,27.49
2026-04-10T16:44:00Z,98.22,3.42
2026-04-10T16:45:00Z,99.00,3.42
2026-04-10T16:46:00Z,99.00,3.42
2026-04-10T16:47:00Z,99.00,3.42
2026-04-10T16:48:00Z,99.00,3.42
2026-04-10T16:49:00Z,99.00,1.00
2026-04-10T16:50:00Z,99.00,1.00
2026-04-10T16:51:00Z,99.00,1.00
2026-04-10T16:52:00Z,99.00,1.00
