# event_ticker=KXATPMATCH-25JUL18COMBUB
# final_score=6-4 6-3
# match_winner=Alexander Bublik
# fav_player=Alexander Bublik
# dog_player=Francisco Comesana
# kalshi_date=2025-07-18
timestamp,Alexander Bublik,Francisco Comesana
2025-07-18T13:30:00Z,61.00,38.00
2025-07-18T13:31:00Z,61.00,39.54
2025-07-18T13:32:00Z,62.00,39.54
2025-07-18T13:34:00Z,62.00,39.54
2025-07-18T13:35:00Z,62.59,39.54
2025-07-18T13:36:00Z,62.09,40.00
2025-07-18T13:38:00Z,63.00,40.00
2025-07-18T13:39:00Z,63.00,40.00
2025-07-18T13:40:00Z,63.00,39.00
2025-07-18T13:41:00Z,63.00,39.00
2025-07-18T13:42:00Z,62.80,38.00
2025-07-18T13:43:00Z,64.16,38.00
2025-07-18T13:44:00Z,64.16,39.00
2025-07-18T13:45:00Z,64.50,39.00
2025-07-18T13:46:00Z,64.50,36.08
2025-07-18T13:47:00Z,62.90,36.08
2025-07-18T13:48:00Z,60.06,41.36
2025-07-18T13:49:00Z,62.69,41.36
2025-07-18T13:50:00Z,65.36,37.00
2025-07-18T13:51:00Z,66.31,37.00
2025-07-18T13:52:00Z,68.40,33.00
2025-07-18T13:53:00Z,65.33,33.00
2025-07-18T13:54:00Z,63.30,40.49
2025-07-18T13:55:00Z,60.00,40.49
2025-07-18T13:56:00Z,61.36,40.49
2025-07-18T13:57:00Z,61.08,40.49
2025-07-18T13:58:00Z,61.08,40.00
2025-07-18T13:59:00Z,62.55,40.00
2025-07-18T14:00:00Z,71.89,40.00
2025-07-18T14:01:00Z,69.66,40.00
2025-07-18T14:02:00Z,64.73,40.00
2025-07-18T14:03:00Z,71.00,40.00
2025-07-18T14:04:00Z,57.32,45.00
2025-07-18T14:05:00Z,60.50,45.00
2025-07-18T14:06:00Z,64.75,45.00
2025-07-18T14:08:00Z,63.00,45.00
2025-07-18T14:09:00Z,67.41,42.00
2025-07-18T14:10:00Z,62.78,39.00
2025-07-18T14:11:00Z,57.81,42.00
2025-07-18T14:12:00Z,63.34,41.00
2025-07-18T14:13:00Z,65.80,41.00
2025-07-18T14:14:00Z,63.08,40.00
2025-07-18T14:15:00Z,65.25,40.43
2025-07-18T14:16:00Z,63.38,43.00
2025-07-18T14:17:00Z,70.95,31.67
2025-07-18T14:18:00Z,72.49,32.00
2025-07-18T14:19:00Z,61.00,37.93
2025-07-18T14:20:00Z,76.14,31.61
2025-07-18T14:21:00Z,86.07,19.97
2025-07-18T14:22:00Z,86.52,20.00
2025-07-18T14:23:00Z,86.00,19.42
2025-07-18T14:24:00Z,86.00,21.44
2025-07-18T14:25:00Z,83.00,26.42
2025-07-18T14:26:00Z,77.00,22.30
2025-07-18T14:27:00Z,85.00,22.30
2025-07-18T14:28:00Z,84.91,22.68
2025-07-18T14:29:00Z,80.30,20.69
2025-07-18T14:30:00Z,81.48,24.36
2025-07-18T14:31:00Z,80.65,24.43
2025-07-18T14:32:00Z,83.34,18.00
2025-07-18T14:33:00Z,83.00,21.00
2025-07-18T14:34:00Z,79.41,21.03
2025-07-18T14:35:00Z,77.02,26.24
2025-07-18T14:36:00Z,78.87,26.24
2025-07-18T14:37:00Z,84.66,26.24
2025-07-18T14:38:00Z,83.96,18.00
2025-07-18T14:39:00Z,85.55,18.83
2025-07-18T14:40:00Z,86.97,18.00
2025-07-18T14:41:00Z,85.82,14.27
2025-07-18T14:42:00Z,93.67,3.75
2025-07-18T14:43:00Z,95.33,1.53
2025-07-18T14:44:00Z,96.93,3.35
2025-07-18T14:45:00Z,97.60,1.31
2025-07-18T14:46:00Z,98.00,1.00
2025-07-18T14:47:00Z,98.06,2.54
2025-07-18T14:48:00Z,98.82,2.00
2025-07-18T14:49:00Z,98.00,3.45
2025-07-18T14:50:00Z,98.00,3.45
2025-07-18T14:51:00Z,98.07,3.45
2025-07-18T14:52:00Z,97.43,2.24
2025-07-18T14:53:00Z,99.00,2.24
2025-07-18T14:54:00Z,99.00,2.24
2025-07-18T14:55:00Z,99.00,2.24
2025-07-18T14:56:00Z,99.00,2.24
2025-07-18T14:57:00Z,99.00,2.24
2025-07-18T14:59:00Z,99.00,2.24
2025-07-18T15:00:00Z,99.00,2.24
2025-07-18T15:01:00Z,99.00,2.24
