# event_ticker=KXATPCHALLENGERMATCH-26MAY05CERART
# final_score=6-1 3-1 RET
# match_winner=Matyas Cerny
# fav_player=Matyas Cerny
# dog_player=Bor Artnak
# kalshi_date=2026-05-05
timestamp,Matyas Cerny,Bor Artnak
2026-05-06T15:24:00Z,88.26,13.97
2026-05-06T15:25:00Z,89.53,10.94
2026-05-06T15:26:00Z,97.38,2.84
2026-05-06T15:27:00Z,98.18,1.06
2026-05-06T15:28:00Z,99.00,1.00
2026-05-06T15:29:00Z,99.00,1.00
2026-05-06T15:30:00Z,99.00,1.00
2026-05-06T15:31:00Z,99.00,1.00
2026-05-06T15:32:00Z,99.00,1.00
2026-05-06T15:34:00Z,99.00,1.00
