# event_ticker=KXATPCHALLENGERMATCH-26MAY13RONPDA
# final_score=6-0 7-6(2)
# score_resolution=6-0 7-6
# match_winner=Franco Roncadelli
# fav_player=Franco Roncadelli
# dog_player=Matheus Pucinelli de Almeida
# kalshi_date=2026-05-13
timestamp,Franco Roncadelli,Matheus Pucinelli de Almeida
2026-05-13T18:00:00Z,39.89,62.00
2026-05-13T18:01:00Z,44.65,58.35
2026-05-13T18:02:00Z,42.00,58.35
2026-05-13T18:04:00Z,42.00,58.35
2026-05-13T18:05:00Z,42.00,57.00
2026-05-13T18:06:00Z,43.00,57.79
2026-05-13T18:07:00Z,44.00,58.00
2026-05-13T18:08:00Z,43.12,59.00
2026-05-13T18:09:00Z,40.02,59.51
2026-05-13T18:10:00Z,42.26,61.05
2026-05-13T18:11:00Z,42.77,60.13
2026-05-13T18:12:00Z,42.94,60.00
2026-05-13T18:13:00Z,42.48,59.44
2026-05-13T18:14:00Z,44.21,56.36
2026-05-13T18:15:00Z,46.40,54.96
2026-05-13T18:16:00Z,49.43,50.00
2026-05-13T18:17:00Z,53.70,47.49
2026-05-13T18:18:00Z,56.75,46.84
2026-05-13T18:19:00Z,57.82,43.71
2026-05-13T18:20:00Z,61.72,37.96
2026-05-13T18:21:00Z,63.67,37.00
2026-05-13T18:22:00Z,59.45,41.17
2026-05-13T18:23:00Z,54.64,47.76
2026-05-13T18:24:00Z,59.52,42.07
2026-05-13T18:25:00Z,58.84,43.37
2026-05-13T18:26:00Z,61.99,38.95
2026-05-13T18:27:00Z,63.00,38.95
2026-05-13T18:28:00Z,65.53,35.73
2026-05-13T18:29:00Z,69.48,30.93
2026-05-13T18:30:00Z,68.50,33.71
2026-05-13T18:31:00Z,71.38,29.76
2026-05-13T18:32:00Z,73.06,28.54
2026-05-13T18:33:00Z,73.33,27.00
2026-05-13T18:34:00Z,73.98,27.00
2026-05-13T18:35:00Z,75.00,27.00
2026-05-13T18:36:00Z,74.99,26.00
2026-05-13T18:37:00Z,75.13,24.74
2026-05-13T18:38:00Z,76.95,23.12
2026-05-13T18:39:00Z,77.96,23.00
2026-05-13T18:40:00Z,78.01,22.60
2026-05-13T18:41:00Z,76.96,23.16
2026-05-13T18:42:00Z,77.74,24.00
2026-05-13T18:43:00Z,81.22,22.32
2026-05-13T18:44:00Z,79.06,23.15
2026-05-13T18:45:00Z,82.30,22.56
2026-05-13T18:46:00Z,75.87,24.20
2026-05-13T18:47:00Z,72.37,29.57
2026-05-13T18:48:00Z,67.09,34.89
2026-05-13T18:49:00Z,68.31,33.59
2026-05-13T18:50:00Z,68.82,32.18
2026-05-13T18:51:00Z,69.07,31.89
2026-05-13T18:52:00Z,71.00,29.43
2026-05-13T18:53:00Z,75.30,23.71
2026-05-13T18:54:00Z,76.30,25.32
2026-05-13T18:55:00Z,75.77,25.16
2026-05-13T18:56:00Z,75.03,29.52
2026-05-13T18:57:00Z,66.73,33.87
2026-05-13T18:58:00Z,62.38,39.00
2026-05-13T18:59:00Z,66.03,37.88
2026-05-13T19:00:00Z,67.00,36.17
2026-05-13T19:01:00Z,66.93,34.93
2026-05-13T19:02:00Z,72.39,28.98
2026-05-13T19:03:00Z,69.96,34.82
2026-05-13T19:04:00Z,73.80,27.09
2026-05-13T19:05:00Z,67.82,28.63
2026-05-13T19:06:00Z,63.73,36.48
2026-05-13T19:07:00Z,67.48,32.93
2026-05-13T19:08:00Z,74.26,27.04
2026-05-13T19:09:00Z,78.74,20.80
2026-05-13T19:10:00Z,79.15,20.99
2026-05-13T19:11:00Z,81.92,18.62
2026-05-13T19:12:00Z,85.30,13.46
2026-05-13T19:13:00Z,91.17,10.76
2026-05-13T19:14:00Z,92.75,7.64
2026-05-13T19:15:00Z,91.72,8.04
2026-05-13T19:16:00Z,88.62,12.85
2026-05-13T19:17:00Z,84.57,15.84
2026-05-13T19:18:00Z,83.78,16.02
2026-05-13T19:19:00Z,83.70,16.43
2026-05-13T19:20:00Z,85.99,14.39
2026-05-13T19:21:00Z,80.90,19.25
2026-05-13T19:22:00Z,81.06,18.06
2026-05-13T19:23:00Z,80.98,20.30
2026-05-13T19:24:00Z,81.33,18.49
2026-05-13T19:25:00Z,76.27,24.18
2026-05-13T19:26:00Z,72.75,28.03
2026-05-13T19:27:00Z,77.88,27.82
2026-05-13T19:28:00Z,80.50,19.96
2026-05-13T19:29:00Z,81.70,18.64
2026-05-13T19:30:00Z,85.90,14.44
2026-05-13T19:31:00Z,84.10,15.79
2026-05-13T19:32:00Z,87.15,10.72
2026-05-13T19:33:00Z,94.81,6.00
2026-05-13T19:34:00Z,87.56,13.62
2026-05-13T19:35:00Z,80.85,19.96
2026-05-13T19:36:00Z,76.76,24.35
2026-05-13T19:37:00Z,73.57,26.79
2026-05-13T19:38:00Z,72.63,28.31
2026-05-13T19:39:00Z,77.07,22.11
2026-05-13T19:40:00Z,76.78,23.46
2026-05-13T19:41:00Z,75.44,22.84
2026-05-13T19:42:00Z,69.48,31.70
2026-05-13T19:43:00Z,66.56,32.80
2026-05-13T19:44:00Z,71.46,29.15
2026-05-13T19:45:00Z,77.01,25.86
2026-05-13T19:46:00Z,72.91,26.19
2026-05-13T19:47:00Z,81.17,20.25
2026-05-13T19:48:00Z,80.89,18.51
2026-05-13T19:49:00Z,83.33,19.70
2026-05-13T19:50:00Z,77.21,21.95
2026-05-13T19:51:00Z,78.01,23.50
2026-05-13T19:52:00Z,80.21,21.41
2026-05-13T19:53:00Z,80.81,18.69
2026-05-13T19:54:00Z,74.50,25.93
2026-05-13T19:55:00Z,80.14,21.88
2026-05-13T19:56:00Z,90.81,9.94
2026-05-13T19:57:00Z,88.00,14.27
2026-05-13T19:58:00Z,81.55,20.59
2026-05-13T19:59:00Z,87.98,12.75
2026-05-13T20:00:00Z,95.75,5.15
2026-05-13T20:01:00Z,98.76,1.02
2026-05-13T20:02:00Z,99.00,1.00
