# event_ticker=KXATPMATCH-26MAY06SONBUS
# final_score=6-3 6-3
# match_winner=Ignacio Buse
# fav_player=Ignacio Buse
# dog_player=Lorenzo Sonego
# kalshi_date=2026-05-06
timestamp,Lorenzo Sonego,Ignacio Buse
2026-05-07T17:57:00Z,19.09,80.97
2026-05-07T17:58:00Z,19.36,80.98
2026-05-07T17:59:00Z,18.81,81.76
2026-05-07T18:00:00Z,18.00,83.01
2026-05-07T18:01:00Z,16.05,83.96
2026-05-07T18:02:00Z,15.60,84.07
2026-05-07T18:03:00Z,15.20,84.99
2026-05-07T18:04:00Z,15.26,85.05
2026-05-07T18:05:00Z,12.44,89.13
2026-05-07T18:06:00Z,9.13,91.07
2026-05-07T18:07:00Z,7.78,92.23
2026-05-07T18:08:00Z,5.97,95.89
2026-05-07T18:09:00Z,7.42,94.69
2026-05-07T18:10:00Z,9.69,89.70
2026-05-07T18:11:00Z,12.64,89.65
2026-05-07T18:12:00Z,9.71,88.64
2026-05-07T18:13:00Z,6.90,93.16
2026-05-07T18:14:00Z,4.92,95.97
2026-05-07T18:15:00Z,4.00,96.20
2026-05-07T18:16:00Z,3.71,96.36
2026-05-07T18:17:00Z,3.98,96.01
2026-05-07T18:18:00Z,5.00,95.68
2026-05-07T18:19:00Z,5.00,95.02
2026-05-07T18:20:00Z,5.05,95.00
2026-05-07T18:21:00Z,4.81,96.83
2026-05-07T18:22:00Z,4.55,96.25
2026-05-07T18:23:00Z,7.89,91.94
2026-05-07T18:24:00Z,6.64,93.24
2026-05-07T18:25:00Z,4.27,95.93
2026-05-07T18:26:00Z,3.21,96.80
2026-05-07T18:27:00Z,4.00,96.18
2026-05-07T18:28:00Z,2.01,97.79
2026-05-07T18:29:00Z,4.00,97.00
2026-05-07T18:30:00Z,3.22,96.99
2026-05-07T18:31:00Z,1.42,98.05
2026-05-07T18:32:00Z,3.23,96.71
2026-05-07T18:33:00Z,4.09,96.52
2026-05-07T18:34:00Z,3.01,96.66
2026-05-07T18:35:00Z,6.40,93.15
2026-05-07T18:36:00Z,7.99,92.40
2026-05-07T18:37:00Z,5.62,96.93
2026-05-07T18:38:00Z,6.36,93.99
2026-05-07T18:39:00Z,15.76,83.39
2026-05-07T18:40:00Z,16.47,83.90
2026-05-07T18:41:00Z,16.99,83.50
2026-05-07T18:42:00Z,14.50,85.82
2026-05-07T18:43:00Z,17.57,82.13
2026-05-07T18:44:00Z,11.58,89.83
2026-05-07T18:45:00Z,15.75,86.33
2026-05-07T18:46:00Z,12.64,89.55
2026-05-07T18:47:00Z,4.75,94.18
2026-05-07T18:48:00Z,2.73,98.05
2026-05-07T18:49:00Z,1.06,98.79
2026-05-07T18:50:00Z,1.06,99.00
2026-05-07T18:51:00Z,1.00,99.00
2026-05-07T18:52:00Z,1.00,99.00
2026-05-07T18:53:00Z,1.00,99.00
