# event_ticker=KXATPCHALLENGERMATCH-26MAY09MIGCAS
# final_score=6-3 6-4
# match_winner=Hernan Casanova
# fav_player=Hernan Casanova
# dog_player=Luis Guto Miguel
# kalshi_date=2026-05-09
timestamp,Luis Guto Miguel,Hernan Casanova
2026-05-09T15:16:00Z,43.19,58.92
2026-05-09T15:17:00Z,43.91,58.86
2026-05-09T15:18:00Z,39.00,62.88
2026-05-09T15:19:00Z,38.00,60.30
2026-05-09T15:20:00Z,38.00,68.77
2026-05-09T15:21:00Z,31.58,70.08
2026-05-09T15:22:00Z,34.08,70.08
2026-05-09T15:23:00Z,41.92,62.99
2026-05-09T15:24:00Z,42.00,59.00
2026-05-09T15:25:00Z,41.46,58.47
2026-05-09T15:26:00Z,42.54,57.04
2026-05-09T15:27:00Z,38.01,61.25
2026-05-09T15:28:00Z,37.00,60.34
2026-05-09T15:29:00Z,35.60,65.27
2026-05-09T15:30:00Z,31.58,68.28
2026-05-09T15:31:00Z,28.94,73.57
2026-05-09T15:32:00Z,26.00,74.41
2026-05-09T15:33:00Z,25.00,75.00
2026-05-09T15:34:00Z,24.00,75.50
2026-05-09T15:35:00Z,24.00,76.50
2026-05-09T15:36:00Z,21.07,78.63
2026-05-09T15:37:00Z,24.90,78.63
2026-05-09T15:38:00Z,27.33,73.03
2026-05-09T15:39:00Z,30.72,69.31
2026-05-09T15:40:00Z,34.92,64.00
2026-05-09T15:41:00Z,37.35,63.04
2026-05-09T15:42:00Z,34.45,66.29
2026-05-09T15:43:00Z,26.45,74.31
2026-05-09T15:44:00Z,27.69,72.82
2026-05-09T15:45:00Z,24.18,75.34
2026-05-09T15:46:00Z,25.00,76.00
2026-05-09T15:47:00Z,21.95,77.54
2026-05-09T15:48:00Z,20.15,80.15
2026-05-09T15:49:00Z,20.03,80.99
2026-05-09T15:50:00Z,23.98,77.00
2026-05-09T15:51:00Z,25.01,74.92
2026-05-09T15:52:00Z,23.00,76.33
2026-05-09T15:53:00Z,23.00,77.00
2026-05-09T15:54:00Z,23.00,76.12
2026-05-09T15:55:00Z,22.00,78.52
2026-05-09T15:56:00Z,22.00,79.00
2026-05-09T15:57:00Z,21.53,78.99
2026-05-09T15:58:00Z,21.97,79.00
2026-05-09T15:59:00Z,21.97,79.00
2026-05-09T16:00:00Z,20.30,82.52
2026-05-09T16:01:00Z,12.63,88.10
2026-05-09T16:02:00Z,13.01,87.42
2026-05-09T16:03:00Z,12.43,88.00
2026-05-09T16:04:00Z,11.96,88.29
2026-05-09T16:05:00Z,16.14,87.07
2026-05-09T16:06:00Z,18.37,82.06
2026-05-09T16:07:00Z,21.96,82.00
2026-05-09T16:08:00Z,25.18,76.25
2026-05-09T16:09:00Z,29.30,70.62
2026-05-09T16:10:00Z,30.00,71.00
2026-05-09T16:11:00Z,31.98,69.89
2026-05-09T16:12:00Z,30.16,69.29
2026-05-09T16:13:00Z,29.05,71.77
2026-05-09T16:14:00Z,24.94,75.21
2026-05-09T16:15:00Z,29.42,71.06
2026-05-09T16:16:00Z,31.00,70.00
2026-05-09T16:17:00Z,30.97,70.00
2026-05-09T16:18:00Z,29.43,72.93
2026-05-09T16:19:00Z,25.55,74.45
2026-05-09T16:20:00Z,25.09,75.99
2026-05-09T16:21:00Z,18.97,86.96
2026-05-09T16:22:00Z,10.31,89.85
2026-05-09T16:23:00Z,9.77,91.22
2026-05-09T16:24:00Z,10.11,91.31
2026-05-09T16:25:00Z,16.10,84.78
2026-05-09T16:26:00Z,16.91,86.84
2026-05-09T16:27:00Z,7.02,92.95
2026-05-09T16:28:00Z,4.96,95.53
2026-05-09T16:29:00Z,5.80,94.30
2026-05-09T16:30:00Z,4.72,96.74
2026-05-09T16:31:00Z,5.99,94.50
2026-05-09T16:32:00Z,8.00,94.29
2026-05-09T16:33:00Z,7.43,94.17
2026-05-09T16:34:00Z,5.00,95.86
2026-05-09T16:35:00Z,6.28,95.19
2026-05-09T16:36:00Z,5.51,94.52
2026-05-09T16:37:00Z,2.48,98.52
2026-05-09T16:38:00Z,1.05,99.00
2026-05-09T16:39:00Z,2.53,98.03
2026-05-09T16:40:00Z,1.06,98.94
2026-05-09T16:41:00Z,1.06,99.00
2026-05-09T16:42:00Z,1.06,99.00
