# event_ticker=KXATPMATCH-26MAR08SHASIN
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=Jannik Sinner
# fav_player=Denis Shapovalov
# dog_player=Jannik Sinner
# kalshi_date=2026-03-08
timestamp,Denis Shapovalov,Jannik Sinner
2026-03-08T23:08:00Z,7.00,94.00
2026-03-08T23:09:00Z,8.04,93.00
2026-03-08T23:10:00Z,6.39,94.00
2026-03-08T23:11:00Z,6.45,94.05
2026-03-08T23:12:00Z,7.58,93.00
2026-03-08T23:13:00Z,5.34,94.08
2026-03-08T23:14:00Z,3.86,96.46
2026-03-08T23:15:00Z,2.36,98.00
2026-03-08T23:16:00Z,2.03,98.19
2026-03-08T23:17:00Z,9.97,97.30
2026-03-08T23:18:00Z,3.35,98.38
2026-03-08T23:19:00Z,3.01,98.00
2026-03-08T23:20:00Z,4.00,97.28
2026-03-08T23:21:00Z,3.52,98.00
2026-03-08T23:22:00Z,3.00,97.51
2026-03-08T23:23:00Z,3.76,97.00
2026-03-08T23:24:00Z,3.99,97.01
2026-03-08T23:25:00Z,2.58,98.00
2026-03-08T23:26:00Z,2.05,98.12
2026-03-08T23:27:00Z,2.14,98.01
2026-03-08T23:28:00Z,1.62,98.99
2026-03-08T23:29:00Z,1.09,99.00
2026-03-08T23:30:00Z,1.06,99.00
2026-03-08T23:31:00Z,1.79,99.00
2026-03-08T23:32:00Z,1.36,99.00
2026-03-08T23:33:00Z,1.10,99.00
2026-03-08T23:34:00Z,1.00,99.00
2026-03-08T23:35:00Z,1.00,99.00
2026-03-08T23:36:00Z,1.00,99.00
2026-03-08T23:37:00Z,1.00,99.00
2026-03-08T23:38:00Z,1.00,99.00
2026-03-08T23:39:00Z,1.13,99.00
2026-03-08T23:40:00Z,2.00,99.00
2026-03-08T23:41:00Z,1.00,99.00
2026-03-08T23:42:00Z,1.63,99.00
2026-03-08T23:43:00Z,1.34,99.00
2026-03-08T23:44:00Z,1.80,99.00
2026-03-08T23:45:00Z,1.96,99.00
2026-03-08T23:46:00Z,1.96,99.00
2026-03-08T23:47:00Z,1.00,99.00
2026-03-08T23:48:00Z,1.00,99.00
2026-03-08T23:49:00Z,1.00,99.00
2026-03-08T23:50:00Z,1.00,99.00
2026-03-08T23:51:00Z,1.00,99.00
2026-03-08T23:52:00Z,1.00,99.00
2026-03-08T23:53:00Z,1.00,99.00
2026-03-08T23:54:00Z,1.00,99.00
2026-03-08T23:56:00Z,1.00,99.00
