# event_ticker=KXATPCHALLENGERMATCH-26MAR23ABOJOH
# final_score=6-2 5-7 6-4
# match_winner=Garrett Johns
# fav_player=Garrett Johns
# dog_player=Valerio Aboian
# kalshi_date=2026-03-23
timestamp,Garrett Johns,Valerio Aboian
2026-03-23T18:38:00Z,72.75,29.00
2026-03-23T18:39:00Z,75.69,22.27
2026-03-23T18:40:00Z,74.99,30.00
2026-03-23T18:41:00Z,74.99,27.16
2026-03-23T18:42:00Z,74.00,27.16
2026-03-23T18:43:00Z,79.61,25.18
2026-03-23T18:44:00Z,75.25,29.00
2026-03-23T18:45:00Z,74.00,24.04
2026-03-23T18:46:00Z,74.49,24.04
2026-03-23T18:47:00Z,72.05,24.04
2026-03-23T18:48:00Z,74.15,31.14
2026-03-23T18:49:00Z,74.61,28.92
2026-03-23T18:50:00Z,75.00,25.91
2026-03-23T18:51:00Z,74.20,23.00
2026-03-23T18:52:00Z,76.86,24.00
2026-03-23T18:53:00Z,80.96,24.00
2026-03-23T18:54:00Z,81.00,20.00
2026-03-23T18:55:00Z,81.00,20.10
2026-03-23T18:56:00Z,79.29,20.30
2026-03-23T18:57:00Z,81.74,20.30
2026-03-23T18:58:00Z,82.00,19.04
2026-03-23T18:59:00Z,84.62,16.20
2026-03-23T19:00:00Z,84.96,13.49
2026-03-23T19:01:00Z,84.92,18.53
2026-03-23T19:02:00Z,83.53,19.09
2026-03-23T19:03:00Z,85.64,16.00
2026-03-23T19:04:00Z,87.53,15.72
2026-03-23T19:05:00Z,85.23,14.44
2026-03-23T19:06:00Z,83.11,18.69
2026-03-23T19:07:00Z,82.30,20.00
2026-03-23T19:08:00Z,84.44,16.79
2026-03-23T19:09:00Z,85.96,16.00
2026-03-23T19:10:00Z,86.00,15.00
2026-03-23T19:11:00Z,88.04,13.23
2026-03-23T19:12:00Z,91.79,10.56
2026-03-23T19:13:00Z,93.54,8.49
2026-03-23T19:14:00Z,93.59,6.93
2026-03-23T19:15:00Z,93.94,6.74
2026-03-23T19:16:00Z,92.18,9.00
2026-03-23T19:17:00Z,93.36,7.00
2026-03-23T19:18:00Z,95.52,4.25
2026-03-23T19:19:00Z,96.62,3.17
2026-03-23T19:20:00Z,97.00,3.53
2026-03-23T19:21:00Z,96.32,4.00
2026-03-23T19:22:00Z,96.03,3.18
2026-03-23T19:23:00Z,98.00,2.00
2026-03-23T19:24:00Z,96.65,4.41
2026-03-23T19:25:00Z,96.57,4.18
2026-03-23T19:26:00Z,93.03,7.19
2026-03-23T19:27:00Z,92.39,10.96
2026-03-23T19:28:00Z,93.48,9.00
2026-03-23T19:29:00Z,92.06,9.67
2026-03-23T19:30:00Z,84.26,15.87
2026-03-23T19:31:00Z,88.43,15.93
2026-03-23T19:32:00Z,82.37,18.99
2026-03-23T19:33:00Z,80.81,20.88
2026-03-23T19:34:00Z,84.24,18.68
2026-03-23T19:35:00Z,82.25,19.90
2026-03-23T19:36:00Z,78.35,22.83
2026-03-23T19:37:00Z,80.37,21.99
2026-03-23T19:38:00Z,84.20,13.56
2026-03-23T19:39:00Z,83.05,16.45
2026-03-23T19:40:00Z,82.48,17.00
2026-03-23T19:41:00Z,83.62,23.53
2026-03-23T19:42:00Z,81.92,18.45
2026-03-23T19:43:00Z,84.89,15.76
2026-03-23T19:44:00Z,85.56,16.01
2026-03-23T19:45:00Z,94.72,9.34
2026-03-23T19:46:00Z,88.46,5.76
2026-03-23T19:47:00Z,83.27,16.57
2026-03-23T19:48:00Z,78.47,20.66
2026-03-23T19:49:00Z,89.53,20.94
2026-03-23T19:50:00Z,75.88,25.91
2026-03-23T19:51:00Z,72.02,24.02
2026-03-23T19:52:00Z,74.93,28.41
2026-03-23T19:53:00Z,73.12,29.24
2026-03-23T19:54:00Z,58.00,42.48
2026-03-23T19:55:00Z,57.00,42.48
2026-03-23T19:56:00Z,61.93,37.70
2026-03-23T19:57:00Z,63.65,39.75
2026-03-23T19:58:00Z,69.88,34.70
2026-03-23T19:59:00Z,55.20,44.62
2026-03-23T20:00:00Z,58.89,44.54
2026-03-23T20:01:00Z,55.52,45.72
2026-03-23T20:02:00Z,58.69,41.23
2026-03-23T20:03:00Z,54.54,50.87
2026-03-23T20:04:00Z,44.09,56.44
2026-03-23T20:05:00Z,53.67,48.39
2026-03-23T20:06:00Z,57.10,44.47
2026-03-23T20:07:00Z,53.68,48.34
2026-03-23T20:08:00Z,58.71,43.79
2026-03-23T20:09:00Z,67.77,33.13
2026-03-23T20:10:00Z,75.47,17.42
2026-03-23T20:11:00Z,72.49,27.49
2026-03-23T20:12:00Z,62.11,32.82
2026-03-23T20:13:00Z,66.43,32.97
2026-03-23T20:14:00Z,77.43,27.55
2026-03-23T20:15:00Z,82.83,18.61
2026-03-23T20:16:00Z,82.76,18.76
2026-03-23T20:17:00Z,83.90,17.40
2026-03-23T20:18:00Z,82.67,17.65
2026-03-23T20:19:00Z,87.02,12.53
2026-03-23T20:20:00Z,87.08,13.00
2026-03-23T20:21:00Z,86.13,12.77
2026-03-23T20:22:00Z,83.47,18.11
2026-03-23T20:23:00Z,84.20,16.27
2026-03-23T20:24:00Z,83.31,17.24
2026-03-23T20:25:00Z,80.03,23.44
2026-03-23T20:26:00Z,75.96,25.61
2026-03-23T20:27:00Z,68.04,32.57
2026-03-23T20:28:00Z,61.72,37.96
2026-03-23T20:29:00Z,60.38,42.08
2026-03-23T20:30:00Z,60.80,40.48
2026-03-23T20:31:00Z,56.34,46.88
2026-03-23T20:32:00Z,53.83,45.81
2026-03-23T20:33:00Z,47.72,53.33
2026-03-23T20:34:00Z,52.87,50.48
2026-03-23T20:35:00Z,61.79,41.03
2026-03-23T20:36:00Z,64.03,39.00
2026-03-23T20:37:00Z,62.68,42.14
2026-03-23T20:38:00Z,56.95,41.62
2026-03-23T20:39:00Z,52.85,48.26
2026-03-23T20:40:00Z,52.06,52.02
2026-03-23T20:41:00Z,45.21,53.71
2026-03-23T20:42:00Z,56.75,46.36
2026-03-23T20:43:00Z,53.31,49.94
2026-03-23T20:44:00Z,59.25,61.78
2026-03-23T20:45:00Z,62.95,35.79
2026-03-23T20:46:00Z,61.05,38.10
2026-03-23T20:47:00Z,63.68,37.78
2026-03-23T20:48:00Z,71.86,32.15
2026-03-23T20:49:00Z,77.44,24.06
2026-03-23T20:50:00Z,97.20,8.04
2026-03-23T20:51:00Z,99.00,1.00
2026-03-23T20:52:00Z,98.65,1.00
2026-03-23T20:53:00Z,98.00,1.00
