# event_ticker=KXATPCHALLENGERMATCH-26MAR26GENROM
# final_score=7-6(8) 6-0
# score_resolution=6-7 0-6
# match_winner=Tom Gentzsch
# fav_player=Filippo Romano
# dog_player=Tom Gentzsch
# kalshi_date=2026-03-26
timestamp,Filippo Romano,Tom Gentzsch
2026-03-27T12:32:00Z,37.14,66.56
2026-03-27T12:33:00Z,45.64,54.00
2026-03-27T12:34:00Z,49.75,49.26
2026-03-27T12:35:00Z,52.35,47.96
2026-03-27T12:36:00Z,53.71,47.17
2026-03-27T12:37:00Z,46.74,52.04
2026-03-27T12:38:00Z,42.82,58.01
2026-03-27T12:39:00Z,49.20,50.50
2026-03-27T12:40:00Z,45.61,55.91
2026-03-27T12:41:00Z,36.69,64.48
2026-03-27T12:42:00Z,39.56,62.13
2026-03-27T12:43:00Z,37.84,64.00
2026-03-27T12:44:00Z,34.16,69.01
2026-03-27T12:45:00Z,31.60,69.85
2026-03-27T12:46:00Z,34.42,69.00
2026-03-27T12:47:00Z,28.71,72.33
2026-03-27T12:48:00Z,32.99,71.39
2026-03-27T12:49:00Z,32.05,69.00
2026-03-27T12:50:00Z,34.24,63.87
2026-03-27T12:51:00Z,33.13,69.71
2026-03-27T12:52:00Z,29.13,70.46
2026-03-27T12:53:00Z,30.93,73.00
2026-03-27T12:54:00Z,34.08,69.03
2026-03-27T12:55:00Z,36.57,64.90
2026-03-27T12:56:00Z,37.26,67.44
2026-03-27T12:57:00Z,40.04,64.32
2026-03-27T12:58:00Z,35.34,66.28
2026-03-27T12:59:00Z,33.52,69.00
2026-03-27T13:00:00Z,38.00,64.77
2026-03-27T13:01:00Z,40.31,62.22
2026-03-27T13:02:00Z,46.95,54.94
2026-03-27T13:03:00Z,54.82,45.84
2026-03-27T13:04:00Z,55.28,47.54
2026-03-27T13:05:00Z,45.18,53.71
2026-03-27T13:06:00Z,40.15,61.75
2026-03-27T13:07:00Z,56.14,47.95
2026-03-27T13:08:00Z,48.39,55.22
2026-03-27T13:09:00Z,49.54,54.51
2026-03-27T13:10:00Z,44.39,58.14
2026-03-27T13:11:00Z,30.87,63.66
2026-03-27T13:12:00Z,32.48,67.31
2026-03-27T13:13:00Z,39.48,55.37
2026-03-27T13:14:00Z,21.85,79.64
2026-03-27T13:15:00Z,20.85,79.11
2026-03-27T13:16:00Z,25.06,76.73
2026-03-27T13:17:00Z,32.21,69.96
2026-03-27T13:18:00Z,30.52,69.10
2026-03-27T13:19:00Z,27.73,75.91
2026-03-27T13:20:00Z,18.95,80.90
2026-03-27T13:21:00Z,15.13,84.51
2026-03-27T13:22:00Z,16.18,83.41
2026-03-27T13:23:00Z,10.20,89.44
2026-03-27T13:24:00Z,11.07,89.81
2026-03-27T13:25:00Z,10.42,90.46
2026-03-27T13:26:00Z,15.77,87.57
2026-03-27T13:27:00Z,15.95,84.21
2026-03-27T13:28:00Z,13.56,88.18
2026-03-27T13:29:00Z,13.18,88.03
2026-03-27T13:30:00Z,11.75,88.56
2026-03-27T13:31:00Z,13.51,88.26
2026-03-27T13:32:00Z,13.88,88.98
2026-03-27T13:33:00Z,9.74,92.40
2026-03-27T13:34:00Z,9.48,91.37
2026-03-27T13:35:00Z,8.98,90.81
2026-03-27T13:36:00Z,4.15,96.74
2026-03-27T13:37:00Z,3.02,97.43
2026-03-27T13:38:00Z,2.29,97.70
2026-03-27T13:39:00Z,1.17,98.96
2026-03-27T13:40:00Z,1.18,98.00
2026-03-27T13:41:00Z,1.06,98.87
2026-03-27T13:42:00Z,1.78,99.00
2026-03-27T13:43:00Z,1.00,99.00
2026-03-27T13:44:00Z,1.00,99.00
2026-03-27T13:45:00Z,1.00,99.00
2026-03-27T13:46:00Z,1.00,99.00
2026-03-27T13:47:00Z,1.00,99.00
