# event_ticker=KXATPMATCH-26JAN05DIMCAR
# final_score=6-3 6-2
# match_winner=Grigor Dimitrov
# fav_player=Grigor Dimitrov
# dog_player=Pablo Carreno Busta
# kalshi_date=2026-01-05
timestamp,Grigor Dimitrov,Pablo Carreno Busta
2026-01-06T06:08:00Z,67.00,36.00
2026-01-06T06:15:00Z,67.00,36.00
2026-01-06T06:18:00Z,67.00,36.00
2026-01-06T06:19:00Z,67.00,34.00
2026-01-06T06:23:00Z,67.00,34.00
2026-01-06T06:25:00Z,67.00,34.00
2026-01-06T06:32:00Z,67.00,34.00
2026-01-06T06:34:00Z,67.00,34.00
2026-01-06T06:45:00Z,66.00,34.00
2026-01-06T06:49:00Z,66.00,34.00
2026-01-06T06:50:00Z,66.00,34.00
2026-01-06T06:55:00Z,66.00,34.00
2026-01-06T07:00:00Z,66.00,34.00
2026-01-06T07:02:00Z,66.00,34.00
2026-01-06T07:03:00Z,66.00,34.00
2026-01-06T07:05:00Z,66.00,34.00
2026-01-06T07:09:00Z,66.00,33.00
2026-01-06T07:17:00Z,66.00,33.00
2026-01-06T07:21:00Z,66.00,34.00
2026-01-06T07:26:00Z,66.00,34.00
2026-01-06T07:29:00Z,66.00,34.00
2026-01-06T07:33:00Z,66.00,34.00
2026-01-06T07:41:00Z,66.00,34.00
2026-01-06T07:44:00Z,66.00,34.00
2026-01-06T07:47:00Z,66.00,34.00
2026-01-06T07:53:00Z,67.00,34.00
2026-01-06T07:58:00Z,67.00,34.00
2026-01-06T08:02:00Z,67.00,34.00
2026-01-06T08:08:00Z,67.00,34.00
2026-01-06T08:13:00Z,67.00,34.00
2026-01-06T08:14:00Z,67.00,34.00
2026-01-06T08:17:00Z,67.00,34.00
2026-01-06T08:18:00Z,67.00,34.00
2026-01-06T08:22:00Z,67.00,34.00
2026-01-06T08:23:00Z,67.00,34.00
2026-01-06T08:24:00Z,67.00,33.84
2026-01-06T08:26:00Z,67.00,33.84
2026-01-06T08:28:00Z,66.93,33.84
2026-01-06T08:29:00Z,66.93,35.00
2026-01-06T08:31:00Z,66.87,35.00
2026-01-06T08:32:00Z,67.00,35.00
2026-01-06T08:35:00Z,67.00,35.00
2026-01-06T08:36:00Z,67.13,35.00
2026-01-06T08:37:00Z,67.86,35.00
2026-01-06T08:38:00Z,67.86,35.00
2026-01-06T08:39:00Z,66.44,35.00
2026-01-06T08:40:00Z,68.00,35.00
2026-01-06T08:41:00Z,68.93,35.00
2026-01-06T08:42:00Z,70.00,33.00
2026-01-06T08:43:00Z,67.84,34.00
2026-01-06T08:44:00Z,67.00,34.00
2026-01-06T08:45:00Z,65.30,34.00
2026-01-06T08:46:00Z,61.00,38.16
2026-01-06T08:47:00Z,60.00,41.02
2026-01-06T08:48:00Z,60.00,43.04
2026-01-06T08:49:00Z,60.00,38.14
2026-01-06T08:50:00Z,66.00,38.14
2026-01-06T08:52:00Z,63.00,38.14
2026-01-06T08:53:00Z,59.84,40.00
2026-01-06T08:54:00Z,64.00,37.00
2026-01-06T08:55:00Z,63.26,38.00
2026-01-06T08:56:00Z,66.90,38.00
2026-01-06T08:57:00Z,68.69,32.26
2026-01-06T08:58:00Z,68.69,34.00
2026-01-06T08:59:00Z,67.61,34.96
2026-01-06T09:00:00Z,70.99,31.00
2026-01-06T09:01:00Z,70.48,30.32
2026-01-06T09:02:00Z,79.53,20.60
2026-01-06T09:03:00Z,87.00,16.00
2026-01-06T09:04:00Z,84.99,15.09
2026-01-06T09:05:00Z,87.00,15.09
2026-01-06T09:06:00Z,87.00,15.09
2026-01-06T09:07:00Z,87.00,16.85
2026-01-06T09:09:00Z,87.00,13.48
2026-01-06T09:10:00Z,86.07,15.83
2026-01-06T09:11:00Z,87.59,14.94
2026-01-06T09:12:00Z,87.59,14.00
2026-01-06T09:13:00Z,88.00,14.61
2026-01-06T09:14:00Z,90.94,9.48
2026-01-06T09:15:00Z,92.00,7.76
2026-01-06T09:16:00Z,94.77,5.11
2026-01-06T09:17:00Z,95.95,4.00
2026-01-06T09:18:00Z,97.00,5.00
2026-01-06T09:19:00Z,97.95,2.17
2026-01-06T09:20:00Z,99.00,1.88
2026-01-06T09:21:00Z,99.00,2.04
2026-01-06T09:22:00Z,98.93,1.00
2026-01-06T09:23:00Z,98.00,1.00
2026-01-06T09:24:00Z,98.00,2.00
2026-01-06T09:25:00Z,98.00,1.00
2026-01-06T09:26:00Z,99.00,1.00
2026-01-06T09:27:00Z,99.00,1.00
2026-01-06T09:28:00Z,99.00,1.00
2026-01-06T09:29:00Z,99.00,2.71
2026-01-06T09:30:00Z,98.00,5.48
2026-01-06T09:31:00Z,98.00,1.00
2026-01-06T09:32:00Z,98.00,1.00
2026-01-06T09:33:00Z,98.00,1.00
2026-01-06T09:34:00Z,98.00,1.00
2026-01-06T09:35:00Z,99.00,1.00
2026-01-06T09:36:00Z,99.00,1.00
2026-01-06T09:38:00Z,99.00,1.00
2026-01-06T09:39:00Z,99.00,1.00
2026-01-06T09:41:00Z,99.00,1.00
2026-01-06T09:42:00Z,99.00,1.00
2026-01-06T09:43:00Z,99.00,1.00
2026-01-06T09:44:00Z,99.00,1.00
2026-01-06T09:46:00Z,99.00,1.00
2026-01-06T09:48:00Z,99.00,1.00
2026-01-06T09:51:00Z,99.00,1.00
