# event_ticker=KXATPCHALLENGERMATCH-26MAR09TABNIS
# final_score=7-6(5) 6-4
# score_resolution=6-7 4-6
# match_winner=Clement Tabur
# fav_player=Kei Nishikori
# dog_player=Clement Tabur
# kalshi_date=2026-03-09
timestamp,Kei Nishikori,Clement Tabur
2026-03-09T17:54:00Z,63.00,40.00
2026-03-09T17:55:00Z,62.00,42.43
2026-03-09T17:56:00Z,58.19,45.96
2026-03-09T17:57:00Z,54.83,45.66
2026-03-09T17:58:00Z,57.86,44.03
2026-03-09T17:59:00Z,58.15,42.49
2026-03-09T18:00:00Z,55.55,44.54
2026-03-09T18:01:00Z,55.82,46.47
2026-03-09T18:02:00Z,56.00,43.54
2026-03-09T18:03:00Z,56.00,46.00
2026-03-09T18:04:00Z,56.00,45.36
2026-03-09T18:05:00Z,53.65,47.21
2026-03-09T18:06:00Z,55.95,45.05
2026-03-09T18:07:00Z,58.20,43.00
2026-03-09T18:08:00Z,54.43,47.01
2026-03-09T18:09:00Z,51.65,50.63
2026-03-09T18:10:00Z,50.01,51.94
2026-03-09T18:11:00Z,48.12,53.46
2026-03-09T18:12:00Z,50.82,51.29
2026-03-09T18:13:00Z,51.89,50.35
2026-03-09T18:14:00Z,53.58,49.17
2026-03-09T18:15:00Z,51.00,50.26
2026-03-09T18:16:00Z,50.00,50.26
2026-03-09T18:17:00Z,48.72,51.47
2026-03-09T18:18:00Z,48.84,54.00
2026-03-09T18:19:00Z,48.00,51.82
2026-03-09T18:20:00Z,52.88,48.00
2026-03-09T18:21:00Z,49.87,51.15
2026-03-09T18:22:00Z,47.00,54.91
2026-03-09T18:23:00Z,47.00,59.00
2026-03-09T18:24:00Z,40.83,63.78
2026-03-09T18:25:00Z,36.60,61.53
2026-03-09T18:26:00Z,45.22,61.53
2026-03-09T18:27:00Z,44.85,56.96
2026-03-09T18:28:00Z,50.00,53.87
2026-03-09T18:29:00Z,45.49,52.68
2026-03-09T18:30:00Z,45.00,56.04
2026-03-09T18:31:00Z,45.83,56.04
2026-03-09T18:32:00Z,46.00,55.97
2026-03-09T18:33:00Z,44.99,56.95
2026-03-09T18:34:00Z,50.95,52.99
2026-03-09T18:35:00Z,51.19,50.47
2026-03-09T18:36:00Z,55.96,45.07
2026-03-09T18:37:00Z,60.79,41.00
2026-03-09T18:38:00Z,51.00,49.04
2026-03-09T18:39:00Z,52.30,50.01
2026-03-09T18:40:00Z,64.63,33.58
2026-03-09T18:41:00Z,62.16,38.55
2026-03-09T18:42:00Z,33.62,67.25
2026-03-09T18:43:00Z,27.43,71.41
2026-03-09T18:44:00Z,29.00,71.02
2026-03-09T18:45:00Z,30.79,69.00
2026-03-09T18:46:00Z,29.87,68.85
2026-03-09T18:47:00Z,29.99,72.11
2026-03-09T18:48:00Z,31.95,69.58
2026-03-09T18:49:00Z,32.00,70.00
2026-03-09T18:50:00Z,36.28,60.83
2026-03-09T18:51:00Z,47.83,54.69
2026-03-09T18:52:00Z,45.13,57.26
2026-03-09T18:53:00Z,36.58,57.96
2026-03-09T18:54:00Z,39.13,61.00
2026-03-09T18:55:00Z,33.08,67.04
2026-03-09T18:56:00Z,32.33,67.62
2026-03-09T18:57:00Z,28.38,67.88
2026-03-09T18:58:00Z,24.94,75.07
2026-03-09T18:59:00Z,17.55,81.30
2026-03-09T19:00:00Z,20.58,79.61
2026-03-09T19:01:00Z,24.20,75.85
2026-03-09T19:02:00Z,24.23,74.78
2026-03-09T19:03:00Z,17.98,82.58
2026-03-09T19:04:00Z,22.38,77.09
2026-03-09T19:05:00Z,21.80,76.86
2026-03-09T19:06:00Z,22.62,75.54
2026-03-09T19:07:00Z,23.11,81.81
2026-03-09T19:08:00Z,10.11,89.48
2026-03-09T19:09:00Z,8.22,91.70
2026-03-09T19:10:00Z,12.31,89.07
2026-03-09T19:11:00Z,9.00,90.74
2026-03-09T19:12:00Z,9.08,91.61
2026-03-09T19:13:00Z,12.02,86.03
2026-03-09T19:14:00Z,9.43,90.32
2026-03-09T19:15:00Z,9.92,89.75
2026-03-09T19:16:00Z,6.76,92.35
2026-03-09T19:17:00Z,8.77,91.53
2026-03-09T19:18:00Z,9.00,92.00
2026-03-09T19:19:00Z,9.84,90.28
2026-03-09T19:20:00Z,10.00,91.92
2026-03-09T19:21:00Z,4.81,94.09
2026-03-09T19:22:00Z,3.58,96.00
2026-03-09T19:23:00Z,6.06,95.13
2026-03-09T19:24:00Z,5.08,94.37
2026-03-09T19:25:00Z,4.74,96.56
2026-03-09T19:26:00Z,5.90,95.01
2026-03-09T19:27:00Z,6.74,92.94
2026-03-09T19:28:00Z,9.41,92.47
2026-03-09T19:29:00Z,1.95,98.90
2026-03-09T19:30:00Z,1.95,99.00
2026-03-09T19:31:00Z,1.95,99.00
