# event_ticker=KXATPCHALLENGERMATCH-26MAR26FICSCH
# final_score=6-3 7-5
# match_winner=Juan Pablo Ficovich
# fav_player=Juan Pablo Ficovich
# dog_player=Tristan Schoolkate
# kalshi_date=2026-03-26
timestamp,Juan Pablo Ficovich,Tristan Schoolkate
2026-03-26T21:16:00Z,34.18,69.78
2026-03-26T21:17:00Z,33.28,68.21
2026-03-26T21:18:00Z,31.07,69.75
2026-03-26T21:19:00Z,35.89,68.72
2026-03-26T21:20:00Z,29.99,70.99
2026-03-26T21:21:00Z,30.02,69.94
2026-03-26T21:22:00Z,29.54,70.99
2026-03-26T21:23:00Z,24.33,75.25
2026-03-26T21:24:00Z,23.00,73.88
2026-03-26T21:25:00Z,25.33,76.98
2026-03-26T21:26:00Z,24.88,75.15
2026-03-26T21:27:00Z,29.37,70.64
2026-03-26T21:28:00Z,31.00,68.79
2026-03-26T21:29:00Z,29.00,71.19
2026-03-26T21:30:00Z,28.61,70.50
2026-03-26T21:31:00Z,28.64,72.00
2026-03-26T21:32:00Z,29.00,72.00
2026-03-26T21:33:00Z,26.98,72.29
2026-03-26T21:34:00Z,31.35,70.73
2026-03-26T21:35:00Z,29.37,69.74
2026-03-26T21:36:00Z,36.62,65.05
2026-03-26T21:37:00Z,37.50,63.34
2026-03-26T21:38:00Z,35.43,65.08
2026-03-26T21:39:00Z,38.81,59.00
2026-03-26T21:40:00Z,39.50,63.23
2026-03-26T21:41:00Z,50.58,54.15
2026-03-26T21:42:00Z,55.75,45.00
2026-03-26T21:43:00Z,54.56,45.15
2026-03-26T21:44:00Z,56.40,40.87
2026-03-26T21:45:00Z,60.34,42.36
2026-03-26T21:46:00Z,57.44,43.14
2026-03-26T21:47:00Z,59.19,41.24
2026-03-26T21:48:00Z,64.28,36.69
2026-03-26T21:49:00Z,63.82,35.94
2026-03-26T21:50:00Z,65.99,34.49
2026-03-26T21:51:00Z,67.00,34.00
2026-03-26T21:52:00Z,66.16,35.88
2026-03-26T21:53:00Z,58.06,43.02
2026-03-26T21:54:00Z,53.58,47.80
2026-03-26T21:55:00Z,49.14,50.93
2026-03-26T21:56:00Z,51.11,51.09
2026-03-26T21:57:00Z,48.80,52.51
2026-03-26T21:58:00Z,44.09,56.31
2026-03-26T21:59:00Z,40.07,59.67
2026-03-26T22:00:00Z,43.58,58.31
2026-03-26T22:01:00Z,42.56,60.12
2026-03-26T22:02:00Z,42.43,57.17
2026-03-26T22:03:00Z,46.00,55.74
2026-03-26T22:04:00Z,46.01,56.03
2026-03-26T22:05:00Z,46.27,55.92
2026-03-26T22:06:00Z,41.75,58.15
2026-03-26T22:07:00Z,39.48,61.53
2026-03-26T22:08:00Z,38.93,64.13
2026-03-26T22:09:00Z,42.28,57.30
2026-03-26T22:10:00Z,39.75,63.15
2026-03-26T22:11:00Z,39.53,62.99
2026-03-26T22:12:00Z,40.13,62.30
2026-03-26T22:13:00Z,35.87,64.31
2026-03-26T22:14:00Z,39.24,61.28
2026-03-26T22:15:00Z,40.78,59.88
2026-03-26T22:16:00Z,38.30,62.51
2026-03-26T22:17:00Z,37.35,63.92
2026-03-26T22:18:00Z,37.08,63.30
2026-03-26T22:19:00Z,40.53,60.10
2026-03-26T22:20:00Z,40.88,59.64
2026-03-26T22:21:00Z,41.51,58.95
2026-03-26T22:22:00Z,46.12,54.72
2026-03-26T22:23:00Z,40.47,59.32
2026-03-26T22:24:00Z,38.12,61.29
2026-03-26T22:25:00Z,41.77,61.17
2026-03-26T22:26:00Z,41.97,58.41
2026-03-26T22:27:00Z,41.16,58.39
2026-03-26T22:28:00Z,38.84,62.40
2026-03-26T22:29:00Z,36.97,62.88
2026-03-26T22:30:00Z,42.93,57.03
2026-03-26T22:31:00Z,52.21,48.99
2026-03-26T22:32:00Z,65.27,32.69
2026-03-26T22:33:00Z,71.61,31.11
2026-03-26T22:34:00Z,72.43,27.69
2026-03-26T22:35:00Z,73.68,25.93
2026-03-26T22:36:00Z,70.05,29.65
2026-03-26T22:37:00Z,71.85,30.04
2026-03-26T22:38:00Z,83.24,17.01
2026-03-26T22:39:00Z,96.69,3.66
2026-03-26T22:40:00Z,99.00,1.00
2026-03-26T22:41:00Z,99.00,1.00
2026-03-26T22:42:00Z,99.00,1.00
