# event_ticker=KXATPCHALLENGERMATCH-26APR10SAIROD
# final_score=6-3 6-4
# match_winner=Jurij Rodionov
# fav_player=Jurij Rodionov
# dog_player=Nikolas Sanchez Izquierdo
# kalshi_date=2026-04-10
timestamp,Jurij Rodionov,Nikolas Sanchez Izquierdo
2026-04-10T12:29:00Z,67.00,33.19
2026-04-10T12:30:00Z,67.00,33.19
2026-04-10T12:32:00Z,68.12,33.00
2026-04-10T12:33:00Z,65.61,37.90
2026-04-10T12:34:00Z,60.70,41.33
2026-04-10T12:35:00Z,61.74,45.45
2026-04-10T12:36:00Z,55.02,45.50
2026-04-10T12:37:00Z,57.83,47.69
2026-04-10T12:38:00Z,57.83,38.00
2026-04-10T12:39:00Z,66.39,34.98
2026-04-10T12:40:00Z,71.80,30.01
2026-04-10T12:41:00Z,71.89,28.95
2026-04-10T12:42:00Z,71.89,27.64
2026-04-10T12:43:00Z,73.00,27.64
2026-04-10T12:44:00Z,69.00,29.81
2026-04-10T12:45:00Z,69.74,28.27
2026-04-10T12:46:00Z,69.74,30.85
2026-04-10T12:47:00Z,72.57,29.00
2026-04-10T12:48:00Z,75.67,29.00
2026-04-10T12:49:00Z,72.00,27.55
2026-04-10T12:50:00Z,67.88,33.81
2026-04-10T12:51:00Z,72.08,29.00
2026-04-10T12:52:00Z,74.50,28.00
2026-04-10T12:53:00Z,73.00,28.00
2026-04-10T12:54:00Z,75.54,26.00
2026-04-10T12:55:00Z,76.56,26.10
2026-04-10T12:56:00Z,77.89,25.20
2026-04-10T12:57:00Z,81.64,25.69
2026-04-10T12:58:00Z,74.39,29.92
2026-04-10T12:59:00Z,70.08,33.36
2026-04-10T13:00:00Z,65.28,36.89
2026-04-10T13:01:00Z,68.39,30.19
2026-04-10T13:02:00Z,72.27,29.00
2026-04-10T13:03:00Z,72.60,29.00
2026-04-10T13:05:00Z,73.00,28.41
2026-04-10T13:06:00Z,77.43,21.45
2026-04-10T13:07:00Z,80.28,19.15
2026-04-10T13:08:00Z,84.10,16.93
2026-04-10T13:09:00Z,87.00,16.00
2026-04-10T13:10:00Z,87.00,15.28
2026-04-10T13:11:00Z,86.30,14.00
2026-04-10T13:12:00Z,87.36,13.66
2026-04-10T13:13:00Z,86.37,12.99
2026-04-10T13:14:00Z,86.09,13.00
2026-04-10T13:15:00Z,86.09,12.86
2026-04-10T13:16:00Z,88.00,12.86
2026-04-10T13:17:00Z,88.00,13.00
2026-04-10T13:18:00Z,88.00,13.00
2026-04-10T13:19:00Z,88.00,13.43
2026-04-10T13:20:00Z,84.77,17.44
2026-04-10T13:21:00Z,84.66,16.99
2026-04-10T13:22:00Z,83.03,17.91
2026-04-10T13:23:00Z,83.22,17.91
2026-04-10T13:24:00Z,85.10,15.45
2026-04-10T13:25:00Z,87.00,15.07
2026-04-10T13:26:00Z,86.99,13.68
2026-04-10T13:27:00Z,82.18,17.45
2026-04-10T13:28:00Z,81.23,18.24
2026-04-10T13:29:00Z,82.35,18.98
2026-04-10T13:30:00Z,80.77,20.00
2026-04-10T13:31:00Z,74.16,22.44
2026-04-10T13:32:00Z,76.64,25.85
2026-04-10T13:33:00Z,76.12,25.69
2026-04-10T13:34:00Z,77.30,24.63
2026-04-10T13:35:00Z,77.28,22.94
2026-04-10T13:36:00Z,82.03,19.01
2026-04-10T13:37:00Z,84.86,16.02
2026-04-10T13:38:00Z,83.67,17.82
2026-04-10T13:39:00Z,90.71,11.23
2026-04-10T13:40:00Z,93.94,8.12
2026-04-10T13:41:00Z,93.97,6.89
2026-04-10T13:42:00Z,95.07,6.68
2026-04-10T13:43:00Z,94.12,5.92
2026-04-10T13:44:00Z,94.45,4.37
2026-04-10T13:45:00Z,94.85,6.50
2026-04-10T13:46:00Z,95.43,4.06
2026-04-10T13:47:00Z,95.32,4.90
2026-04-10T13:48:00Z,95.81,5.22
2026-04-10T13:49:00Z,95.22,4.42
2026-04-10T13:50:00Z,95.91,5.49
2026-04-10T13:51:00Z,94.99,6.00
2026-04-10T13:52:00Z,93.96,6.78
2026-04-10T13:53:00Z,95.19,7.00
2026-04-10T13:54:00Z,96.21,6.69
2026-04-10T13:55:00Z,97.23,2.73
2026-04-10T13:56:00Z,97.03,3.76
2026-04-10T13:57:00Z,97.53,4.17
2026-04-10T13:58:00Z,97.37,4.29
2026-04-10T13:59:00Z,97.00,3.95
2026-04-10T14:00:00Z,98.51,1.72
2026-04-10T14:01:00Z,99.00,1.00
2026-04-10T14:02:00Z,99.00,1.00
2026-04-10T14:03:00Z,99.00,1.00
2026-04-10T14:04:00Z,99.00,1.00
2026-04-10T14:05:00Z,99.00,1.00
2026-04-10T14:07:00Z,99.00,1.00
2026-04-10T14:08:00Z,99.00,1.00
2026-04-10T14:09:00Z,99.00,1.00
2026-04-10T14:11:00Z,99.00,1.00
