# event_ticker=KXATPCHALLENGERMATCH-26APR04NEUGIL
# final_score=6-3 3-1
# score_resolution=3-6 1-3
# match_winner=Lukas Neumayer
# fav_player=Felix Gill
# dog_player=Lukas Neumayer
# kalshi_date=2026-04-04
timestamp,Felix Gill,Lukas Neumayer
2026-04-04T16:09:00Z,16.29,84.23
2026-04-04T16:10:00Z,19.19,82.33
2026-04-04T16:11:00Z,22.87,78.69
2026-04-04T16:12:00Z,25.79,77.39
2026-04-04T16:13:00Z,22.32,75.23
2026-04-04T16:14:00Z,25.85,75.43
2026-04-04T16:15:00Z,26.00,76.00
2026-04-04T16:16:00Z,25.83,76.00
2026-04-04T16:17:00Z,20.50,80.94
2026-04-04T16:18:00Z,18.85,84.36
2026-04-04T16:19:00Z,17.70,85.75
2026-04-04T16:20:00Z,14.44,88.33
2026-04-04T16:21:00Z,15.50,87.09
2026-04-04T16:22:00Z,16.83,88.40
2026-04-04T16:23:00Z,15.59,88.73
2026-04-04T16:24:00Z,11.79,91.69
2026-04-04T16:25:00Z,11.00,90.33
2026-04-04T16:26:00Z,12.06,90.13
2026-04-04T16:27:00Z,19.32,85.05
2026-04-04T16:28:00Z,21.44,81.93
2026-04-04T16:29:00Z,20.21,82.41
2026-04-04T16:30:00Z,20.58,86.65
2026-04-04T16:31:00Z,15.42,85.00
2026-04-04T16:32:00Z,15.79,85.00
2026-04-04T16:33:00Z,15.66,85.22
2026-04-04T16:34:00Z,11.58,87.61
2026-04-04T16:35:00Z,14.00,88.00
2026-04-04T16:36:00Z,11.50,91.06
2026-04-04T16:37:00Z,8.00,93.39
2026-04-04T16:38:00Z,5.55,94.69
2026-04-04T16:39:00Z,6.21,95.64
2026-04-04T16:40:00Z,4.13,95.64
2026-04-04T16:41:00Z,5.88,95.44
2026-04-04T16:42:00Z,8.17,93.47
2026-04-04T16:43:00Z,8.00,94.31
2026-04-04T16:44:00Z,5.50,94.39
2026-04-04T16:45:00Z,9.09,92.43
2026-04-04T16:46:00Z,9.32,91.71
2026-04-04T16:47:00Z,12.19,89.48
2026-04-04T16:48:00Z,12.86,88.95
2026-04-04T16:49:00Z,12.43,88.17
2026-04-04T16:50:00Z,13.00,89.02
2026-04-04T16:51:00Z,9.20,90.43
2026-04-04T16:52:00Z,8.20,92.70
2026-04-04T16:53:00Z,10.35,90.44
2026-04-04T16:54:00Z,11.53,89.78
2026-04-04T16:55:00Z,10.01,92.77
2026-04-04T16:56:00Z,9.00,92.28
2026-04-04T16:57:00Z,4.80,94.88
2026-04-04T16:58:00Z,2.75,97.11
2026-04-04T16:59:00Z,2.89,96.90
2026-04-04T17:00:00Z,3.56,96.00
2026-04-04T17:01:00Z,1.47,95.31
2026-04-04T17:02:00Z,1.00,99.00
2026-04-04T17:03:00Z,1.00,99.00
2026-04-04T17:04:00Z,1.00,99.00
2026-04-04T17:05:00Z,1.00,99.00
2026-04-04T17:06:00Z,1.00,99.00
