# event_ticker=KXATPCHALLENGERMATCH-26MAY13SCHCIN
# final_score=6-4 6-1
# match_winner=Federico Cina
# fav_player=Federico Cina
# dog_player=Joel Schwaerzler
# kalshi_date=2026-05-13
timestamp,Joel Schwaerzler,Federico Cina
2026-05-13T08:44:00Z,58.00,44.00
2026-05-13T08:51:00Z,58.00,42.22
2026-05-13T09:01:00Z,58.00,42.22
2026-05-13T09:07:00Z,58.00,42.22
2026-05-13T09:10:00Z,59.00,42.22
2026-05-13T09:11:00Z,59.00,42.22
2026-05-13T09:14:00Z,60.00,42.22
2026-05-13T09:15:00Z,58.84,44.00
2026-05-13T09:16:00Z,55.00,44.00
2026-05-13T09:17:00Z,60.00,44.00
2026-05-13T09:18:00Z,60.00,41.00
2026-05-13T09:19:00Z,62.00,41.00
2026-05-13T09:20:00Z,55.00,43.00
2026-05-13T09:21:00Z,52.59,43.00
2026-05-13T09:22:00Z,52.59,51.75
2026-05-13T09:24:00Z,52.59,53.00
2026-05-13T09:25:00Z,48.39,53.00
2026-05-13T09:26:00Z,48.88,50.44
2026-05-13T09:27:00Z,56.00,44.61
2026-05-13T09:28:00Z,57.00,44.61
2026-05-13T09:29:00Z,64.20,44.61
2026-05-13T09:30:00Z,63.11,44.61
2026-05-13T09:31:00Z,54.13,43.00
2026-05-13T09:32:00Z,52.00,46.00
2026-05-13T09:33:00Z,53.83,46.00
2026-05-13T09:34:00Z,54.00,46.00
2026-05-13T09:35:00Z,56.77,46.00
2026-05-13T09:36:00Z,57.00,46.00
2026-05-13T09:37:00Z,57.02,46.00
2026-05-13T09:38:00Z,56.00,45.00
2026-05-13T09:40:00Z,60.26,38.00
2026-05-13T09:41:00Z,56.67,38.63
2026-05-13T09:42:00Z,49.96,38.63
2026-05-13T09:43:00Z,48.59,54.61
2026-05-13T09:44:00Z,49.91,54.00
2026-05-13T09:45:00Z,54.27,48.00
2026-05-13T09:46:00Z,58.00,43.00
2026-05-13T09:47:00Z,58.97,43.00
2026-05-13T09:48:00Z,56.00,42.00
2026-05-13T09:49:00Z,54.00,42.00
2026-05-13T09:50:00Z,50.90,48.79
2026-05-13T09:51:00Z,49.67,52.00
2026-05-13T09:52:00Z,48.54,50.94
2026-05-13T09:53:00Z,50.33,51.88
2026-05-13T09:54:00Z,32.78,56.30
2026-05-13T09:55:00Z,31.00,68.00
2026-05-13T09:56:00Z,31.00,68.70
2026-05-13T09:57:00Z,27.95,70.51
2026-05-13T09:58:00Z,29.00,70.51
2026-05-13T09:59:00Z,27.62,72.35
2026-05-13T10:00:00Z,26.00,72.35
2026-05-13T10:01:00Z,26.00,75.00
2026-05-13T10:02:00Z,26.00,75.00
2026-05-13T10:03:00Z,25.89,75.00
2026-05-13T10:04:00Z,26.08,75.00
2026-05-13T10:05:00Z,25.00,75.24
2026-05-13T10:06:00Z,25.80,76.05
2026-05-13T10:07:00Z,20.00,79.27
2026-05-13T10:08:00Z,15.56,84.73
2026-05-13T10:09:00Z,13.88,87.72
2026-05-13T10:10:00Z,13.40,89.00
2026-05-13T10:11:00Z,8.41,90.00
2026-05-13T10:12:00Z,8.77,92.00
2026-05-13T10:13:00Z,6.99,95.91
2026-05-13T10:14:00Z,3.86,97.35
2026-05-13T10:15:00Z,2.95,98.00
2026-05-13T10:16:00Z,2.89,96.50
2026-05-13T10:17:00Z,2.55,98.00
2026-05-13T10:18:00Z,2.00,98.00
2026-05-13T10:19:00Z,1.00,99.00
2026-05-13T10:20:00Z,1.00,98.10
2026-05-13T10:22:00Z,1.00,99.00
2026-05-13T10:23:00Z,2.37,99.00
2026-05-13T10:24:00Z,2.37,99.00
2026-05-13T10:25:00Z,2.37,99.00
