# event_ticker=KXATPCHALLENGERMATCH-26MAY17CERCOL
# final_score=5-7 6-1 7-6(4)
# score_resolution=7-5 1-6 6-7
# match_winner=Juan Manuel Cerundolo
# fav_player=Raphael Collignon
# dog_player=Juan Manuel Cerundolo
# kalshi_date=2026-05-17
timestamp,Juan Manuel Cerundolo,Raphael Collignon
2026-05-17T14:17:00Z,29.23,71.14
2026-05-17T14:18:00Z,20.99,76.86
2026-05-17T14:19:00Z,21.00,80.00
2026-05-17T14:20:00Z,22.91,78.00
2026-05-17T14:21:00Z,26.87,74.53
2026-05-17T14:22:00Z,30.86,71.54
2026-05-17T14:23:00Z,24.70,75.80
2026-05-17T14:24:00Z,20.71,78.98
2026-05-17T14:25:00Z,21.00,80.00
2026-05-17T14:26:00Z,19.25,81.00
2026-05-17T14:27:00Z,21.02,80.79
2026-05-17T14:28:00Z,22.00,79.03
2026-05-17T14:29:00Z,22.00,79.00
2026-05-17T14:30:00Z,23.64,77.92
2026-05-17T14:31:00Z,28.13,71.12
2026-05-17T14:32:00Z,36.40,64.00
2026-05-17T14:33:00Z,37.88,63.60
2026-05-17T14:34:00Z,37.14,63.21
2026-05-17T14:35:00Z,32.19,66.36
2026-05-17T14:36:00Z,34.88,65.70
2026-05-17T14:37:00Z,39.77,59.01
2026-05-17T14:38:00Z,41.65,59.00
2026-05-17T14:39:00Z,46.75,57.50
2026-05-17T14:40:00Z,48.54,52.12
2026-05-17T14:41:00Z,40.90,59.23
2026-05-17T14:42:00Z,38.04,61.13
2026-05-17T14:43:00Z,42.67,59.01
2026-05-17T14:44:00Z,44.86,56.48
2026-05-17T14:45:00Z,45.00,56.00
2026-05-17T14:46:00Z,47.54,56.38
2026-05-17T14:47:00Z,42.22,59.00
2026-05-17T14:48:00Z,40.85,59.00
2026-05-17T14:49:00Z,37.60,63.07
2026-05-17T14:50:00Z,33.32,68.45
2026-05-17T14:51:00Z,30.04,68.96
2026-05-17T14:52:00Z,26.80,72.30
2026-05-17T14:53:00Z,20.33,79.49
2026-05-17T14:54:00Z,21.33,79.24
2026-05-17T14:55:00Z,22.01,77.96
2026-05-17T14:56:00Z,24.30,74.63
2026-05-17T14:57:00Z,22.93,80.18
2026-05-17T14:58:00Z,17.02,83.01
2026-05-17T14:59:00Z,16.91,83.96
2026-05-17T15:00:00Z,17.00,84.00
2026-05-17T15:01:00Z,16.87,83.68
2026-05-17T15:02:00Z,16.78,84.00
2026-05-17T15:03:00Z,16.98,83.86
2026-05-17T15:04:00Z,19.20,83.86
2026-05-17T15:05:00Z,20.00,81.00
2026-05-17T15:06:00Z,18.68,81.63
2026-05-17T15:07:00Z,19.43,81.23
2026-05-17T15:08:00Z,20.66,79.46
2026-05-17T15:09:00Z,28.49,73.92
2026-05-17T15:10:00Z,30.16,71.08
2026-05-17T15:11:00Z,31.16,69.01
2026-05-17T15:12:00Z,33.71,65.88
2026-05-17T15:13:00Z,34.19,66.85
2026-05-17T15:14:00Z,35.11,65.10
2026-05-17T15:15:00Z,35.88,64.34
2026-05-17T15:16:00Z,35.79,65.00
2026-05-17T15:17:00Z,35.94,65.00
2026-05-17T15:18:00Z,34.85,66.00
2026-05-17T15:19:00Z,34.30,66.49
2026-05-17T15:20:00Z,35.12,66.97
2026-05-17T15:21:00Z,34.04,68.62
2026-05-17T15:22:00Z,33.26,66.86
2026-05-17T15:23:00Z,31.12,70.13
2026-05-17T15:24:00Z,31.99,67.47
2026-05-17T15:25:00Z,33.71,66.00
2026-05-17T15:26:00Z,36.14,64.08
2026-05-17T15:27:00Z,36.92,64.01
2026-05-17T15:28:00Z,36.44,64.00
2026-05-17T15:29:00Z,36.87,64.00
2026-05-17T15:30:00Z,39.27,60.98
2026-05-17T15:31:00Z,40.15,60.02
2026-05-17T15:32:00Z,44.63,56.40
2026-05-17T15:33:00Z,44.80,56.00
2026-05-17T15:34:00Z,45.54,55.44
2026-05-17T15:35:00Z,43.39,56.79
2026-05-17T15:36:00Z,45.34,54.39
2026-05-17T15:37:00Z,45.05,55.00
2026-05-17T15:38:00Z,45.54,54.93
2026-05-17T15:39:00Z,44.87,55.00
2026-05-17T15:40:00Z,47.22,53.57
2026-05-17T15:41:00Z,45.55,54.94
2026-05-17T15:42:00Z,45.08,53.57
2026-05-17T15:43:00Z,53.54,46.45
2026-05-17T15:44:00Z,57.61,47.14
2026-05-17T15:45:00Z,43.38,57.11
2026-05-17T15:46:00Z,39.43,59.93
2026-05-17T15:47:00Z,43.41,56.40
2026-05-17T15:48:00Z,45.94,54.95
2026-05-17T15:49:00Z,47.61,53.15
2026-05-17T15:50:00Z,44.52,55.98
2026-05-17T15:51:00Z,42.02,58.03
2026-05-17T15:52:00Z,41.24,59.00
2026-05-17T15:53:00Z,41.92,58.33
2026-05-17T15:54:00Z,41.05,61.49
2026-05-17T15:55:00Z,42.50,58.82
2026-05-17T15:56:00Z,47.30,52.02
2026-05-17T15:57:00Z,45.06,55.89
2026-05-17T15:58:00Z,41.93,57.50
2026-05-17T15:59:00Z,40.03,60.34
2026-05-17T16:00:00Z,42.14,60.53
2026-05-17T16:01:00Z,43.34,57.18
2026-05-17T16:02:00Z,45.34,54.37
2026-05-17T16:03:00Z,45.65,56.29
2026-05-17T16:04:00Z,46.72,56.84
2026-05-17T16:05:00Z,39.96,60.52
2026-05-17T16:06:00Z,38.44,60.29
2026-05-17T16:07:00Z,38.98,62.00
2026-05-17T16:08:00Z,39.61,59.99
2026-05-17T16:09:00Z,44.40,56.42
2026-05-17T16:10:00Z,38.78,61.22
2026-05-17T16:11:00Z,40.65,61.84
2026-05-17T16:12:00Z,39.79,59.61
2026-05-17T16:13:00Z,35.43,64.83
2026-05-17T16:14:00Z,42.46,59.54
2026-05-17T16:15:00Z,44.78,57.38
2026-05-17T16:16:00Z,37.29,62.98
2026-05-17T16:17:00Z,34.60,65.81
2026-05-17T16:18:00Z,34.37,66.75
2026-05-17T16:19:00Z,37.61,63.29
2026-05-17T16:20:00Z,40.80,61.80
2026-05-17T16:21:00Z,33.43,68.86
2026-05-17T16:22:00Z,39.57,58.95
2026-05-17T16:23:00Z,48.64,52.47
2026-05-17T16:24:00Z,47.02,54.39
2026-05-17T16:25:00Z,36.47,61.38
2026-05-17T16:26:00Z,36.19,62.98
2026-05-17T16:27:00Z,34.35,65.88
2026-05-17T16:28:00Z,35.80,68.35
2026-05-17T16:29:00Z,43.53,56.41
2026-05-17T16:30:00Z,44.22,56.53
2026-05-17T16:31:00Z,36.91,61.08
2026-05-17T16:32:00Z,35.59,65.67
2026-05-17T16:33:00Z,43.81,57.86
2026-05-17T16:34:00Z,59.52,36.69
2026-05-17T16:35:00Z,62.77,36.59
2026-05-17T16:36:00Z,60.48,29.48
2026-05-17T16:37:00Z,70.65,34.38
2026-05-17T16:38:00Z,62.30,39.16
2026-05-17T16:39:00Z,49.30,52.92
2026-05-17T16:40:00Z,52.52,44.22
2026-05-17T16:41:00Z,47.39,53.82
2026-05-17T16:42:00Z,65.75,44.45
2026-05-17T16:43:00Z,69.10,29.14
2026-05-17T16:44:00Z,86.10,14.58
2026-05-17T16:45:00Z,97.93,2.64
2026-05-17T16:46:00Z,99.00,2.64
2026-05-17T16:47:00Z,99.00,1.00
2026-05-17T16:48:00Z,99.00,1.00
2026-05-17T16:49:00Z,99.00,1.00
2026-05-17T16:50:00Z,99.00,1.00
2026-05-17T16:51:00Z,99.00,1.00
2026-05-17T16:52:00Z,99.00,1.00
2026-05-17T16:53:00Z,99.00,1.00
