# event_ticker=KXATPCHALLENGERMATCH-26MAY18MRVFOR
# final_score=4-6 6-4 6-2
# score_resolution=6-4 4-6 2-6
# match_winner=Maxim Mrva
# fav_player=Jonas Forejtek
# dog_player=Maxim Mrva
# kalshi_date=2026-05-18
timestamp,Maxim Mrva,Jonas Forejtek
2026-05-18T15:59:00Z,27.27,72.05
2026-05-18T16:00:00Z,30.00,70.12
2026-05-18T16:01:00Z,31.98,70.31
2026-05-18T16:02:00Z,32.89,69.93
2026-05-18T16:03:00Z,30.00,69.74
2026-05-18T16:04:00Z,32.84,67.00
2026-05-18T16:05:00Z,31.07,69.52
2026-05-18T16:06:00Z,30.00,70.94
2026-05-18T16:07:00Z,31.43,70.00
2026-05-18T16:08:00Z,33.87,66.67
2026-05-18T16:09:00Z,33.00,67.14
2026-05-18T16:10:00Z,37.05,63.31
2026-05-18T16:11:00Z,41.92,57.15
2026-05-18T16:12:00Z,42.00,59.05
2026-05-18T16:13:00Z,36.49,62.99
2026-05-18T16:14:00Z,35.00,65.15
2026-05-18T16:15:00Z,34.93,66.24
2026-05-18T16:16:00Z,32.00,68.00
2026-05-18T16:17:00Z,31.13,68.82
2026-05-18T16:18:00Z,30.21,70.20
2026-05-18T16:19:00Z,30.21,71.37
2026-05-18T16:20:00Z,28.50,73.34
2026-05-18T16:21:00Z,27.53,74.38
2026-05-18T16:22:00Z,24.78,79.72
2026-05-18T16:23:00Z,18.98,83.40
2026-05-18T16:24:00Z,13.97,85.11
2026-05-18T16:25:00Z,13.00,88.00
2026-05-18T16:26:00Z,13.70,85.99
2026-05-18T16:27:00Z,15.91,84.33
2026-05-18T16:28:00Z,17.10,83.00
2026-05-18T16:29:00Z,16.88,83.95
2026-05-18T16:30:00Z,21.09,81.14
2026-05-18T16:31:00Z,24.32,78.06
2026-05-18T16:32:00Z,24.34,78.66
2026-05-18T16:33:00Z,23.24,80.24
2026-05-18T16:34:00Z,34.13,65.62
2026-05-18T16:35:00Z,37.13,63.28
2026-05-18T16:36:00Z,37.58,62.22
2026-05-18T16:37:00Z,34.24,66.97
2026-05-18T16:38:00Z,39.51,63.38
2026-05-18T16:39:00Z,42.15,57.29
2026-05-18T16:40:00Z,43.03,57.00
2026-05-18T16:41:00Z,43.99,56.11
2026-05-18T16:42:00Z,45.00,55.00
2026-05-18T16:43:00Z,45.00,55.98
2026-05-18T16:44:00Z,43.15,58.61
2026-05-18T16:45:00Z,39.06,61.20
2026-05-18T16:46:00Z,39.49,61.73
2026-05-18T16:47:00Z,45.16,55.13
2026-05-18T16:48:00Z,48.94,50.70
2026-05-18T16:49:00Z,52.23,50.43
2026-05-18T16:50:00Z,50.91,48.44
2026-05-18T16:51:00Z,43.34,58.50
2026-05-18T16:52:00Z,42.46,59.39
2026-05-18T16:53:00Z,44.73,55.41
2026-05-18T16:54:00Z,44.69,57.10
2026-05-18T16:55:00Z,50.10,51.54
2026-05-18T16:56:00Z,49.65,51.55
2026-05-18T16:57:00Z,58.35,42.96
2026-05-18T16:58:00Z,62.24,45.95
2026-05-18T16:59:00Z,47.21,54.19
2026-05-18T17:00:00Z,49.94,48.24
2026-05-18T17:01:00Z,65.75,33.18
2026-05-18T17:02:00Z,68.00,32.07
2026-05-18T17:03:00Z,73.02,24.08
2026-05-18T17:04:00Z,74.42,26.58
2026-05-18T17:05:00Z,77.34,21.14
2026-05-18T17:06:00Z,78.54,21.92
2026-05-18T17:07:00Z,80.59,16.79
2026-05-18T17:08:00Z,81.33,19.64
2026-05-18T17:09:00Z,76.00,25.49
2026-05-18T17:10:00Z,72.00,28.91
2026-05-18T17:11:00Z,69.21,29.60
2026-05-18T17:12:00Z,66.05,31.75
2026-05-18T17:13:00Z,61.69,32.52
2026-05-18T17:14:00Z,72.30,26.34
2026-05-18T17:15:00Z,77.21,24.73
2026-05-18T17:16:00Z,79.80,18.45
2026-05-18T17:17:00Z,81.15,19.82
2026-05-18T17:18:00Z,91.47,12.87
2026-05-18T17:19:00Z,96.92,3.43
2026-05-18T17:20:00Z,98.43,1.67
2026-05-18T17:21:00Z,99.00,1.67
2026-05-18T17:22:00Z,99.00,1.67
2026-05-18T17:23:00Z,99.00,1.67
2026-05-18T17:24:00Z,99.00,1.67
2026-05-18T17:25:00Z,99.00,1.00
