# event_ticker=KXATPCHALLENGERMATCH-26APR03CECGIL
# final_score=7-6(2) 6-2
# score_resolution=7-6 6-2
# match_winner=Felix Gill
# fav_player=Felix Gill
# dog_player=Marco Cecchinato
# kalshi_date=2026-04-03
timestamp,Felix Gill,Marco Cecchinato
2026-04-03T11:10:00Z,95.37,4.89
2026-04-03T11:11:00Z,96.00,3.96
2026-04-03T11:12:00Z,96.05,2.33
2026-04-03T11:13:00Z,98.00,2.20
2026-04-03T11:14:00Z,98.95,1.11
2026-04-03T11:15:00Z,98.01,2.44
2026-04-03T11:16:00Z,99.00,1.00
2026-04-03T11:17:00Z,99.00,1.00
2026-04-03T11:18:00Z,99.00,1.00
2026-04-03T11:19:00Z,99.00,1.00
2026-04-03T11:20:00Z,99.00,1.00
