# event_ticker=KXATPCHALLENGERMATCH-26MAR17CATHAY
# final_score=6-3 7-6(4)
# score_resolution=3-6 6-7
# match_winner=Alejandro Hayen
# fav_player=Robin Catry
# dog_player=Alejandro Hayen
# kalshi_date=2026-03-17
timestamp,Robin Catry,Alejandro Hayen
2026-03-17T18:11:00Z,91.00,14.67
2026-03-17T18:12:00Z,88.00,13.34
2026-03-17T18:13:00Z,86.00,14.00
2026-03-17T18:14:00Z,86.00,15.76
2026-03-17T18:15:00Z,86.00,14.67
2026-03-17T18:16:00Z,81.00,17.20
2026-03-17T18:17:00Z,83.66,18.37
2026-03-17T18:18:00Z,84.00,16.88
2026-03-17T18:19:00Z,87.08,14.20
2026-03-17T18:20:00Z,89.00,12.87
2026-03-17T18:21:00Z,89.91,10.19
2026-03-17T18:22:00Z,89.91,15.17
2026-03-17T18:23:00Z,89.91,16.00
2026-03-17T18:24:00Z,85.65,19.96
2026-03-17T18:25:00Z,87.00,13.42
2026-03-17T18:26:00Z,87.00,12.00
2026-03-17T18:27:00Z,83.35,15.89
2026-03-17T18:28:00Z,83.00,17.11
2026-03-17T18:29:00Z,84.00,17.57
2026-03-17T18:30:00Z,84.00,16.41
2026-03-17T18:31:00Z,85.00,16.00
2026-03-17T18:32:00Z,84.00,15.76
2026-03-17T18:33:00Z,82.00,19.05
2026-03-17T18:34:00Z,81.00,19.98
2026-03-17T18:35:00Z,81.00,21.06
2026-03-17T18:36:00Z,78.00,25.73
2026-03-17T18:37:00Z,74.87,25.67
2026-03-17T18:38:00Z,70.00,28.84
2026-03-17T18:39:00Z,61.49,38.82
2026-03-17T18:40:00Z,68.43,32.70
2026-03-17T18:41:00Z,66.74,35.92
2026-03-17T18:42:00Z,57.00,42.85
2026-03-17T18:43:00Z,57.00,43.21
2026-03-17T18:44:00Z,55.38,46.25
2026-03-17T18:45:00Z,56.25,43.34
2026-03-17T18:46:00Z,57.20,40.50
2026-03-17T18:47:00Z,57.11,41.99
2026-03-17T18:48:00Z,58.60,40.45
2026-03-17T18:49:00Z,58.00,41.59
2026-03-17T18:50:00Z,55.21,46.21
2026-03-17T18:51:00Z,49.20,54.39
2026-03-17T18:52:00Z,49.85,52.16
2026-03-17T18:53:00Z,46.99,54.38
2026-03-17T18:54:00Z,32.39,66.18
2026-03-17T18:55:00Z,35.24,69.98
2026-03-17T18:56:00Z,42.35,60.70
2026-03-17T18:57:00Z,50.60,50.18
2026-03-17T18:58:00Z,53.43,45.11
2026-03-17T18:59:00Z,59.10,39.69
2026-03-17T19:00:00Z,60.00,40.00
2026-03-17T19:01:00Z,60.00,39.13
2026-03-17T19:02:00Z,55.41,46.26
2026-03-17T19:03:00Z,51.07,50.97
2026-03-17T19:04:00Z,41.57,60.86
2026-03-17T19:05:00Z,45.93,51.72
2026-03-17T19:06:00Z,53.76,46.01
2026-03-17T19:07:00Z,53.76,44.69
2026-03-17T19:08:00Z,53.78,45.38
2026-03-17T19:09:00Z,51.00,47.11
2026-03-17T19:10:00Z,50.00,51.94
2026-03-17T19:11:00Z,58.64,43.88
2026-03-17T19:12:00Z,65.94,36.46
2026-03-17T19:13:00Z,65.94,50.02
2026-03-17T19:14:00Z,54.62,45.32
2026-03-17T19:15:00Z,57.34,42.42
2026-03-17T19:16:00Z,58.00,43.00
2026-03-17T19:17:00Z,57.05,43.48
2026-03-17T19:18:00Z,56.10,44.13
2026-03-17T19:19:00Z,53.00,46.25
2026-03-17T19:20:00Z,57.25,48.89
2026-03-17T19:21:00Z,63.18,36.21
2026-03-17T19:22:00Z,64.87,33.61
2026-03-17T19:23:00Z,61.00,38.10
2026-03-17T19:24:00Z,49.40,47.85
2026-03-17T19:25:00Z,56.00,46.99
2026-03-17T19:26:00Z,53.61,43.35
2026-03-17T19:27:00Z,57.00,46.00
2026-03-17T19:28:00Z,57.18,43.69
2026-03-17T19:29:00Z,65.79,39.70
2026-03-17T19:30:00Z,67.23,35.54
2026-03-17T19:31:00Z,67.27,31.14
2026-03-17T19:32:00Z,53.86,43.95
2026-03-17T19:33:00Z,55.88,46.48
2026-03-17T19:34:00Z,56.50,46.62
2026-03-17T19:35:00Z,65.80,36.62
2026-03-17T19:36:00Z,55.73,42.85
2026-03-17T19:37:00Z,57.44,41.82
2026-03-17T19:38:00Z,63.97,35.68
2026-03-17T19:39:00Z,51.94,48.93
2026-03-17T19:40:00Z,55.88,48.01
2026-03-17T19:41:00Z,63.05,37.82
2026-03-17T19:42:00Z,41.67,56.30
2026-03-17T19:43:00Z,25.25,71.49
2026-03-17T19:44:00Z,32.20,66.37
2026-03-17T19:45:00Z,19.76,78.84
2026-03-17T19:46:00Z,15.68,89.37
2026-03-17T19:47:00Z,7.56,92.40
2026-03-17T19:48:00Z,3.03,98.63
2026-03-17T19:49:00Z,1.00,99.00
2026-03-17T19:50:00Z,1.00,99.00
2026-03-17T19:51:00Z,1.00,99.00
2026-03-17T19:52:00Z,1.00,99.00
