# event_ticker=KXATPMATCH-25AUG19VANARN
# final_score=6-3 6-3
# match_winner=Botic van de Zandschulp
# fav_player=Botic Van de Zandschulp
# dog_player=Matteo Arnaldi
# kalshi_date=2025-08-19
timestamp,Botic Van de Zandschulp,Matteo Arnaldi
2025-08-19T22:35:00Z,66.00,34.00
2025-08-19T22:36:00Z,71.00,31.00
2025-08-19T22:37:00Z,72.30,31.00
2025-08-19T22:38:00Z,68.96,34.91
2025-08-19T22:39:00Z,71.28,34.91
2025-08-19T22:40:00Z,71.45,30.40
2025-08-19T22:41:00Z,71.45,31.61
2025-08-19T22:43:00Z,70.00,31.61
2025-08-19T22:45:00Z,70.00,30.00
2025-08-19T22:46:00Z,70.00,28.54
2025-08-19T22:47:00Z,76.93,28.54
2025-08-19T22:48:00Z,78.00,28.54
2025-08-19T22:49:00Z,81.33,19.21
2025-08-19T22:50:00Z,82.00,20.27
2025-08-19T22:52:00Z,81.06,20.92
2025-08-19T22:54:00Z,83.21,19.00
2025-08-19T22:55:00Z,84.78,17.69
2025-08-19T22:57:00Z,84.00,17.14
2025-08-19T22:58:00Z,83.00,18.00
2025-08-19T22:59:00Z,83.00,22.62
2025-08-19T23:00:00Z,83.00,21.03
2025-08-19T23:01:00Z,80.86,16.69
2025-08-19T23:02:00Z,80.86,17.00
2025-08-19T23:03:00Z,83.00,17.00
2025-08-19T23:04:00Z,83.00,18.00
2025-08-19T23:05:00Z,83.00,20.00
2025-08-19T23:06:00Z,84.00,18.66
2025-08-19T23:08:00Z,81.83,18.33
2025-08-19T23:09:00Z,82.00,17.46
2025-08-19T23:10:00Z,78.00,17.46
2025-08-19T23:11:00Z,80.00,17.46
2025-08-19T23:12:00Z,80.00,17.17
2025-08-19T23:13:00Z,80.00,18.00
2025-08-19T23:14:00Z,84.00,18.00
2025-08-19T23:15:00Z,84.00,18.00
2025-08-19T23:16:00Z,84.00,17.00
2025-08-19T23:17:00Z,83.00,17.00
2025-08-19T23:18:00Z,83.00,16.09
2025-08-19T23:19:00Z,86.91,16.09
2025-08-19T23:20:00Z,94.97,8.19
2025-08-19T23:21:00Z,98.48,1.00
2025-08-19T23:22:00Z,96.67,2.68
2025-08-19T23:23:00Z,96.67,2.00
2025-08-19T23:24:00Z,99.00,1.00
2025-08-19T23:25:00Z,97.83,1.00
2025-08-19T23:26:00Z,96.91,1.00
2025-08-19T23:27:00Z,96.91,1.90
2025-08-19T23:28:00Z,97.37,1.98
2025-08-19T23:29:00Z,99.00,2.59
2025-08-19T23:30:00Z,99.00,2.59
2025-08-19T23:31:00Z,99.00,2.97
2025-08-19T23:32:00Z,99.00,2.06
2025-08-19T23:33:00Z,99.00,1.46
2025-08-19T23:34:00Z,98.32,2.00
2025-08-19T23:35:00Z,98.00,3.01
2025-08-19T23:36:00Z,98.00,2.99
2025-08-19T23:37:00Z,98.00,1.00
2025-08-19T23:38:00Z,99.00,1.00
2025-08-19T23:41:00Z,99.00,1.00
