# event_ticker=KXATPCHALLENGERMATCH-26JUN05MORSQU
# final_score=7-6(3) 6-3
# score_resolution=6-7 3-6
# match_winner=Henri Squire
# fav_player=Alejandro Moro Canas
# dog_player=Henri Squire
# kalshi_date=2026-06-05
timestamp,Alejandro Moro Canas,Henri Squire
2026-06-05T11:30:00Z,56.03,44.73
2026-06-05T11:31:00Z,52.00,48.84
2026-06-05T11:32:00Z,54.28,48.00
2026-06-05T11:33:00Z,54.00,45.42
2026-06-05T11:34:00Z,54.90,44.29
2026-06-05T11:35:00Z,57.62,42.85
2026-06-05T11:36:00Z,57.96,39.13
2026-06-05T11:37:00Z,67.65,33.84
2026-06-05T11:38:00Z,62.97,36.70
2026-06-05T11:39:00Z,59.93,38.94
2026-06-05T11:40:00Z,58.49,41.09
2026-06-05T11:41:00Z,53.47,44.35
2026-06-05T11:42:00Z,56.00,42.00
2026-06-05T11:43:00Z,56.01,43.00
2026-06-05T11:44:00Z,59.60,42.78
2026-06-05T11:45:00Z,59.95,41.90
2026-06-05T11:46:00Z,59.46,43.95
2026-06-05T11:47:00Z,57.09,43.65
2026-06-05T11:48:00Z,54.28,47.18
2026-06-05T11:49:00Z,44.68,53.09
2026-06-05T11:50:00Z,45.74,55.48
2026-06-05T11:51:00Z,39.79,64.81
2026-06-05T11:52:00Z,31.85,70.46
2026-06-05T11:53:00Z,29.73,70.05
2026-06-05T11:54:00Z,27.89,72.00
2026-06-05T11:55:00Z,28.58,71.44
2026-06-05T11:56:00Z,27.64,73.96
2026-06-05T11:57:00Z,27.30,73.00
2026-06-05T11:58:00Z,25.95,74.74
2026-06-05T11:59:00Z,23.34,77.96
2026-06-05T12:00:00Z,23.00,77.38
2026-06-05T12:01:00Z,24.92,76.51
2026-06-05T12:02:00Z,21.80,78.90
2026-06-05T12:03:00Z,21.63,78.94
2026-06-05T12:04:00Z,24.96,75.00
2026-06-05T12:05:00Z,25.24,74.86
2026-06-05T12:06:00Z,26.64,75.12
2026-06-05T12:07:00Z,24.69,74.68
2026-06-05T12:08:00Z,21.83,77.60
2026-06-05T12:09:00Z,21.93,78.18
2026-06-05T12:10:00Z,20.03,80.83
2026-06-05T12:11:00Z,20.71,79.99
2026-06-05T12:12:00Z,25.46,78.73
2026-06-05T12:13:00Z,26.78,78.73
2026-06-05T12:14:00Z,25.10,75.64
2026-06-05T12:15:00Z,22.29,78.93
2026-06-05T12:16:00Z,21.95,79.00
2026-06-05T12:17:00Z,19.26,80.49
2026-06-05T12:18:00Z,12.06,87.53
2026-06-05T12:19:00Z,8.87,91.46
2026-06-05T12:20:00Z,6.53,92.55
2026-06-05T12:21:00Z,8.75,91.10
2026-06-05T12:22:00Z,16.38,85.80
2026-06-05T12:23:00Z,21.95,79.00
2026-06-05T12:24:00Z,24.49,78.82
2026-06-05T12:25:00Z,17.59,82.20
2026-06-05T12:26:00Z,14.58,88.79
2026-06-05T12:27:00Z,14.44,88.82
2026-06-05T12:28:00Z,6.74,95.44
2026-06-05T12:29:00Z,5.74,93.72
2026-06-05T12:30:00Z,3.52,98.40
2026-06-05T12:31:00Z,1.00,99.00
2026-06-05T12:32:00Z,1.00,99.00
2026-06-05T12:33:00Z,1.00,99.00
