# event_ticker=KXATPCHALLENGERMATCH-26MAR10DUCSTR
# final_score=6-7(3) 6-4 6-4
# score_resolution=6-7 6-4 6-4
# match_winner=James Duckworth
# fav_player=James Duckworth
# dog_player=Jan-Lennard Struff
# kalshi_date=2026-03-10
timestamp,James Duckworth,Jan-Lennard Struff
2026-03-10T22:25:00Z,42.31,61.07
2026-03-10T22:26:00Z,41.38,62.25
2026-03-10T22:27:00Z,40.00,61.00
2026-03-10T22:28:00Z,39.94,61.00
2026-03-10T22:29:00Z,39.00,62.00
2026-03-10T22:30:00Z,41.48,62.00
2026-03-10T22:31:00Z,42.37,60.52
2026-03-10T22:32:00Z,39.62,60.52
2026-03-10T22:33:00Z,40.54,65.00
2026-03-10T22:35:00Z,36.10,65.52
2026-03-10T22:36:00Z,37.08,71.64
2026-03-10T22:37:00Z,40.00,63.00
2026-03-10T22:38:00Z,35.00,65.40
2026-03-10T22:39:00Z,41.00,61.00
2026-03-10T22:40:00Z,41.16,59.02
2026-03-10T22:41:00Z,41.16,61.00
2026-03-10T22:42:00Z,39.00,65.55
2026-03-10T22:43:00Z,28.99,74.96
2026-03-10T22:44:00Z,22.80,75.94
2026-03-10T22:45:00Z,32.73,62.70
2026-03-10T22:46:00Z,40.93,62.70
2026-03-10T22:47:00Z,41.00,61.00
2026-03-10T22:48:00Z,45.13,61.00
2026-03-10T22:49:00Z,47.60,61.00
2026-03-10T22:50:00Z,39.88,64.47
2026-03-10T22:51:00Z,39.29,62.00
2026-03-10T22:52:00Z,35.06,67.79
2026-03-10T22:53:00Z,23.50,78.79
2026-03-10T22:54:00Z,17.09,83.11
2026-03-10T22:55:00Z,17.99,83.11
2026-03-10T22:56:00Z,17.14,85.00
2026-03-10T22:57:00Z,14.72,82.13
2026-03-10T22:58:00Z,15.98,84.83
2026-03-10T22:59:00Z,15.00,85.91
2026-03-10T23:00:00Z,14.64,87.00
2026-03-10T23:01:00Z,14.64,87.40
2026-03-10T23:02:00Z,13.96,86.10
2026-03-10T23:03:00Z,14.00,86.10
2026-03-10T23:04:00Z,17.00,84.88
2026-03-10T23:05:00Z,19.65,83.00
2026-03-10T23:06:00Z,25.86,77.19
2026-03-10T23:07:00Z,26.38,73.52
2026-03-10T23:08:00Z,31.24,73.42
2026-03-10T23:09:00Z,32.00,73.42
2026-03-10T23:10:00Z,31.88,69.07
2026-03-10T23:11:00Z,31.27,72.63
2026-03-10T23:12:00Z,32.00,67.00
2026-03-10T23:13:00Z,32.30,68.00
2026-03-10T23:14:00Z,27.00,73.00
2026-03-10T23:15:00Z,33.84,72.62
2026-03-10T23:16:00Z,26.10,70.00
2026-03-10T23:17:00Z,30.00,71.78
2026-03-10T23:18:00Z,30.00,71.00
2026-03-10T23:20:00Z,33.12,71.00
2026-03-10T23:21:00Z,34.00,66.60
2026-03-10T23:22:00Z,34.00,68.18
2026-03-10T23:23:00Z,31.71,70.00
2026-03-10T23:24:00Z,24.60,76.15
2026-03-10T23:25:00Z,30.98,74.21
2026-03-10T23:26:00Z,35.00,66.09
2026-03-10T23:27:00Z,38.00,64.81
2026-03-10T23:28:00Z,38.56,62.14
2026-03-10T23:29:00Z,36.00,64.00
2026-03-10T23:30:00Z,36.00,64.00
2026-03-10T23:31:00Z,36.00,66.00
2026-03-10T23:32:00Z,32.00,67.00
2026-03-10T23:33:00Z,39.00,59.00
2026-03-10T23:34:00Z,38.89,60.94
2026-03-10T23:35:00Z,39.00,60.94
2026-03-10T23:36:00Z,38.04,62.00
2026-03-10T23:37:00Z,40.00,60.03
2026-03-10T23:38:00Z,38.23,60.03
2026-03-10T23:39:00Z,42.00,60.59
2026-03-10T23:40:00Z,44.09,57.79
2026-03-10T23:41:00Z,52.03,58.15
2026-03-10T23:42:00Z,45.60,50.21
2026-03-10T23:43:00Z,45.60,64.00
2026-03-10T23:44:00Z,40.77,64.32
2026-03-10T23:45:00Z,44.40,57.00
2026-03-10T23:46:00Z,42.39,60.03
2026-03-10T23:47:00Z,42.39,63.91
2026-03-10T23:48:00Z,37.13,64.00
2026-03-10T23:49:00Z,36.27,63.91
2026-03-10T23:50:00Z,34.26,66.14
2026-03-10T23:51:00Z,43.90,55.36
2026-03-10T23:52:00Z,49.93,50.67
2026-03-10T23:53:00Z,53.03,49.26
2026-03-10T23:54:00Z,51.55,49.96
2026-03-10T23:55:00Z,38.32,59.87
2026-03-10T23:56:00Z,38.99,61.46
2026-03-10T23:57:00Z,38.18,61.98
2026-03-10T23:58:00Z,38.30,63.12
2026-03-10T23:59:00Z,43.60,58.53
2026-03-11T00:00:00Z,44.00,55.74
2026-03-11T00:01:00Z,42.03,58.85
2026-03-11T00:02:00Z,42.03,53.98
2026-03-11T00:03:00Z,51.24,44.60
2026-03-11T00:04:00Z,75.36,24.62
2026-03-11T00:05:00Z,78.33,17.62
2026-03-11T00:06:00Z,77.67,20.28
2026-03-11T00:07:00Z,65.61,36.39
2026-03-11T00:08:00Z,73.77,24.85
2026-03-11T00:09:00Z,80.77,19.77
2026-03-11T00:10:00Z,92.00,8.40
2026-03-11T00:11:00Z,92.08,8.04
2026-03-11T00:12:00Z,91.08,9.20
2026-03-11T00:13:00Z,92.10,9.56
2026-03-11T00:14:00Z,98.07,3.75
2026-03-11T00:15:00Z,95.03,3.81
2026-03-11T00:16:00Z,98.15,1.03
2026-03-11T00:17:00Z,99.00,1.03
2026-03-11T00:18:00Z,99.00,1.03
2026-03-11T00:20:00Z,99.00,1.03
