# event_ticker=KXATPMATCH-26JAN03VACKOR
# final_score=7-6(1) 6-3
# score_resolution=7-6 6-3
# match_winner=Sebastian Korda
# fav_player=Sebastian Korda
# dog_player=Valentin Vacherot
# kalshi_date=2026-01-03
timestamp,Sebastian Korda,Valentin Vacherot
2026-01-05T01:51:00Z,60.00,42.16
2026-01-05T01:52:00Z,60.84,40.98
2026-01-05T01:53:00Z,60.84,26.43
2026-01-05T01:54:00Z,75.07,21.32
2026-01-05T01:55:00Z,79.28,19.06
2026-01-05T01:56:00Z,82.00,18.00
2026-01-05T01:57:00Z,82.00,17.88
2026-01-05T01:58:00Z,83.00,16.43
2026-01-05T01:59:00Z,83.85,16.46
2026-01-05T02:00:00Z,83.85,15.03
2026-01-05T02:01:00Z,85.97,17.00
2026-01-05T02:02:00Z,85.00,17.00
2026-01-05T02:03:00Z,85.00,17.94
2026-01-05T02:04:00Z,83.00,19.44
2026-01-05T02:05:00Z,85.00,19.44
2026-01-05T02:06:00Z,78.00,20.27
2026-01-05T02:07:00Z,78.29,21.02
2026-01-05T02:08:00Z,77.58,24.80
2026-01-05T02:09:00Z,76.71,23.00
2026-01-05T02:10:00Z,72.09,26.05
2026-01-05T02:11:00Z,64.36,38.58
2026-01-05T02:13:00Z,66.12,36.68
2026-01-05T02:14:00Z,66.12,31.82
2026-01-05T02:15:00Z,67.13,30.46
2026-01-05T02:16:00Z,67.13,35.00
2026-01-05T02:17:00Z,65.99,35.00
2026-01-05T02:19:00Z,62.85,38.02
2026-01-05T02:20:00Z,62.85,39.14
2026-01-05T02:21:00Z,64.00,38.00
2026-01-05T02:22:00Z,64.00,37.00
2026-01-05T02:23:00Z,64.00,38.00
2026-01-05T02:24:00Z,65.48,36.00
2026-01-05T02:25:00Z,73.03,22.00
2026-01-05T02:26:00Z,82.00,19.06
2026-01-05T02:27:00Z,82.00,18.00
2026-01-05T02:28:00Z,85.07,18.00
2026-01-05T02:29:00Z,85.07,16.00
2026-01-05T02:30:00Z,86.00,16.00
2026-01-05T02:31:00Z,86.00,15.00
2026-01-05T02:32:00Z,88.00,15.96
2026-01-05T02:33:00Z,92.31,7.15
2026-01-05T02:34:00Z,92.31,8.83
2026-01-05T02:35:00Z,96.50,4.92
2026-01-05T02:36:00Z,98.94,1.54
2026-01-05T02:37:00Z,98.94,1.00
2026-01-05T02:38:00Z,99.00,1.00
2026-01-05T02:39:00Z,99.00,1.00
2026-01-05T02:40:00Z,99.00,1.00
