# event_ticker=KXATPCHALLENGERMATCH-26JUN05MIKMOE
# final_score=5-7 7-5 6-3
# match_winner=Luka Mikrut
# fav_player=Luka Mikrut
# dog_player=Marvin Moeller
# kalshi_date=2026-06-05
timestamp,Luka Mikrut,Marvin Moeller
2026-06-05T16:15:00Z,71.03,29.00
2026-06-05T16:16:00Z,71.00,29.77
2026-06-05T16:17:00Z,68.05,30.30
2026-06-05T16:18:00Z,68.13,33.02
2026-06-05T16:19:00Z,67.32,34.00
2026-06-05T16:20:00Z,64.47,36.81
2026-06-05T16:21:00Z,64.65,38.47
2026-06-05T16:22:00Z,65.00,36.00
2026-06-05T16:23:00Z,65.00,35.00
2026-06-05T16:24:00Z,65.96,35.83
2026-06-05T16:25:00Z,66.06,34.99
2026-06-05T16:26:00Z,67.35,31.59
2026-06-05T16:27:00Z,71.87,27.99
2026-06-05T16:28:00Z,74.00,25.97
2026-06-05T16:29:00Z,73.15,27.35
2026-06-05T16:30:00Z,76.12,24.10
2026-06-05T16:31:00Z,77.92,22.42
2026-06-05T16:32:00Z,79.49,22.00
2026-06-05T16:33:00Z,79.01,21.00
2026-06-05T16:34:00Z,81.75,19.00
2026-06-05T16:35:00Z,80.00,22.49
2026-06-05T16:36:00Z,79.39,22.04
2026-06-05T16:37:00Z,78.03,23.00
2026-06-05T16:38:00Z,77.89,23.26
2026-06-05T16:39:00Z,78.45,22.25
2026-06-05T16:40:00Z,81.00,19.15
2026-06-05T16:41:00Z,83.22,17.35
2026-06-05T16:42:00Z,84.96,15.00
2026-06-05T16:43:00Z,83.66,18.00
2026-06-05T16:44:00Z,83.00,18.53
2026-06-05T16:45:00Z,83.48,17.14
2026-06-05T16:46:00Z,82.00,20.00
2026-06-05T16:47:00Z,81.85,19.42
2026-06-05T16:48:00Z,83.73,18.10
2026-06-05T16:49:00Z,85.00,16.00
2026-06-05T16:50:00Z,85.00,16.18
2026-06-05T16:51:00Z,84.00,17.95
2026-06-05T16:52:00Z,84.00,17.00
2026-06-05T16:53:00Z,84.00,17.04
2026-06-05T16:54:00Z,82.10,18.30
2026-06-05T16:55:00Z,83.14,18.61
2026-06-05T16:56:00Z,85.81,15.22
2026-06-05T16:57:00Z,84.72,16.06
2026-06-05T16:58:00Z,77.62,21.92
2026-06-05T16:59:00Z,69.13,31.74
2026-06-05T17:00:00Z,68.87,32.50
2026-06-05T17:01:00Z,64.30,37.20
2026-06-05T17:02:00Z,63.92,37.78
2026-06-05T17:03:00Z,61.00,40.90
2026-06-05T17:04:00Z,61.24,40.26
2026-06-05T17:05:00Z,58.76,42.44
2026-06-05T17:06:00Z,45.30,53.23
2026-06-05T17:07:00Z,53.30,47.26
2026-06-05T17:08:00Z,50.84,56.58
2026-06-05T17:09:00Z,35.36,64.59
2026-06-05T17:10:00Z,36.52,64.15
2026-06-05T17:11:00Z,36.95,64.96
2026-06-05T17:12:00Z,34.05,67.75
2026-06-05T17:13:00Z,34.69,64.79
2026-06-05T17:14:00Z,38.55,61.99
2026-06-05T17:15:00Z,35.21,66.81
2026-06-05T17:16:00Z,33.70,68.83
2026-06-05T17:17:00Z,32.62,69.35
2026-06-05T17:18:00Z,35.56,65.77
2026-06-05T17:19:00Z,36.47,65.53
2026-06-05T17:20:00Z,34.05,66.95
2026-06-05T17:21:00Z,34.71,66.20
2026-06-05T17:22:00Z,37.00,64.86
2026-06-05T17:23:00Z,38.59,62.52
2026-06-05T17:24:00Z,38.39,62.44
2026-06-05T17:25:00Z,46.27,55.81
2026-06-05T17:26:00Z,47.48,58.90
2026-06-05T17:27:00Z,37.30,64.28
2026-06-05T17:28:00Z,35.95,65.24
2026-06-05T17:29:00Z,35.45,65.85
2026-06-05T17:30:00Z,34.81,64.83
2026-06-05T17:31:00Z,37.24,65.24
2026-06-05T17:32:00Z,38.83,62.77
2026-06-05T17:33:00Z,39.05,61.92
2026-06-05T17:34:00Z,36.36,65.54
2026-06-05T17:35:00Z,33.36,67.00
2026-06-05T17:36:00Z,33.94,67.58
2026-06-05T17:37:00Z,32.60,69.15
2026-06-05T17:38:00Z,35.00,65.44
2026-06-05T17:39:00Z,37.95,62.62
2026-06-05T17:40:00Z,34.32,63.73
2026-06-05T17:41:00Z,33.46,67.89
2026-06-05T17:42:00Z,33.00,67.96
2026-06-05T17:43:00Z,36.47,65.04
2026-06-05T17:44:00Z,37.62,63.76
2026-06-05T17:45:00Z,32.32,71.47
2026-06-05T17:46:00Z,29.76,71.56
2026-06-05T17:47:00Z,29.37,70.93
2026-06-05T17:48:00Z,32.62,66.67
2026-06-05T17:49:00Z,36.81,64.86
2026-06-05T17:50:00Z,40.32,59.63
2026-06-05T17:51:00Z,49.56,51.62
2026-06-05T17:52:00Z,56.94,43.67
2026-06-05T17:53:00Z,64.58,35.46
2026-06-05T17:54:00Z,65.59,34.47
2026-06-05T17:55:00Z,69.79,30.26
2026-06-05T17:56:00Z,69.59,30.83
2026-06-05T17:57:00Z,65.02,36.34
2026-06-05T17:58:00Z,55.25,46.25
2026-06-05T17:59:00Z,54.52,43.24
2026-06-05T18:00:00Z,61.71,39.44
2026-06-05T18:01:00Z,66.55,33.07
2026-06-05T18:02:00Z,65.71,33.93
2026-06-05T18:03:00Z,66.26,34.58
2026-06-05T18:04:00Z,63.95,36.41
2026-06-05T18:05:00Z,60.05,40.08
2026-06-05T18:06:00Z,58.12,42.15
2026-06-05T18:07:00Z,55.62,45.41
2026-06-05T18:08:00Z,60.01,41.10
2026-06-05T18:09:00Z,64.40,36.57
2026-06-05T18:10:00Z,68.37,35.08
2026-06-05T18:11:00Z,61.39,39.47
2026-06-05T18:12:00Z,56.95,43.55
2026-06-05T18:13:00Z,56.24,44.61
2026-06-05T18:14:00Z,58.26,42.03
2026-06-05T18:15:00Z,62.88,37.95
2026-06-05T18:16:00Z,69.60,31.67
2026-06-05T18:17:00Z,68.77,29.58
2026-06-05T18:18:00Z,80.04,15.49
2026-06-05T18:19:00Z,83.02,16.82
2026-06-05T18:20:00Z,87.41,13.72
2026-06-05T18:21:00Z,89.89,11.13
2026-06-05T18:22:00Z,86.26,12.28
2026-06-05T18:23:00Z,87.96,13.96
2026-06-05T18:24:00Z,91.43,8.51
2026-06-05T18:25:00Z,92.15,5.27
2026-06-05T18:26:00Z,97.19,2.43
2026-06-05T18:27:00Z,98.42,1.62
2026-06-05T18:28:00Z,98.82,1.43
2026-06-05T18:29:00Z,97.78,2.74
2026-06-05T18:30:00Z,95.31,4.18
2026-06-05T18:31:00Z,94.64,6.62
2026-06-05T18:32:00Z,96.45,3.88
2026-06-05T18:33:00Z,96.81,2.16
2026-06-05T18:34:00Z,98.92,1.09
2026-06-05T18:35:00Z,99.00,1.09
2026-06-05T18:36:00Z,99.00,1.09
