# event_ticker=KXATPCHALLENGERMATCH-26APR16DELROD
# final_score=3-6 6-4 6-1
# match_winner=Hugo Dellien
# fav_player=Hugo Dellien
# dog_player=Santiago Rodriguez Taverna
# kalshi_date=2026-04-16
timestamp,Hugo Dellien,Santiago Rodriguez Taverna
2026-04-16T20:46:00Z,56.37,44.94
2026-04-16T20:47:00Z,57.06,42.99
2026-04-16T20:48:00Z,55.68,47.43
2026-04-16T20:49:00Z,52.45,49.75
2026-04-16T20:50:00Z,57.04,41.81
2026-04-16T20:51:00Z,65.51,37.90
2026-04-16T20:52:00Z,59.76,36.61
2026-04-16T20:53:00Z,61.02,39.01
2026-04-16T20:54:00Z,56.84,42.21
2026-04-16T20:55:00Z,63.87,38.26
2026-04-16T20:56:00Z,62.36,36.82
2026-04-16T20:57:00Z,71.82,26.59
2026-04-16T20:58:00Z,73.14,27.98
2026-04-16T20:59:00Z,68.78,33.65
2026-04-16T21:00:00Z,69.63,30.06
2026-04-16T21:01:00Z,73.70,25.57
2026-04-16T21:02:00Z,75.94,24.76
2026-04-16T21:03:00Z,74.83,27.78
2026-04-16T21:04:00Z,71.92,28.81
2026-04-16T21:05:00Z,74.40,26.81
2026-04-16T21:06:00Z,73.26,27.97
2026-04-16T21:07:00Z,75.32,25.83
2026-04-16T21:08:00Z,78.91,20.07
2026-04-16T21:09:00Z,81.36,19.96
2026-04-16T21:10:00Z,80.43,20.66
2026-04-16T21:11:00Z,79.82,18.68
2026-04-16T21:12:00Z,80.50,21.72
2026-04-16T21:13:00Z,81.59,19.29
2026-04-16T21:14:00Z,82.57,18.35
2026-04-16T21:15:00Z,81.83,18.03
2026-04-16T21:16:00Z,82.77,16.82
2026-04-16T21:17:00Z,84.10,16.00
2026-04-16T21:18:00Z,84.64,15.63
2026-04-16T21:19:00Z,84.88,14.99
2026-04-16T21:20:00Z,85.50,15.25
2026-04-16T21:21:00Z,85.40,14.81
2026-04-16T21:22:00Z,84.87,14.74
2026-04-16T21:23:00Z,84.35,14.57
2026-04-16T21:24:00Z,85.68,14.29
2026-04-16T21:25:00Z,83.82,16.72
2026-04-16T21:26:00Z,82.47,18.20
2026-04-16T21:27:00Z,83.00,17.64
2026-04-16T21:28:00Z,81.17,18.37
2026-04-16T21:29:00Z,80.79,19.46
2026-04-16T21:30:00Z,81.13,19.81
2026-04-16T21:31:00Z,80.78,23.39
2026-04-16T21:32:00Z,76.41,23.87
2026-04-16T21:33:00Z,77.37,24.85
2026-04-16T21:34:00Z,74.07,27.05
2026-04-16T21:35:00Z,73.01,27.91
2026-04-16T21:36:00Z,74.18,28.71
2026-04-16T21:37:00Z,75.19,25.91
2026-04-16T21:38:00Z,75.96,25.12
2026-04-16T21:39:00Z,73.54,27.10
2026-04-16T21:40:00Z,76.14,25.16
2026-04-16T21:41:00Z,74.11,27.07
2026-04-16T21:42:00Z,73.91,27.62
2026-04-16T21:43:00Z,75.37,26.52
2026-04-16T21:44:00Z,77.87,24.09
2026-04-16T21:45:00Z,78.20,22.73
2026-04-16T21:46:00Z,76.91,24.92
2026-04-16T21:47:00Z,75.32,31.10
2026-04-16T21:48:00Z,76.17,26.70
2026-04-16T21:49:00Z,76.28,25.40
2026-04-16T21:50:00Z,76.89,26.57
2026-04-16T21:51:00Z,75.84,25.80
2026-04-16T21:52:00Z,85.30,16.17
2026-04-16T21:53:00Z,90.11,10.76
2026-04-16T21:54:00Z,92.07,9.97
2026-04-16T21:55:00Z,89.78,12.57
2026-04-16T21:56:00Z,88.41,12.68
2026-04-16T21:57:00Z,88.25,14.61
2026-04-16T21:58:00Z,90.91,9.23
2026-04-16T21:59:00Z,92.10,8.41
2026-04-16T22:00:00Z,95.93,4.86
2026-04-16T22:01:00Z,98.21,2.84
2026-04-16T22:02:00Z,97.77,3.14
2026-04-16T22:03:00Z,96.82,2.58
2026-04-16T22:04:00Z,97.91,3.39
2026-04-16T22:05:00Z,98.26,1.99
2026-04-16T22:06:00Z,97.75,2.14
2026-04-16T22:07:00Z,97.50,1.47
2026-04-16T22:08:00Z,96.46,3.24
2026-04-16T22:09:00Z,96.01,4.45
2026-04-16T22:10:00Z,96.27,4.13
2026-04-16T22:11:00Z,95.65,5.69
2026-04-16T22:12:00Z,98.77,1.26
2026-04-16T22:13:00Z,98.95,1.00
2026-04-16T22:14:00Z,99.00,1.00
2026-04-16T22:15:00Z,99.00,1.00
2026-04-16T22:16:00Z,99.00,1.00
