# event_ticker=KXATPCHALLENGERMATCH-26MAY20MARMON
# final_score=6-2 3-6 7-6(5)
# score_resolution=6-2 3-6 7-6
# match_winner=Thiago Monteiro
# fav_player=Thiago Monteiro
# dog_player=Pol Martin Tiffon
# kalshi_date=2026-05-20
timestamp,Pol Martin Tiffon,Thiago Monteiro
2026-05-21T04:41:00Z,64.93,36.89
2026-05-21T04:42:00Z,65.98,36.56
2026-05-21T04:43:00Z,64.34,35.11
2026-05-21T04:44:00Z,63.63,35.39
2026-05-21T04:45:00Z,64.84,35.78
2026-05-21T04:46:00Z,65.74,35.93
2026-05-21T04:47:00Z,65.76,35.91
2026-05-21T04:48:00Z,65.78,36.16
2026-05-21T04:49:00Z,64.36,36.13
2026-05-21T04:50:00Z,63.93,36.00
2026-05-21T04:51:00Z,63.20,35.42
2026-05-21T04:52:00Z,65.04,36.15
2026-05-21T04:53:00Z,64.68,36.47
2026-05-21T04:54:00Z,64.22,35.20
2026-05-21T04:55:00Z,64.97,35.45
2026-05-21T04:56:00Z,64.37,35.31
2026-05-21T04:57:00Z,64.33,36.00
2026-05-21T04:58:00Z,64.19,35.01
2026-05-21T04:59:00Z,64.96,34.07
2026-05-21T05:00:00Z,65.00,36.00
2026-05-21T05:01:00Z,63.63,36.00
2026-05-21T05:02:00Z,64.66,35.74
2026-05-21T05:03:00Z,64.27,34.24
2026-05-21T05:04:00Z,65.33,36.00
2026-05-21T05:05:00Z,63.33,34.44
2026-05-21T05:06:00Z,64.93,35.73
2026-05-21T05:07:00Z,64.98,36.15
2026-05-21T05:08:00Z,64.66,35.78
2026-05-21T05:09:00Z,64.57,34.92
2026-05-21T05:10:00Z,65.00,35.99
2026-05-21T05:11:00Z,65.19,36.38
2026-05-21T05:12:00Z,65.56,37.00
2026-05-21T05:13:00Z,66.00,36.97
2026-05-21T05:14:00Z,65.92,36.68
2026-05-21T05:15:00Z,65.54,35.46
2026-05-21T05:16:00Z,65.26,36.00
2026-05-21T05:17:00Z,64.95,36.00
2026-05-21T05:18:00Z,64.07,35.60
2026-05-21T05:19:00Z,63.58,34.80
2026-05-21T05:20:00Z,64.12,34.27
2026-05-21T05:21:00Z,64.52,35.00
2026-05-21T05:22:00Z,65.53,35.51
2026-05-21T05:23:00Z,65.99,35.92
2026-05-21T05:24:00Z,66.01,34.26
2026-05-21T05:25:00Z,65.61,35.23
2026-05-21T05:26:00Z,67.00,34.69
2026-05-21T05:27:00Z,67.00,34.04
2026-05-21T05:28:00Z,67.74,35.00
2026-05-21T05:29:00Z,67.11,35.00
2026-05-21T05:30:00Z,67.22,35.00
2026-05-21T05:31:00Z,67.00,35.00
2026-05-21T05:32:00Z,66.65,34.77
2026-05-21T05:33:00Z,66.93,32.56
2026-05-21T05:34:00Z,66.39,32.19
2026-05-21T05:35:00Z,67.00,33.07
2026-05-21T05:36:00Z,66.43,33.67
2026-05-21T05:37:00Z,65.32,33.88
2026-05-21T05:38:00Z,66.93,34.00
2026-05-21T05:39:00Z,65.62,34.00
2026-05-21T05:40:00Z,65.56,33.95
2026-05-21T05:41:00Z,66.32,34.00
2026-05-21T05:42:00Z,66.82,34.00
2026-05-21T05:43:00Z,66.88,34.04
2026-05-21T05:44:00Z,66.65,33.46
2026-05-21T05:45:00Z,67.15,34.52
2026-05-21T05:46:00Z,66.19,35.00
2026-05-21T05:47:00Z,66.83,34.03
2026-05-21T05:48:00Z,67.82,33.61
2026-05-21T05:49:00Z,66.46,34.00
2026-05-21T05:50:00Z,67.67,34.00
2026-05-21T05:51:00Z,67.55,32.98
2026-05-21T05:52:00Z,66.06,34.00
2026-05-21T05:53:00Z,66.25,34.00
2026-05-21T05:54:00Z,67.00,34.00
2026-05-21T05:55:00Z,67.00,32.00
2026-05-21T05:56:00Z,66.41,33.90
2026-05-21T05:57:00Z,67.00,32.41
2026-05-21T05:58:00Z,67.81,33.56
2026-05-21T05:59:00Z,67.62,33.87
2026-05-21T06:00:00Z,67.83,33.15
2026-05-21T06:01:00Z,66.09,32.39
2026-05-21T06:02:00Z,66.00,33.73
2026-05-21T06:03:00Z,67.40,33.73
2026-05-21T06:04:00Z,68.00,34.00
2026-05-21T06:05:00Z,66.98,33.72
2026-05-21T06:06:00Z,68.00,33.49
2026-05-21T06:07:00Z,67.03,34.00
2026-05-21T06:08:00Z,66.87,34.00
2026-05-21T06:09:00Z,67.94,33.52
2026-05-21T06:10:00Z,66.80,33.63
2026-05-21T06:11:00Z,67.58,33.73
2026-05-21T06:12:00Z,66.76,34.00
2026-05-21T06:13:00Z,66.22,33.72
2026-05-21T06:14:00Z,66.87,34.00
2026-05-21T06:15:00Z,67.90,34.00
2026-05-21T06:16:00Z,66.96,34.00
2026-05-21T06:17:00Z,66.21,32.59
2026-05-21T06:18:00Z,67.52,33.98
2026-05-21T06:19:00Z,66.46,33.91
2026-05-21T06:20:00Z,68.00,33.91
2026-05-21T06:21:00Z,66.05,32.02
2026-05-21T06:22:00Z,67.58,34.00
2026-05-21T06:23:00Z,67.55,32.04
2026-05-21T06:24:00Z,67.88,33.91
2026-05-21T06:25:00Z,66.98,33.94
2026-05-21T06:26:00Z,68.15,33.52
2026-05-21T06:27:00Z,67.84,34.00
2026-05-21T06:28:00Z,68.74,33.73
2026-05-21T06:29:00Z,67.72,33.42
2026-05-21T06:30:00Z,66.07,33.98
2026-05-21T06:31:00Z,66.43,34.00
2026-05-21T06:32:00Z,66.99,32.00
2026-05-21T06:33:00Z,67.32,32.86
2026-05-21T06:34:00Z,67.66,34.00
2026-05-21T06:35:00Z,67.11,34.00
2026-05-21T06:36:00Z,67.18,32.34
2026-05-21T06:37:00Z,66.00,34.43
2026-05-21T06:38:00Z,66.00,32.28
2026-05-21T06:39:00Z,68.00,32.65
2026-05-21T06:40:00Z,68.38,33.00
2026-05-21T06:41:00Z,68.00,33.37
2026-05-21T06:42:00Z,66.00,34.00
2026-05-21T06:43:00Z,68.00,34.44
2026-05-21T06:44:00Z,68.00,31.27
2026-05-21T06:45:00Z,66.81,33.56
2026-05-21T06:46:00Z,65.32,34.00
2026-05-21T06:47:00Z,65.32,32.00
2026-05-21T06:48:00Z,66.31,33.66
2026-05-21T06:49:00Z,67.00,32.09
2026-05-21T06:50:00Z,67.05,34.00
2026-05-21T06:51:00Z,66.22,34.00
2026-05-21T06:52:00Z,67.00,32.36
2026-05-21T06:53:00Z,67.00,33.98
2026-05-21T06:54:00Z,66.23,32.24
2026-05-21T06:55:00Z,67.00,33.76
2026-05-21T06:56:00Z,67.00,33.38
2026-05-21T06:57:00Z,67.81,33.35
2026-05-21T06:58:00Z,66.23,32.97
2026-05-21T06:59:00Z,68.04,30.47
2026-05-21T07:00:00Z,68.79,32.96
2026-05-21T07:01:00Z,71.00,32.96
2026-05-21T07:02:00Z,72.07,32.00
2026-05-21T07:03:00Z,72.07,32.00
2026-05-21T07:04:00Z,67.00,32.78
2026-05-21T07:05:00Z,74.02,31.00
2026-05-21T07:06:00Z,74.61,30.74
2026-05-21T07:07:00Z,79.36,30.00
2026-05-21T07:35:00Z,74.61,31.75
2026-05-21T07:36:00Z,68.34,30.00
2026-05-21T07:37:00Z,74.05,30.83
2026-05-21T07:38:00Z,82.33,32.00
2026-05-21T07:39:00Z,68.60,33.00
2026-05-21T07:40:00Z,68.96,30.09
2026-05-21T07:41:00Z,74.83,33.75
2026-05-21T07:42:00Z,69.24,33.90
2026-05-21T07:43:00Z,79.21,32.26
2026-05-21T07:44:00Z,75.65,30.20
2026-05-21T07:45:00Z,75.72,34.60
2026-05-21T07:46:00Z,78.14,33.11
2026-05-21T07:47:00Z,83.42,32.96
2026-05-21T07:48:00Z,78.28,31.00
2026-05-21T07:49:00Z,76.13,33.62
2026-05-21T07:50:00Z,73.00,30.50
2026-05-21T07:51:00Z,75.58,30.00
2026-05-21T07:52:00Z,72.85,32.75
2026-05-21T07:53:00Z,72.85,33.85
2026-05-21T07:54:00Z,73.99,31.98
2026-05-21T07:55:00Z,76.01,31.98
2026-05-21T07:56:00Z,75.79,31.00
2026-05-21T07:57:00Z,77.53,31.00
2026-05-21T07:58:00Z,76.80,31.00
2026-05-21T09:01:00Z,36.93,65.07
2026-05-21T09:02:00Z,36.93,99.00
