# event_ticker=KXATPMATCH-25JUL24DZUDRO
# final_score=3-6 7-5 6-2
# match_winner=Damir Dzumhur
# fav_player=Damir Dzumhur
# dog_player=Titouan Droguet
# kalshi_date=2025-07-24
timestamp,Damir Dzumhur,Titouan Droguet
2025-07-24T20:41:00Z,34.53,74.39
2025-07-24T20:42:00Z,32.09,84.62
2025-07-24T20:43:00Z,26.00,83.10
2025-07-24T20:44:00Z,43.46,83.10
2025-07-24T20:45:00Z,45.91,63.48
2025-07-24T20:46:00Z,48.45,63.48
2025-07-24T20:47:00Z,35.02,79.74
2025-07-24T20:48:00Z,33.90,69.52
2025-07-24T20:49:00Z,44.74,61.81
2025-07-24T20:50:00Z,42.64,58.59
2025-07-24T20:51:00Z,44.24,57.01
2025-07-24T20:52:00Z,53.37,52.68
2025-07-24T20:53:00Z,41.28,60.12
2025-07-24T20:54:00Z,53.62,56.26
2025-07-24T20:55:00Z,55.09,55.10
2025-07-24T20:56:00Z,73.61,34.45
2025-07-24T20:57:00Z,73.85,30.42
2025-07-24T20:58:00Z,66.94,30.00
2025-07-24T20:59:00Z,73.37,30.15
2025-07-24T21:00:00Z,75.09,25.00
2025-07-24T21:01:00Z,74.16,29.85
2025-07-24T21:02:00Z,72.60,41.82
2025-07-24T21:03:00Z,66.81,40.47
2025-07-24T21:04:00Z,71.53,37.68
2025-07-24T21:05:00Z,72.12,24.83
2025-07-24T21:06:00Z,74.30,30.25
2025-07-24T21:07:00Z,71.26,35.99
2025-07-24T21:08:00Z,78.24,22.00
2025-07-24T21:09:00Z,77.63,25.06
2025-07-24T21:10:00Z,74.00,27.71
2025-07-24T21:11:00Z,75.33,26.49
2025-07-24T21:12:00Z,82.87,15.50
2025-07-24T21:13:00Z,89.11,22.22
2025-07-24T21:14:00Z,87.57,9.05
2025-07-24T21:15:00Z,96.02,5.23
2025-07-24T21:16:00Z,97.70,4.48
2025-07-24T21:17:00Z,95.33,5.01
2025-07-24T21:18:00Z,97.00,5.01
2025-07-24T21:19:00Z,97.47,1.58
2025-07-24T21:20:00Z,98.78,1.00
2025-07-24T21:21:00Z,98.94,1.00
2025-07-24T21:22:00Z,99.00,1.00
2025-07-24T21:23:00Z,99.00,1.00
2025-07-24T21:24:00Z,98.93,1.26
2025-07-24T21:25:00Z,98.60,2.00
2025-07-24T21:26:00Z,97.23,2.00
2025-07-24T21:27:00Z,99.00,2.00
2025-07-24T21:28:00Z,99.00,2.00
2025-07-24T21:29:00Z,99.00,2.00
2025-07-24T21:30:00Z,99.00,2.00
2025-07-24T21:31:00Z,99.00,2.00
