# event_ticker=KXATPCHALLENGERMATCH-26MAR20FORJAC
# final_score=7-6(3) 6-2
# score_resolution=6-7 2-6
# match_winner=Kyrian Jacquet
# fav_player=Jonas Forejtek
# dog_player=Kyrian Jacquet
# kalshi_date=2026-03-20
timestamp,Jonas Forejtek,Kyrian Jacquet
2026-03-20T10:34:00Z,30.20,73.54
2026-03-20T10:35:00Z,23.63,77.96
2026-03-20T10:36:00Z,30.20,74.10
2026-03-20T10:37:00Z,25.24,75.61
2026-03-20T10:38:00Z,22.75,79.56
2026-03-20T10:39:00Z,18.26,82.64
2026-03-20T10:40:00Z,16.68,84.08
2026-03-20T10:41:00Z,16.41,83.17
2026-03-20T10:42:00Z,16.50,82.36
2026-03-20T10:43:00Z,17.90,84.02
2026-03-20T10:44:00Z,18.55,82.97
2026-03-20T10:45:00Z,19.98,82.00
2026-03-20T10:46:00Z,21.54,80.18
2026-03-20T10:47:00Z,19.55,81.37
2026-03-20T10:48:00Z,19.70,82.86
2026-03-20T10:49:00Z,16.17,83.00
2026-03-20T10:50:00Z,15.17,86.99
2026-03-20T10:51:00Z,13.26,86.99
2026-03-20T10:52:00Z,11.33,89.94
2026-03-20T10:53:00Z,7.76,92.99
2026-03-20T10:54:00Z,7.99,92.08
2026-03-20T10:55:00Z,5.18,95.74
2026-03-20T10:56:00Z,3.52,96.92
2026-03-20T10:57:00Z,4.55,96.98
2026-03-20T10:58:00Z,4.78,94.57
2026-03-20T10:59:00Z,6.09,94.12
2026-03-20T11:00:00Z,7.00,94.19
2026-03-20T11:01:00Z,5.47,94.15
2026-03-20T11:02:00Z,9.72,93.07
2026-03-20T11:03:00Z,6.38,93.60
2026-03-20T11:04:00Z,4.99,96.49
2026-03-20T11:05:00Z,2.15,98.05
2026-03-20T11:06:00Z,4.13,95.98
2026-03-20T11:07:00Z,3.28,98.16
2026-03-20T11:08:00Z,3.00,97.52
2026-03-20T11:09:00Z,2.96,96.99
2026-03-20T11:10:00Z,3.18,97.42
2026-03-20T11:11:00Z,1.71,98.64
2026-03-20T11:12:00Z,1.19,99.00
2026-03-20T11:13:00Z,1.00,99.00
2026-03-20T11:14:00Z,1.00,99.00
2026-03-20T11:15:00Z,1.00,99.00
2026-03-20T11:16:00Z,1.00,99.00
2026-03-20T11:17:00Z,1.00,99.00
2026-03-20T11:18:00Z,1.00,99.00
2026-03-20T11:19:00Z,1.00,99.00
2026-03-20T11:20:00Z,1.00,99.00
2026-03-20T11:21:00Z,1.00,99.00
