# event_ticker=KXATPCHALLENGERMATCH-26MAR25RONCHR
# final_score=6-7(3) 6-1 6-1
# score_resolution=7-6 1-6 1-6
# match_winner=Franco Roncadelli
# fav_player=Christopher Li
# dog_player=Franco Roncadelli
# kalshi_date=2026-03-25
timestamp,Christopher Li,Franco Roncadelli
2026-03-25T18:26:00Z,12.00,89.88
2026-03-25T18:27:00Z,10.86,90.00
2026-03-25T18:28:00Z,11.91,91.89
2026-03-25T18:29:00Z,8.99,91.41
2026-03-25T18:30:00Z,10.97,91.41
2026-03-25T18:31:00Z,13.45,83.70
2026-03-25T18:32:00Z,17.14,82.26
2026-03-25T18:33:00Z,15.21,85.18
2026-03-25T18:34:00Z,13.57,85.42
2026-03-25T18:35:00Z,18.77,82.01
2026-03-25T18:36:00Z,17.18,82.51
2026-03-25T18:37:00Z,13.97,85.53
2026-03-25T18:38:00Z,13.46,88.00
2026-03-25T18:39:00Z,10.10,88.86
2026-03-25T18:40:00Z,13.42,89.00
2026-03-25T18:41:00Z,11.82,89.04
2026-03-25T18:42:00Z,10.17,90.00
2026-03-25T18:43:00Z,11.78,88.15
2026-03-25T18:44:00Z,16.36,82.17
2026-03-25T18:45:00Z,24.38,77.81
2026-03-25T18:46:00Z,27.01,71.23
2026-03-25T18:47:00Z,31.90,66.57
2026-03-25T18:48:00Z,32.84,67.18
2026-03-25T18:49:00Z,36.58,65.52
2026-03-25T18:50:00Z,41.18,58.72
2026-03-25T18:51:00Z,43.81,56.90
2026-03-25T18:52:00Z,42.02,58.05
2026-03-25T18:53:00Z,43.29,57.00
2026-03-25T18:54:00Z,43.09,57.00
2026-03-25T18:55:00Z,43.37,57.00
2026-03-25T18:56:00Z,43.62,57.01
2026-03-25T18:57:00Z,40.02,60.05
2026-03-25T18:58:00Z,35.15,65.26
2026-03-25T18:59:00Z,33.49,65.09
2026-03-25T19:00:00Z,34.35,66.07
2026-03-25T19:01:00Z,31.89,68.18
2026-03-25T19:02:00Z,30.07,70.41
2026-03-25T19:03:00Z,25.79,73.32
2026-03-25T19:04:00Z,27.24,73.81
2026-03-25T19:05:00Z,26.05,74.78
2026-03-25T19:06:00Z,23.08,76.95
2026-03-25T19:07:00Z,28.31,72.10
2026-03-25T19:08:00Z,31.27,69.76
2026-03-25T19:09:00Z,31.27,69.56
2026-03-25T19:10:00Z,34.51,66.49
2026-03-25T19:11:00Z,27.94,72.28
2026-03-25T19:12:00Z,26.59,74.50
2026-03-25T19:13:00Z,27.39,72.09
2026-03-25T19:14:00Z,25.22,73.00
2026-03-25T19:15:00Z,17.71,81.26
2026-03-25T19:16:00Z,18.39,81.57
2026-03-25T19:17:00Z,18.88,81.32
2026-03-25T19:18:00Z,16.79,83.00
2026-03-25T19:19:00Z,16.80,83.00
2026-03-25T19:20:00Z,15.05,84.61
2026-03-25T19:21:00Z,14.83,85.68
2026-03-25T19:22:00Z,15.11,84.30
2026-03-25T19:23:00Z,15.92,84.13
2026-03-25T19:24:00Z,16.00,84.88
2026-03-25T19:25:00Z,16.00,85.00
2026-03-25T19:26:00Z,16.00,83.00
2026-03-25T19:27:00Z,17.91,81.11
2026-03-25T19:28:00Z,16.14,85.23
2026-03-25T19:29:00Z,22.23,78.96
2026-03-25T19:30:00Z,15.32,85.82
2026-03-25T19:31:00Z,13.00,87.63
2026-03-25T19:32:00Z,10.92,89.18
2026-03-25T19:33:00Z,9.52,91.11
2026-03-25T19:34:00Z,12.94,88.72
2026-03-25T19:35:00Z,8.38,93.46
2026-03-25T19:36:00Z,5.20,94.70
2026-03-25T19:37:00Z,5.89,93.82
2026-03-25T19:38:00Z,3.43,96.58
2026-03-25T19:39:00Z,3.35,96.45
2026-03-25T19:40:00Z,2.06,97.08
2026-03-25T19:41:00Z,1.58,98.76
2026-03-25T19:42:00Z,1.13,99.00
2026-03-25T19:43:00Z,1.00,99.00
2026-03-25T19:44:00Z,1.00,98.00
2026-03-25T19:45:00Z,1.00,99.00
2026-03-25T19:46:00Z,1.00,99.00
2026-03-25T19:47:00Z,1.00,99.00
2026-03-25T19:48:00Z,1.00,99.00
2026-03-25T19:49:00Z,1.00,99.00
2026-03-25T19:50:00Z,1.00,99.00
2026-03-25T19:51:00Z,1.00,99.00
2026-03-25T19:52:00Z,1.00,99.00
2026-03-25T19:53:00Z,1.00,99.00
2026-03-25T19:55:00Z,1.00,99.00
2026-03-25T19:56:00Z,1.00,99.00
2026-03-25T20:00:00Z,1.00,99.00
2026-03-25T20:01:00Z,1.00,99.00
2026-03-25T20:02:00Z,1.00,99.00
