# event_ticker=KXATPCHALLENGERMATCH-26MAY25BOYDAM
# final_score=6-7(7) 6-3 6-4
# score_resolution=7-6 3-6 4-6
# match_winner=Tristan Boyer
# fav_player=Miguel Damas
# dog_player=Tristan Boyer
# kalshi_date=2026-05-25
timestamp,Tristan Boyer,Miguel Damas
2026-05-25T14:26:00Z,75.26,23.55
2026-05-25T14:27:00Z,75.62,23.65
2026-05-25T14:28:00Z,65.80,33.95
2026-05-25T14:29:00Z,67.01,30.61
2026-05-25T14:30:00Z,57.33,40.21
2026-05-25T14:31:00Z,55.00,44.07
2026-05-25T14:32:00Z,58.77,42.89
2026-05-25T14:33:00Z,55.88,45.93
2026-05-25T14:34:00Z,40.81,58.46
2026-05-25T14:35:00Z,39.59,60.00
2026-05-25T14:36:00Z,40.72,61.00
2026-05-25T14:37:00Z,40.56,60.00
2026-05-25T14:38:00Z,41.00,60.78
2026-05-25T14:39:00Z,41.73,59.00
2026-05-25T14:40:00Z,41.73,58.56
2026-05-25T14:41:00Z,41.57,58.44
2026-05-25T14:42:00Z,37.61,64.23
2026-05-25T14:43:00Z,34.95,66.57
2026-05-25T14:44:00Z,39.80,60.22
2026-05-25T14:45:00Z,44.19,55.11
2026-05-25T14:46:00Z,43.04,57.93
2026-05-25T14:47:00Z,41.45,58.64
2026-05-25T14:48:00Z,41.27,58.86
2026-05-25T14:49:00Z,41.10,59.49
2026-05-25T14:50:00Z,40.80,60.81
2026-05-25T14:51:00Z,42.38,58.33
2026-05-25T14:52:00Z,44.98,56.00
2026-05-25T14:53:00Z,44.94,56.00
2026-05-25T14:54:00Z,46.31,56.02
2026-05-25T14:55:00Z,48.14,52.81
2026-05-25T14:56:00Z,51.01,49.98
2026-05-25T14:57:00Z,49.41,50.68
2026-05-25T14:58:00Z,57.73,42.69
2026-05-25T14:59:00Z,59.83,42.69
2026-05-25T15:00:00Z,63.17,36.00
2026-05-25T15:01:00Z,64.00,36.00
2026-05-25T15:02:00Z,64.00,36.00
2026-05-25T15:03:00Z,62.07,37.51
2026-05-25T15:04:00Z,62.92,38.00
2026-05-25T15:05:00Z,64.92,37.00
2026-05-25T15:06:00Z,62.62,38.08
2026-05-25T15:07:00Z,62.94,39.82
2026-05-25T15:08:00Z,64.01,37.02
2026-05-25T15:09:00Z,64.94,35.76
2026-05-25T15:10:00Z,65.00,35.76
2026-05-25T15:11:00Z,66.60,35.00
2026-05-25T15:12:00Z,66.55,34.95
2026-05-25T15:13:00Z,65.70,35.21
2026-05-25T15:14:00Z,64.25,36.00
2026-05-25T15:15:00Z,65.21,36.00
2026-05-25T15:16:00Z,66.24,34.00
2026-05-25T15:17:00Z,66.85,34.98
2026-05-25T15:18:00Z,66.92,34.88
2026-05-25T15:19:00Z,66.98,34.96
2026-05-25T15:20:00Z,67.00,35.88
2026-05-25T15:21:00Z,67.76,34.25
2026-05-25T15:22:00Z,68.32,32.72
2026-05-25T15:23:00Z,68.19,32.36
2026-05-25T15:24:00Z,77.58,26.06
2026-05-25T15:25:00Z,79.98,15.56
2026-05-25T15:26:00Z,83.34,16.75
2026-05-25T15:27:00Z,73.97,24.00
2026-05-25T15:28:00Z,79.72,20.68
2026-05-25T15:29:00Z,84.05,17.41
2026-05-25T15:30:00Z,87.47,13.04
2026-05-25T15:31:00Z,89.71,10.91
2026-05-25T15:32:00Z,91.74,9.90
2026-05-25T15:33:00Z,93.98,5.91
2026-05-25T15:34:00Z,89.92,11.52
2026-05-25T15:35:00Z,88.92,10.81
2026-05-25T15:36:00Z,90.49,9.86
2026-05-25T15:37:00Z,91.07,9.71
2026-05-25T15:38:00Z,89.95,10.01
2026-05-25T15:39:00Z,86.52,12.76
2026-05-25T15:40:00Z,85.57,14.00
2026-05-25T15:41:00Z,85.01,14.98
2026-05-25T15:42:00Z,82.14,16.79
2026-05-25T15:43:00Z,77.09,16.99
2026-05-25T15:44:00Z,84.54,15.17
2026-05-25T15:45:00Z,84.02,14.62
2026-05-25T15:46:00Z,89.67,10.98
2026-05-25T15:47:00Z,92.29,7.74
2026-05-25T15:48:00Z,96.20,4.25
2026-05-25T15:49:00Z,94.66,6.01
2026-05-25T15:50:00Z,93.19,8.84
2026-05-25T15:51:00Z,87.97,11.81
2026-05-25T15:52:00Z,87.34,12.16
2026-05-25T15:53:00Z,85.82,13.46
2026-05-25T15:54:00Z,84.17,15.82
2026-05-25T15:55:00Z,85.12,15.49
2026-05-25T15:56:00Z,86.49,13.42
2026-05-25T15:57:00Z,89.80,10.01
2026-05-25T15:58:00Z,90.20,10.90
2026-05-25T15:59:00Z,90.67,9.95
2026-05-25T16:00:00Z,89.53,11.04
2026-05-25T16:01:00Z,87.84,13.00
2026-05-25T16:02:00Z,87.39,12.94
2026-05-25T16:03:00Z,83.67,16.48
2026-05-25T16:04:00Z,82.56,20.38
2026-05-25T16:05:00Z,86.51,13.30
2026-05-25T16:06:00Z,92.41,8.89
2026-05-25T16:07:00Z,93.71,7.05
2026-05-25T16:08:00Z,95.54,5.42
2026-05-25T16:09:00Z,93.46,7.89
2026-05-25T16:10:00Z,91.74,8.63
2026-05-25T16:11:00Z,91.03,9.86
2026-05-25T16:12:00Z,90.97,9.91
2026-05-25T16:13:00Z,87.72,15.05
2026-05-25T16:14:00Z,86.23,13.49
2026-05-25T16:15:00Z,96.44,5.49
2026-05-25T16:16:00Z,93.44,6.95
2026-05-25T16:17:00Z,97.11,8.29
2026-05-25T16:18:00Z,99.00,1.00
2026-05-25T16:19:00Z,99.00,1.00
2026-05-25T16:20:00Z,99.00,1.00
2026-05-25T16:21:00Z,99.00,1.00
2026-05-25T16:22:00Z,99.00,1.00
