# event_ticker=KXATPMATCH-25JUL29ARSPOP
# final_score=7-6(7) 6-3
# score_resolution=7-6 6-3
# match_winner=Alexei Popyrin
# fav_player=Alexei Popyrin
# dog_player=Nicolas Arseneault
# kalshi_date=2025-07-29
timestamp,Alexei Popyrin,Nicolas Arseneault
2025-07-29T19:41:00Z,81.05,26.36
2025-07-29T19:42:00Z,86.00,19.11
2025-07-29T19:43:00Z,86.00,18.07
2025-07-29T19:44:00Z,77.67,24.17
2025-07-29T19:45:00Z,77.67,21.80
2025-07-29T19:46:00Z,80.00,25.20
2025-07-29T19:47:00Z,74.94,22.78
2025-07-29T19:48:00Z,87.70,13.99
2025-07-29T19:49:00Z,92.00,9.15
2025-07-29T19:50:00Z,91.00,9.92
2025-07-29T19:51:00Z,91.00,8.19
2025-07-29T19:52:00Z,94.00,8.90
2025-07-29T19:53:00Z,94.09,7.15
2025-07-29T19:54:00Z,94.09,7.48
2025-07-29T19:55:00Z,93.00,8.46
2025-07-29T19:56:00Z,95.00,6.00
2025-07-29T19:57:00Z,95.00,8.36
2025-07-29T19:58:00Z,96.39,8.36
2025-07-29T19:59:00Z,98.17,2.96
2025-07-29T20:00:00Z,99.00,2.00
2025-07-29T20:01:00Z,99.00,1.91
2025-07-29T20:02:00Z,99.00,1.98
2025-07-29T20:03:00Z,99.00,2.00
2025-07-29T20:04:00Z,99.00,1.63
2025-07-29T20:06:00Z,99.00,1.27
2025-07-29T20:07:00Z,99.00,2.00
2025-07-29T20:09:00Z,99.00,3.46
2025-07-29T20:10:00Z,99.00,1.00
2025-07-29T20:11:00Z,99.00,2.70
2025-07-29T20:12:00Z,99.00,2.00
2025-07-29T20:13:00Z,99.00,2.00
2025-07-29T20:14:00Z,99.00,6.38
2025-07-29T20:16:00Z,99.00,6.38
2025-07-29T20:17:00Z,99.00,8.00
2025-07-29T20:18:00Z,99.00,4.00
2025-07-29T20:22:00Z,99.00,5.00
2025-07-29T20:23:00Z,99.00,4.00
2025-07-29T20:26:00Z,99.00,1.00
2025-07-29T20:30:00Z,99.00,1.00
