# event_ticker=KXATPCHALLENGERMATCH-26MAR04ROCSAN
# final_score=7-6(3) 6-2
# score_resolution=6-7 2-6
# match_winner=Henrique Rocha
# fav_player=Carlos Sanchez Jover
# dog_player=Henrique Rocha
# kalshi_date=2026-03-04
timestamp,Carlos Sanchez Jover,Henrique Rocha
2026-03-04T16:07:00Z,27.23,71.49
2026-03-04T16:08:00Z,25.10,73.57
2026-03-04T16:09:00Z,21.79,77.75
2026-03-04T16:10:00Z,27.58,72.21
2026-03-04T16:11:00Z,17.66,77.11
2026-03-04T16:12:00Z,15.63,84.79
2026-03-04T16:13:00Z,14.28,84.92
2026-03-04T16:14:00Z,14.89,85.37
2026-03-04T16:15:00Z,14.96,85.08
2026-03-04T16:16:00Z,14.64,85.09
2026-03-04T16:17:00Z,15.93,84.04
2026-03-04T16:18:00Z,14.74,84.44
2026-03-04T16:19:00Z,16.00,84.16
2026-03-04T16:20:00Z,15.72,84.42
2026-03-04T16:21:00Z,13.15,88.73
2026-03-04T16:22:00Z,12.44,88.00
2026-03-04T16:23:00Z,13.89,84.99
2026-03-04T16:24:00Z,15.52,87.24
2026-03-04T16:25:00Z,13.71,87.95
2026-03-04T16:26:00Z,12.99,87.30
2026-03-04T16:27:00Z,13.08,88.32
2026-03-04T16:28:00Z,10.43,89.47
2026-03-04T16:29:00Z,6.76,94.07
2026-03-04T16:30:00Z,4.94,95.75
2026-03-04T16:31:00Z,3.83,96.22
2026-03-04T16:32:00Z,2.64,96.93
2026-03-04T16:33:00Z,2.89,96.98
2026-03-04T16:34:00Z,2.12,97.23
2026-03-04T16:35:00Z,1.47,98.03
2026-03-04T16:36:00Z,3.28,97.35
2026-03-04T16:37:00Z,1.18,98.79
2026-03-04T16:38:00Z,1.00,99.00
2026-03-04T16:39:00Z,1.47,98.75
2026-03-04T16:40:00Z,1.26,98.81
2026-03-04T16:41:00Z,1.08,98.19
2026-03-04T16:42:00Z,1.55,98.53
2026-03-04T16:43:00Z,3.95,98.16
2026-03-04T16:44:00Z,1.79,98.55
2026-03-04T16:45:00Z,1.23,99.00
2026-03-04T16:46:00Z,2.14,98.89
2026-03-04T16:47:00Z,1.14,99.00
2026-03-04T16:48:00Z,1.14,99.00
2026-03-04T16:49:00Z,1.14,99.00
2026-03-04T16:50:00Z,1.14,99.00
2026-03-04T16:51:00Z,1.14,99.00
